study_accession	sample_accession	field	ena_value	applied_value	method	evidence
PRJEB19777	SAMEA104032372	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC07 (rescued 'urban effluent')
PRJEB19777	SAMEA104032382	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC66 (rescued 'urban effluent')
PRJEB19777	SAMEA104032384	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC72 (rescued 'urban effluent')
PRJEB19777	SAMEA104032386	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC85 (rescued 'urban effluent')
PRJEB19777	SAMEA104032387	host		wastewater_water	per_sample	Data_Sheet_1.pdf:131SC04 (rescued 'urban effluent')
PRJEB19777	SAMEA104032390	host		wastewater_water	per_sample	Data_Sheet_1.pdf:131SC24 (rescued 'urban effluent')
PRJEB19777	SAMEA104032381	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC65 (rescued 'urban effluent')
PRJEB19777	SAMEA104032373	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC10 (rescued 'urban effluent')
PRJEB19777	SAMEA104032378	host		wastewater_water	per_sample	Data_Sheet_1.pdf:121SC39 (rescued 'urban effluent')
PRJEB19777	SAMEA104032389	host		wastewater_water	per_sample	Data_Sheet_1.pdf:131SC2 (rescued 'urban effluent')
PRJEB30858	SAMEA5408359	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A
PRJEB30858	SAMEA5408360	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.2
PRJEB30858	SAMEA5408361	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.3
PRJEB30858	SAMEA5408362	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.4
PRJEB30858	SAMEA5408363	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-B
PRJEB30858	SAMEA5408364	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-B.2
PRJEB30858	SAMEA5408365	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-C
PRJEB30858	SAMEA5408366	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-D
PRJEB30858	SAMEA5408367	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-E
PRJEB30858	SAMEA5408368	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-F
PRJEB30858	SAMEA5408369	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-G
PRJEB30858	SAMEA5408370	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-H
PRJEB30858	SAMEA5408371	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-I
PRJEB30858	SAMEA5408372	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-I.2
PRJEB30858	SAMEA5408373	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-J
PRJEB30858	SAMEA5408374	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-K
PRJEB30858	SAMEA5408375	collection_date		2014	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-Z
PRJEB30858	SAMEA5408376	collection_date		2014	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-Y
PRJEB30858	SAMEA5408377	collection_date		2014	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-X
PRJEB30858	SAMEA5408378	collection_date		2014	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox_U
PRJEB30858	SAMEA5408380	collection_date		2015	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kpn_T
PRJEB30858	SAMEA5408359	isolation_source		urine	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A
PRJEB30858	SAMEA5408360	isolation_source		BAL	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.2
PRJEB30858	SAMEA5408361	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.3
PRJEB30858	SAMEA5408362	isolation_source		blood	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-A.4
PRJEB30858	SAMEA5408363	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-B
PRJEB30858	SAMEA5408364	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-B.2
PRJEB30858	SAMEA5408365	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-C
PRJEB30858	SAMEA5408366	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-D
PRJEB30858	SAMEA5408367	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-E
PRJEB30858	SAMEA5408368	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-F
PRJEB30858	SAMEA5408369	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-G
PRJEB30858	SAMEA5408370	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-H
PRJEB30858	SAMEA5408371	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-I
PRJEB30858	SAMEA5408372	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-I.2
PRJEB30858	SAMEA5408373	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-J
PRJEB30858	SAMEA5408374	isolation_source		rectal screen	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-K
PRJEB30858	SAMEA5408375	isolation_source		urine	per_sample	ciz1130_suppl_supplementary_tables.xlsx:Kox-Z
