sample_accession	run_accession	submission_accession	assembly_software	library_selection	serotype	environment_feature	last_updated	submitted_galaxy	germline	culture_collection	submission_tool	sra_bytes	collected_by	submitted_ftp	isolate	fastq_bytes	instrument_platform	variety	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	tissue_lib	environmental_sample	sex	submitted_md5	checklist	fastq_galaxy	specimen_voucher	submitted_bytes	taxonomic_identity_marker	country	sample_description	experiment_title	sra_galaxy	fastq_md5	secondary_study_accession	read_count	study_title	bio_material	host_body_site	assembly_quality	sample_capture_status	sample_title	host_genotype	host_phenotype	cultivar	instrument_model	target_gene	nominal_sdev	environment_material	host_tax_id	sample_material	sra_md5	cell_type	fastq_ftp	broker_name	sub_strain	base_count	library_strategy	serovar	investigation_type	location	library_source	sra_ftp	library_layout	experimental_factor	environment_biome	dev_stage	binning_software	sample_collection	nominal_length	completeness_score	lon	fastq_aspera	host_sex	sample_alias	mating_type	sub_species	contamination_score	run_alias	depth	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	altitude	accession	secondary_sample_accession	sampling_platform	taxonomic_classification	protocol_label	elevation	salinity	sequencing_method	first_public	study_alias	ph	tissue_type	isolation_source	metadata_reviewed	study_setting	amr_study
SAMN18207235	SRR13893667	SRA1204164		RANDOM			2021-03-12					338731244.0	Johns Hopkins Hospital		'not collected';'ENAE_631'	210670474;223071574	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/067/SRR13893667									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_2.fastq.gz				USA:Baltimore	ENAE_631	Illumina HiSeq 2000 sequencing; illumina sequencing of Enterobacter aerogenes: clinical isolate;illumina sequencing of Enterobacter aerogenes: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/067/SRR13893667	02928b777fcfd2826762afd53a528aca;97af265855477f73e96a5623267b5546	SRP309815	1671513.0	Enterobacter sequencing and assembly					ENAE_631				Illumina HiSeq 2000						ffe2acd47083c1eef5eb9d6a201cfa38		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_2.fastq.gz			780324516.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/067/SRR13893667	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/067/SRR13893667/SRR13893667_2.fastq.gz		ENAE_631				631ENAE_ENAE_S36_L001_R1_001.fastq.gz			2018	ENAE_631_ill		SUB8768147				Homo sapiens	ENAE_631_ill	2021-03-12	39.29		SRX10273347	Klebsiella aerogenes		548.0	PRJNA686978				SRR13893667	SRS8406579							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207229	SRR13893674	SRA1204164		RANDOM			2021-03-12					163611136.0	Johns Hopkins Hospital		'not collected';'KLOX_587'	99809209;108981328	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/074/SRR13893674									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_2.fastq.gz				USA:Baltimore	KLOX_587	Illumina HiSeq 2000 sequencing; illumina sequencing of Klebsiella oxytoca: clinical isolate;illumina sequencing of Klebsiella oxytoca: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/074/SRR13893674	3d6d9e2cb179789a3d83a48969ccd8c3;ba7455713a3966382290b50a41c9465d	SRP309815	956468.0	Enterobacter sequencing and assembly					KLOX_587				Illumina HiSeq 2000						82fafcf34fef9198bc0a5517d0f72586		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_2.fastq.gz			285156188.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/074/SRR13893674	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/074/SRR13893674/SRR13893674_2.fastq.gz		KLOX_587				KLPX-587_S13_L001_R1_001.fastq.gz			2018	KLOX_587_ill		SUB8768147				Homo sapiens	KLOX_587_ill	2021-03-12	39.29		SRX10273340	Klebsiella oxytoca		571.0	PRJNA686978				SRR13893674	SRS8406507							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207226	SRR13893677	SRA1204164		RANDOM			2021-03-12					371811224.0	Johns Hopkins Hospital		'not collected';'ENAE_562'	232332807;244442600	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/077/SRR13893677									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_2.fastq.gz				USA:Baltimore	ENAE_562	Illumina HiSeq 2000 sequencing; illumina sequencing of Enterobacter aerogenes: clinical isolate;illumina sequencing of Enterobacter aerogenes: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/077/SRR13893677	4a30952ca3956de26d9f6aec383f1a36;57b5a470accaf14eeec88bd23ed8b653	SRP309815	1838779.0	Enterobacter sequencing and assembly					ENAE_562				Illumina HiSeq 2000						971f0a7965eb8ec024a2af85c6402729		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_2.fastq.gz			862355282.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/077/SRR13893677	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/077/SRR13893677/SRR13893677_2.fastq.gz		ENAE_562				562ENAE_ENAE_S80_L002_R1_001.fastq.gz			2018	ENAE_562_ill		SUB8768147				Homo sapiens	ENAE_562_ill	2021-03-12	39.29		SRX10273337	Klebsiella aerogenes		548.0	PRJNA686978				SRR13893677	SRS8406572							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207221	SRR13893682	SRA1204164		RANDOM			2021-03-12					557618212.0	Johns Hopkins Hospital		'not collected';'ENAE_538'	346802157;367160928	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/082/SRR13893682									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_2.fastq.gz				USA:Baltimore	ENAE_538	Illumina HiSeq 2000 sequencing; illumina sequencing of Enterobacter aerogenes: clinical isolate;illumina sequencing of Enterobacter aerogenes: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/082/SRR13893682	ba95a3bdad8d9fa87b6216c1ab344ef2;fe8d6d2cadfb89db31d161c1303274cd	SRP309815	2737765.0	Enterobacter sequencing and assembly					ENAE_538				Illumina HiSeq 2000						245f5fc1d2270e08c4d8fad7c6a7d255		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_2.fastq.gz			1286677205.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/082/SRR13893682	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/082/SRR13893682/SRR13893682_2.fastq.gz		ENAE_538				538ENAE_ENAE_S72_L002_R1_001.fastq.gz			2018	ENAE_538_ill		SUB8768147				Homo sapiens	ENAE_538_ill	2021-03-12	39.29		SRX10273332	Klebsiella aerogenes		548.0	PRJNA686978				SRR13893682	SRS8406569							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207219	SRR13893685	SRA1204164		RANDOM			2021-03-12					76177120.0	Johns Hopkins Hospital		'not collected';'KLOX_500'	46873245;50988437	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/085/SRR13893685									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_2.fastq.gz				USA:Baltimore	KLOX_500	Illumina HiSeq 2000 sequencing; illumina sequencing of klebsiella oxytoca: clinical isolate;illumina sequencing of klebsiella oxytoca: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/085/SRR13893685	fbda027b19ee416720139720d96b2aad;2408ba8d75e12c6823c6a2353999185d	SRP309815	464830.0	Enterobacter sequencing and assembly					KLOX_500				Illumina HiSeq 2000						b4b7dad0ce2c441b54f1da168a784852		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_2.fastq.gz			138685108.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/085/SRR13893685	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/085/SRR13893685/SRR13893685_2.fastq.gz		KLOX_500				KLOX-500_S4_L001_R1_001.fastq.gz			2018	KLOX_500_ill		SUB8768147				Homo sapiens	KLOX_500_ill	2021-03-12	39.29		SRX10273329	Klebsiella oxytoca		571.0	PRJNA686978				SRR13893685	SRS8406505							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207215	SRR13893689	SRA1204164		RANDOM			2021-03-12					59314438.0	Johns Hopkins Hospital		'not collected';'KLOX_452'	37497372;38778605	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/089/SRR13893689									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_2.fastq.gz				USA:Baltimore	KLOX_452	Illumina HiSeq 2000 sequencing; illumina sequencing of Klebsiella oxytoca/Raoultella ornithinolytica: clinical isolate;illumina sequencing of Klebsiella oxytoca/Raoultella ornithinolytica: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/089/SRR13893689	6d68420469ade0f6c7044000c6c02152;3e5d3a6b3b82da5ee584ba8431e9f1cd	SRP309815	375050.0	Enterobacter sequencing and assembly					KLOX_452				Illumina HiSeq 2000						d2f3e8f6c1ab341899682b2d6193b615		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_2.fastq.gz			111813107.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/089/SRR13893689	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/089/SRR13893689/SRR13893689_2.fastq.gz		KLOX_452				KLOX-452_S23_L001_R1_001.fastq.gz			2017	KLOX_452_ill		SUB8768147				Homo sapiens	KLOX_452_ill	2021-03-12	39.29		SRX10273325	Klebsiella oxytoca		571.0	PRJNA686978				SRR13893689	SRS8406502							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207120	SRR13893698	SRA1204164		RANDOM			2021-03-12					289619852.0	Johns Hopkins Hospital		'not collected';'KLPN_235'	179087757;190158669	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/098/SRR13893698									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_2.fastq.gz				USA:Baltimore	KLPN_235	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/098/SRR13893698	a476e2384fd109aa3a846f6c5821a6eb;a52ebd22e85a42382809b376cffb54e8	SRP309815	1407728.0	Enterobacter sequencing and assembly					KLPN_235				Illumina HiSeq 2000						aa446a2d1612f37334fb7d4eb215ccdd		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_2.fastq.gz			658906332.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/098/SRR13893698	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/098/SRR13893698/SRR13893698_2.fastq.gz		KLPN_235				235KLPN_KLPN_S14_L001_R1_001.fastq.gz			2017	KLPN_235_ill		SUB8768147				Homo sapiens	KLPN_235_ill	2021-03-12	39.29		SRX10273316	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893698	SRS8406561							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207119	SRR13893700	SRA1204164		RANDOM			2021-03-12					541892577.0	Johns Hopkins Hospital		'not collected';'KLPN_228'	337994605;356127123	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/000/SRR13893700									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_2.fastq.gz				USA:Baltimore	KLPN_228	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/000/SRR13893700	ec25fc62081c039faed4817155512e45;4b4995dca97a8dcc7b1c99a5ab848b03	SRP309815	2675899.0	Enterobacter sequencing and assembly					KLPN_228				Illumina HiSeq 2000						05aae828966ba58ea82a0e2ad2f0d6fe		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_2.fastq.gz			1256732352.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/000/SRR13893700	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/000/SRR13893700/SRR13893700_2.fastq.gz		KLPN_228				228KLPN_KLPN_S14_L001_R1_001.fastq.gz			2017	KLPN_228_ill		SUB8768147				Homo sapiens	KLPN_228_ill	2021-03-12	39.29		SRX10273314	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893700	SRS8406559							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207118	SRR13893701	SRA1204164		RANDOM			2021-03-12					277736160.0	Johns Hopkins Hospital		'not collected';'KLPN_215'	171976883;182077714	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/001/SRR13893701									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_2.fastq.gz				USA:Baltimore	KLPN_215	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/001/SRR13893701	bd8c33c67c58e57a698c0378082733c6;febf9b09881d689b11ab46388982a619	SRP309815	1349915.0	Enterobacter sequencing and assembly					KLPN_215				Illumina HiSeq 2000						02a3f93a2191099b89d5e5b50d3e072b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_2.fastq.gz			628831793.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/001/SRR13893701	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/001/SRR13893701/SRR13893701_2.fastq.gz		KLPN_215				215KLPN_KLPN_S12_L001_R1_001.fastq.gz			2017	KLPN_215_ill		SUB8768147				Homo sapiens	KLPN_215_ill	2021-03-12	39.29		SRX10273313	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893701	SRS8406557							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207110	SRR13893709	SRA1204164		RANDOM			2021-03-12					152258617.0	Johns Hopkins Hospital		'not collected';'KLPN_169'	90957962;100686253	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/009/SRR13893709									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_2.fastq.gz				USA:Baltimore	KLPN_169	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/009/SRR13893709	5ae72de93d94ed3126adf00b23963671;469552ef5514df59cc2ccd5f28d75694	SRP309815	874666.0	Enterobacter sequencing and assembly					KLPN_169				Illumina HiSeq 2000						63f36eb675acfebc2538c6f9fad9fe91		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_2.fastq.gz			234859536.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/009/SRR13893709	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/009/SRR13893709/SRR13893709_2.fastq.gz		KLPN_169				KLPN-169_S52_L001_R1_001.fastq.gz			2017	KLPN_169_ill		SUB8768147				Homo sapiens	KLPN_169_ill	2021-03-12	39.29		SRX10273305	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893709	SRS8406398							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207109	SRR13893711	SRA1204164		RANDOM			2021-03-12					80520711.0	Johns Hopkins Hospital		'not collected';'KLPN_168'	46674420;52411472	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/011/SRR13893711									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_2.fastq.gz				USA:Baltimore	KLPN_168	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/011/SRR13893711	e85182da2e196cc59e352c8b49eeee01;a7dde48ed1df62eea7e9fcde03eb5202	SRP309815	382692.0	Enterobacter sequencing and assembly					KLPN_168				Illumina HiSeq 2000						042d5475cc01698d93bb668f0cb4d178		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_2.fastq.gz			113980186.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/011/SRR13893711	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/011/SRR13893711/SRR13893711_2.fastq.gz		KLPN_168				KLPN-168_S68_L001_R1_001.fastq.gz			2017	KLPN_168_ill		SUB8768147				Homo sapiens	KLPN_168_ill	2021-03-12	39.29		SRX10273303	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893711	SRS8406395							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207105	SRR13893715	SRA1204164		RANDOM			2021-03-12					121245218.0	Johns Hopkins Hospital		'not collected';'KLPN_280'	68236581;79366524	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/015/SRR13893715									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_2.fastq.gz				USA:Baltimore	KLPN_280	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/015/SRR13893715	a2312255316f1a557ad1306eaeb357cb;28b85f788792661fdcee459a2b0f18eb	SRP309815	575049.0	Enterobacter sequencing and assembly					KLPN_280				Illumina HiSeq 2000						374bde6dc5b2ab9c311851ccfb844c45		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_2.fastq.gz			171102494.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/015/SRR13893715	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/015/SRR13893715/SRR13893715_2.fastq.gz		KLPN_280				KLPN-280_S39_L001_R1_001.fastq.gz			2017	KLPN_280_ill		SUB8768147				Homo sapiens	KLPN_280_ill	2021-03-12	39.29		SRX10273299	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893715	SRS8406390							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207100	SRR13893720	SRA1204164		RANDOM			2021-03-12					94078351.0	Johns Hopkins Hospital		'not collected';'KLPN_121'	62444533;58496564	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/020/SRR13893720									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_2.fastq.gz				USA:Baltimore	KLPN_121	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/020/SRR13893720	72d3cd53f48025a74de1c199141ff7a4;db6c687c29ffd76ebedd88e637cc2b94	SRP309815	586612.0	Enterobacter sequencing and assembly					KLPN_121				Illumina HiSeq 2000						eb751aa58aee4687d5a6f807df6ee8bb		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_2.fastq.gz			175044912.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/020/SRR13893720	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/020/SRR13893720/SRR13893720_2.fastq.gz		KLPN_121				KLPN-121_S4_L001_R1_001.fastq.gz			2016	KLPN_121_ill		SUB8768147				Homo sapiens	KLPN_121_ill	2021-03-12	39.29		SRX10273294	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893720	SRS8406385							2021-03-12	PRJNA686978			patient	False	hospital	amr
SAMN18207099	SRR13893722	SRA1204164		RANDOM			2021-03-12					180216264.0	Johns Hopkins Hospital		'not collected';'KLPN_116'	112351411;118870542	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR138/022/SRR13893722									ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_2.fastq.gz				USA:Baltimore	KLPN_116	Illumina HiSeq 2000 sequencing; illumina sequencing of k pneumoniae: clinical isolate;illumina sequencing of k pneumoniae: clinical isolate	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/022/SRR13893722	160cfb4c5847c12cf515005910624932;fda7b1a293f17b3c7b37f414093734a7	SRP309815	1236835.0	Enterobacter sequencing and assembly					KLPN_116				Illumina HiSeq 2000						3cfd4ee05d416dd86e0399e280ae2cc7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_2.fastq.gz			303098410.0	WGS			39.29 N 76.59 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR138/022/SRR13893722	PAIRED								-76.59	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR138/022/SRR13893722/SRR13893722_2.fastq.gz		KLPN_116				KLPN-116_S43_L001_R1_001.fastq.gz			2016	KLPN_116_ill		SUB8768147				Homo sapiens	KLPN_116_ill	2021-03-12	39.29		SRX10273292	Klebsiella pneumoniae		573.0	PRJNA686978				SRR13893722	SRS8406384							2021-03-12	PRJNA686978			patient	False	hospital	amr
