study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB56918	SAMEA111505126	host		human	whole_field
PRJEB56918	SAMEA111505129	host		human	whole_field
PRJEB56918	SAMEA111505131	host		human	whole_field
PRJEB56918	SAMEA111505127	host		human	whole_field
PRJEB56918	SAMEA111505135	host		human	whole_field
PRJEB56918	SAMEA111505132	host		human	whole_field
PRJEB56918	SAMEA111505134	host		human	whole_field
PRJEB56918	SAMEA111505136	host		human	whole_field
PRJEB56918	SAMEA111505138	host		human	whole_field
PRJEB56918	SAMEA111505141	host		human	whole_field
PRJEB56918	SAMEA111505231	host		human	whole_field
PRJEB56918	SAMEA111503649	host		human	whole_field
PRJEB56918	SAMEA111503692	host		human	whole_field
PRJEB56918	SAMEA111503368	host		human	whole_field
PRJEB56918	SAMEA111503373	host		human	whole_field
PRJEB56918	SAMEA111503696	host		human	whole_field
PRJEB56918	SAMEA111503769	host		human	whole_field
PRJEB56918	SAMEA111503772	host		human	whole_field
PRJEB56918	SAMEA111503764	host		human	whole_field
PRJEB56918	SAMEA111503767	host		human	whole_field
PRJEB56918	SAMEA111503773	host		human	whole_field
PRJEB56918	SAMEA111503774	host		human	whole_field
PRJEB56918	SAMEA111503830	host		human	whole_field
PRJEB56918	SAMEA111503775	host		human	whole_field
PRJEB56918	SAMEA111503923	host		human	whole_field
PRJEB56918	SAMEA111504012	host		human	whole_field
PRJEB56918	SAMEA111504011	host		human	whole_field
PRJEB56918	SAMEA111504045	host		human	whole_field
PRJEB56918	SAMEA111504044	host		human	whole_field
PRJEB56918	SAMEA111504113	host		human	whole_field
PRJEB56918	SAMEA111504127	host		human	whole_field
PRJEB56918	SAMEA111504126	host		human	whole_field
PRJEB56918	SAMEA111504150	host		human	whole_field
PRJEB56918	SAMEA111503420	host		human	whole_field
PRJEB56918	SAMEA111503421	host		human	whole_field
PRJEB56918	SAMEA111503419	host		human	whole_field
PRJEB56918	SAMEA111503416	host		human	whole_field
PRJEB56918	SAMEA111503442	host		human	whole_field
PRJEB56918	SAMEA111503492	host		human	whole_field
PRJEB56918	SAMEA111503495	host		human	whole_field
PRJEB56918	SAMEA111503491	host		human	whole_field
PRJEB56918	SAMEA111503494	host		human	whole_field
PRJEB56918	SAMEA111503553	host		human	whole_field
PRJEB56918	SAMEA111505260	host		human	whole_field
PRJEB56918	SAMEA111505292	host		human	whole_field
PRJEB56918	SAMEA111505366	host		human	whole_field
PRJEB56918	SAMEA111505374	host		human	whole_field
PRJEB56918	SAMEA111505409	host		human	whole_field
PRJEB56918	SAMEA111505411	host		human	whole_field
PRJEB56918	SAMEA111505438	host		human	whole_field
PRJEB56918	SAMEA111505542	host		human	whole_field
PRJEB56918	SAMEA111505543	host		human	whole_field
PRJEB56918	SAMEA111505685	host		human	whole_field
PRJEB56918	SAMEA111505687	host		human	whole_field
PRJEB56918	SAMEA111505702	host		human	whole_field
PRJEB56918	SAMEA111505707	host		human	whole_field
PRJEB56918	SAMEA111505696	host		human	whole_field
PRJEB56918	SAMEA111505693	host		human	whole_field
PRJEB56918	SAMEA111505710	host		human	whole_field
PRJEB56918	SAMEA111505716	host		human	whole_field
PRJEB56918	SAMEA111505713	host		human	whole_field
PRJEB56918	SAMEA111505725	host		human	whole_field
PRJEB56918	SAMEA111505731	host		human	whole_field
PRJEB56918	SAMEA111505733	host		human	whole_field
PRJEB56918	SAMEA111505735	host		human	whole_field
PRJEB56918	SAMEA111505736	host		human	whole_field
PRJEB56918	SAMEA111505734	host		human	whole_field
PRJEB56918	SAMEA111505740	host		human	whole_field
PRJEB56918	SAMEA111505743	host		human	whole_field
PRJEB56918	SAMEA111505748	host		human	whole_field
PRJEB56918	SAMEA111505750	host		human	whole_field
PRJEB56918	SAMEA111505754	host		human	whole_field
PRJEB56918	SAMEA111505755	host		human	whole_field
PRJEB56918	SAMEA111505747	host		human	whole_field
PRJEB56918	SAMEA111505902	host		human	whole_field
PRJEB56918	SAMEA111505903	host		human	whole_field
PRJEB56918	SAMEA111505894	host		human	whole_field
PRJEB56918	SAMEA111505895	host		human	whole_field
PRJEB56918	SAMEA111505905	host		human	whole_field
PRJEB56918	SAMEA111505901	host		human	whole_field
PRJEB56918	SAMEA111505951	host		human	whole_field
PRJEB56918	SAMEA111505949	host		human	whole_field
PRJEB56918	SAMEA111505962	host		human	whole_field
PRJEB56918	SAMEA111505961	host		human	whole_field
PRJEB56918	SAMEA111506072	host		human	whole_field
PRJEB56918	SAMEA111506156	host		human	whole_field
PRJEB56918	SAMEA111506232	host		human	whole_field
PRJEB56918	SAMEA111506225	host		human	whole_field
PRJEB56918	SAMEA111506229	host		human	whole_field
PRJEB56918	SAMEA111506230	host		human	whole_field
PRJEB56918	SAMEA111506236	host		human	whole_field
PRJEB56918	SAMEA111506237	host		human	whole_field
PRJEB56918	SAMEA111506242	host		human	whole_field
PRJEB56918	SAMEA111506240	host		human	whole_field
PRJEB56918	SAMEA111506273	host		human	whole_field
PRJEB56918	SAMEA111506296	host		human	whole_field
PRJEB56918	SAMEA111506378	host		human	whole_field
PRJEB56918	SAMEA111506389	host		human	whole_field
PRJEB56918	SAMEA111506387	host		human	whole_field
PRJEB56918	SAMEA111506383	host		human	whole_field
PRJEB56918	SAMEA111503376	host		human	whole_field
PRJEB56918	SAMEA111503586	host		human	whole_field
PRJEB56918	SAMEA111503587	host		human	whole_field
PRJEB56918	SAMEA111503589	host		human	whole_field
PRJEB56918	SAMEA111503612	host		human	whole_field
PRJEB56918	SAMEA111503634	host		human	whole_field
PRJEB56918	SAMEA111504153	host		human	whole_field
PRJEB56918	SAMEA111504151	host		human	whole_field
PRJEB56918	SAMEA111504154	host		human	whole_field
PRJEB56918	SAMEA111504157	host		human	whole_field
PRJEB56918	SAMEA111504229	host		human	whole_field
PRJEB56918	SAMEA111504232	host		human	whole_field
PRJEB56918	SAMEA111504308	host		human	whole_field
PRJEB56918	SAMEA111504310	host		human	whole_field
PRJEB56918	SAMEA111504309	host		human	whole_field
PRJEB56918	SAMEA111504312	host		human	whole_field
PRJEB56918	SAMEA111504317	host		human	whole_field
PRJEB56918	SAMEA111504314	host		human	whole_field
PRJEB56918	SAMEA111504319	host		human	whole_field
PRJEB56918	SAMEA111504320	host		human	whole_field
PRJEB56918	SAMEA111504323	host		human	whole_field
PRJEB56918	SAMEA111504325	host		human	whole_field
PRJEB56918	SAMEA111504327	host		human	whole_field
PRJEB56918	SAMEA111504334	host		human	whole_field
PRJEB56918	SAMEA111504339	host		human	whole_field
PRJEB56918	SAMEA111504340	host		human	whole_field
PRJEB56918	SAMEA111504343	host		human	whole_field
PRJEB56918	SAMEA111504347	host		human	whole_field
PRJEB56918	SAMEA111504346	host		human	whole_field
PRJEB56918	SAMEA111504345	host		human	whole_field
PRJEB56918	SAMEA111504351	host		human	whole_field
PRJEB56918	SAMEA111504352	host		human	whole_field
PRJEB56918	SAMEA111504422	host		human	whole_field
PRJEB56918	SAMEA111504425	host		human	whole_field
PRJEB56918	SAMEA111504424	host		human	whole_field
PRJEB56918	SAMEA111504493	host		human	whole_field
PRJEB56918	SAMEA111504512	host		human	whole_field
PRJEB56918	SAMEA111504600	host		human	whole_field
PRJEB56918	SAMEA111504604	host		human	whole_field
PRJEB56918	SAMEA111504605	host		human	whole_field
PRJEB56918	SAMEA111504609	host		human	whole_field
PRJEB56918	SAMEA111504630	host		human	whole_field
PRJEB56918	SAMEA111504685	host		human	whole_field
PRJEB56918	SAMEA111504684	host		human	whole_field
PRJEB56918	SAMEA111504738	host		human	whole_field
PRJEB56918	SAMEA111504736	host		human	whole_field
PRJEB56918	SAMEA111504743	host		human	whole_field
PRJEB56918	SAMEA111504772	host		human	whole_field
PRJEB56918	SAMEA111504774	host		human	whole_field
PRJEB56918	SAMEA111504805	host		human	whole_field
PRJEB56918	SAMEA111504826	host		human	whole_field
PRJEB56918	SAMEA111504832	host		human	whole_field
PRJEB56918	SAMEA111504865	host		human	whole_field
PRJEB56918	SAMEA111504893	host		human	whole_field
PRJEB56918	SAMEA111504897	host		human	whole_field
PRJEB56918	SAMEA111504949	host		human	whole_field
PRJEB56918	SAMEA111504964	host		human	whole_field
PRJEB56918	SAMEA111505115	host		human	whole_field
PRJEB56918	SAMEA111505114	host		human	whole_field
PRJEB56918	SAMEA111505116	host		human	whole_field
PRJEB56918	SAMEA111505119	host		human	whole_field
PRJEB56918	SAMEA111505124	host		human	whole_field
PRJEB56918	SAMEA111505130	host		human	whole_field
PRJEB56918	SAMEA111505139	host		human	whole_field
PRJEB56918	SAMEA111505137	host		human	whole_field
PRJEB56918	SAMEA111505140	host		human	whole_field
PRJEB56918	SAMEA111505142	host		human	whole_field
PRJEB56918	SAMEA111505229	host		human	whole_field
PRJEB56918	SAMEA111503371	host		human	whole_field
PRJEB56918	SAMEA111503370	host		human	whole_field
PRJEB56918	SAMEA111503422	host		human	whole_field
PRJEB56918	SAMEA111503418	host		human	whole_field
PRJEB56918	SAMEA111503417	host		human	whole_field
PRJEB56918	SAMEA111503441	host		human	whole_field
PRJEB56918	SAMEA111503493	host		human	whole_field
PRJEB56918	SAMEA111503552	host		human	whole_field
PRJEB56918	SAMEA111505315	host		human	whole_field
PRJEB56918	SAMEA111505365	host		human	whole_field
PRJEB56918	SAMEA111505371	host		human	whole_field
PRJEB56918	SAMEA111505373	host		human	whole_field
PRJEB56918	SAMEA111505368	host		human	whole_field
PRJEB56918	SAMEA111505681	host		human	whole_field
PRJEB56918	SAMEA111505683	host		human	whole_field
PRJEB56918	SAMEA111505684	host		human	whole_field
PRJEB56918	SAMEA111505686	host		human	whole_field
PRJEB56918	SAMEA111505688	host		human	whole_field
PRJEB56918	SAMEA111505689	host		human	whole_field
PRJEB56918	SAMEA111505691	host		human	whole_field
PRJEB56918	SAMEA111505701	host		human	whole_field
PRJEB56918	SAMEA111505698	host		human	whole_field
PRJEB56918	SAMEA111505700	host		human	whole_field
PRJEB56918	SAMEA111505695	host		human	whole_field
PRJEB56918	SAMEA111505699	host		human	whole_field
PRJEB56918	SAMEA111505697	host		human	whole_field
PRJEB56918	SAMEA111505722	host		human	whole_field
PRJEB56918	SAMEA111505712	host		human	whole_field
PRJEB56918	SAMEA111505723	host		human	whole_field
PRJEB56918	SAMEA111505721	host		human	whole_field
PRJEB56918	SAMEA111505718	host		human	whole_field
PRJEB56918	SAMEA111505742	host		human	whole_field
PRJEB56918	SAMEA111505737	host		human	whole_field
PRJEB56918	SAMEA111505739	host		human	whole_field
PRJEB56918	SAMEA111505738	host		human	whole_field
PRJEB56918	SAMEA111505741	host		human	whole_field
PRJEB56918	SAMEA111505744	host		human	whole_field
PRJEB56918	SAMEA111505746	host		human	whole_field
PRJEB56918	SAMEA111505745	host		human	whole_field
PRJEB56918	SAMEA111505758	host		human	whole_field
PRJEB56918	SAMEA111505753	host		human	whole_field
PRJEB56918	SAMEA111505756	host		human	whole_field
PRJEB56918	SAMEA111505749	host		human	whole_field
PRJEB56918	SAMEA111505760	host		human	whole_field
PRJEB56918	SAMEA111505954	host		human	whole_field
PRJEB56918	SAMEA111505955	host		human	whole_field
PRJEB56918	SAMEA111505957	host		human	whole_field
PRJEB56918	SAMEA111505958	host		human	whole_field
PRJEB56918	SAMEA111506008	host		human	whole_field
PRJEB56918	SAMEA111506009	host		human	whole_field
PRJEB56918	SAMEA111506011	host		human	whole_field
PRJEB56918	SAMEA111506010	host		human	whole_field
PRJEB56918	SAMEA111503588	host		human	whole_field
PRJEB56918	SAMEA111503651	host		human	whole_field
PRJEB56918	SAMEA111503648	host		human	whole_field
PRJEB56918	SAMEA111506074	host		human	whole_field
PRJEB56918	SAMEA111506080	host		human	whole_field
PRJEB56918	SAMEA111503375	host		human	whole_field
PRJEB56918	SAMEA111506155	host		human	whole_field
PRJEB56918	SAMEA111503766	host		human	whole_field
PRJEB56918	SAMEA111506226	host		human	whole_field
PRJEB56918	SAMEA111503768	host		human	whole_field
PRJEB56918	SAMEA111506228	host		human	whole_field
PRJEB56918	SAMEA111503776	host		human	whole_field
PRJEB56918	SAMEA111506233	host		human	whole_field
PRJEB56918	SAMEA111506234	host		human	whole_field
PRJEB56918	SAMEA111506239	host		human	whole_field
PRJEB56918	SAMEA111506241	host		human	whole_field
PRJEB56918	SAMEA111506238	host		human	whole_field
PRJEB56918	SAMEA111503801	host		human	whole_field
PRJEB56918	SAMEA111506274	host		human	whole_field
PRJEB56918	SAMEA111503777	host		human	whole_field
PRJEB56918	SAMEA111506298	host		human	whole_field
PRJEB56918	SAMEA111503802	host		human	whole_field
PRJEB56918	SAMEA111506297	host		human	whole_field
PRJEB56918	SAMEA111506299	host		human	whole_field
PRJEB56918	SAMEA111503831	host		human	whole_field
PRJEB56918	SAMEA111506380	host		human	whole_field
PRJEB56918	SAMEA111506382	host		human	whole_field
PRJEB56918	SAMEA111506386	host		human	whole_field
PRJEB56918	SAMEA111506385	host		human	whole_field
PRJEB56918	SAMEA111506384	host		human	whole_field
PRJEB56918	SAMEA111506388	host		human	whole_field
PRJEB56918	SAMEA111506381	host		human	whole_field
PRJEB56918	SAMEA111503918	host		human	whole_field
PRJEB56918	SAMEA111503924	host		human	whole_field
PRJEB56918	SAMEA111503920	host		human	whole_field
PRJEB56918	SAMEA111506424	host		human	whole_field
PRJEB56918	SAMEA111503590	host		human	whole_field
PRJEB56918	SAMEA111503591	host		human	whole_field
PRJEB56918	SAMEA111503650	host		human	whole_field
PRJEB56918	SAMEA111504155	host		human	whole_field
PRJEB56918	SAMEA111504156	host		human	whole_field
PRJEB56918	SAMEA111504158	host		human	whole_field
PRJEB56918	SAMEA111504230	host		human	whole_field
PRJEB56918	SAMEA111504265	host		human	whole_field
PRJEB56918	SAMEA111504315	host		human	whole_field
PRJEB56918	SAMEA111504322	host		human	whole_field
PRJEB56918	SAMEA111504324	host		human	whole_field
PRJEB56918	SAMEA111504331	host		human	whole_field
PRJEB56918	SAMEA111504332	host		human	whole_field
PRJEB56918	SAMEA111504335	host		human	whole_field
PRJEB56918	SAMEA111504342	host		human	whole_field
PRJEB56918	SAMEA111504348	host		human	whole_field
PRJEB56918	SAMEA111504350	host		human	whole_field
PRJEB56918	SAMEA111504354	host		human	whole_field
PRJEB56918	SAMEA111504355	host		human	whole_field
PRJEB56918	SAMEA111504357	host		human	whole_field
PRJEB56918	SAMEA111504362	host		human	whole_field
PRJEB56918	SAMEA111504363	host		human	whole_field
PRJEB56918	SAMEA111504372	host		human	whole_field
PRJEB56918	SAMEA111504418	host		human	whole_field
PRJEB56918	SAMEA111504419	host		human	whole_field
PRJEB56918	SAMEA111504423	host		human	whole_field
PRJEB56918	SAMEA111504511	host		human	whole_field
PRJEB56918	SAMEA111504516	host		human	whole_field
PRJEB56918	SAMEA111504518	host		human	whole_field
PRJEB56918	SAMEA111504576	host		human	whole_field
PRJEB56918	SAMEA111504602	host		human	whole_field
PRJEB56918	SAMEA111504603	host		human	whole_field
PRJEB56918	SAMEA111504607	host		human	whole_field
PRJEB56918	SAMEA111504612	host		human	whole_field
PRJEB56918	SAMEA111504614	host		human	whole_field
PRJEB56918	SAMEA111504629	host		human	whole_field
PRJEB56918	SAMEA111504732	host		human	whole_field
PRJEB56918	SAMEA111504734	host		human	whole_field
PRJEB56918	SAMEA111504735	host		human	whole_field
PRJEB56918	SAMEA111504733	host		human	whole_field
PRJEB56918	SAMEA111504745	host		human	whole_field
PRJEB56918	SAMEA111504810	host		human	whole_field
PRJEB56918	SAMEA111504827	host		human	whole_field
PRJEB56918	SAMEA111504828	host		human	whole_field
PRJEB56918	SAMEA111504829	host		human	whole_field
PRJEB56918	SAMEA111504831	host		human	whole_field
PRJEB56918	SAMEA111504894	host		human	whole_field
PRJEB56918	SAMEA111504898	host		human	whole_field
PRJEB56918	SAMEA111504941	host		human	whole_field
PRJEB56918	SAMEA111504940	host		human	whole_field
PRJEB56918	SAMEA111504945	host		human	whole_field
PRJEB56918	SAMEA111504944	host		human	whole_field
PRJEB56918	SAMEA111504942	host		human	whole_field
PRJEB56918	SAMEA111504946	host		human	whole_field
PRJEB56918	SAMEA111504950	host		human	whole_field
PRJEB56918	SAMEA111504990	host		human	whole_field
PRJEB56918	SAMEA111505028	host		human	whole_field
PRJEB56918	SAMEA111505117	host		human	whole_field
PRJEB56918	SAMEA111505122	host		human	whole_field
PRJEB56918	SAMEA111505121	host		human	whole_field
PRJEB56918	SAMEA111505123	host		human	whole_field
PRJEB56918	SAMEA111505125	host		human	whole_field
PRJEB56918	SAMEA111505128	host		human	whole_field
PRJEB56918	SAMEA111505133	host		human	whole_field
PRJEB56918	SAMEA111505230	host		human	whole_field
PRJEB56918	SAMEA111503705	host		human	whole_field
PRJEB56918	SAMEA111503771	host		human	whole_field
PRJEB56918	SAMEA111503770	host		human	whole_field
PRJEB56918	SAMEA111503829	host		human	whole_field
PRJEB56918	SAMEA111503943	host		human	whole_field
PRJEB56918	SAMEA111503942	host		human	whole_field
PRJEB56918	SAMEA111504013	host		human	whole_field
PRJEB56918	SAMEA111504085	host		human	whole_field
PRJEB56918	SAMEA111504086	host		human	whole_field
PRJEB56918	SAMEA111504084	host		human	whole_field
PRJEB56918	SAMEA111504147	host		human	whole_field
PRJEB56918	SAMEA111504149	host		human	whole_field
PRJEB56918	SAMEA111504010	host		human	whole_field
PRJEB56918	SAMEA111504148	host		human	whole_field
PRJEB56918	SAMEA111504830	host		human	whole_field
PRJEB56918	SAMEA111503765	host		human	whole_field
PRJEB55414	SAMEA112322522	host		human	whole_field
PRJEB55414	SAMEA112322529	host		human	whole_field
PRJEB55414	SAMEA112322530	host		human	whole_field
PRJEB55414	SAMEA112322532	host		human	whole_field
PRJEB55414	SAMEA112322537	host		human	whole_field
PRJEB55414	SAMEA112322538	host		human	whole_field
PRJEB55414	SAMEA112322546	host		human	whole_field
PRJEB55414	SAMEA112322548	host		human	whole_field
PRJEB55414	SAMEA112322549	host		human	whole_field
PRJEB55414	SAMEA112322550	host		human	whole_field
PRJEB55414	SAMEA112322551	host		human	whole_field
PRJEB55414	SAMEA112322554	host		human	whole_field
PRJEB55414	SAMEA112322556	host		human	whole_field
PRJEB55414	SAMEA112322566	host		human	whole_field
PRJEB55414	SAMEA112322568	host		human	whole_field
PRJEB55414	SAMEA112322569	host		human	whole_field
PRJEB55414	SAMEA112322575	host		human	whole_field
PRJEB55414	SAMEA112322578	host		human	whole_field
PRJEB55414	SAMEA112322581	host		human	whole_field
PRJEB55414	SAMEA112322582	host		human	whole_field
PRJEB55414	SAMEA112322469	host		human	whole_field
PRJEB55414	SAMEA112322470	host		human	whole_field
PRJEB55414	SAMEA112322475	host		human	whole_field
PRJEB55414	SAMEA112322479	host		human	whole_field
PRJEB55414	SAMEA112322480	host		human	whole_field
PRJEB55414	SAMEA112322481	host		human	whole_field
PRJEB55414	SAMEA112322482	host		human	whole_field
PRJEB55414	SAMEA112322484	host		human	whole_field
PRJEB55414	SAMEA112322485	host		human	whole_field
PRJEB55414	SAMEA112322494	host		human	whole_field
PRJEB55414	SAMEA112322498	host		human	whole_field
PRJEB55414	SAMEA112322500	host		human	whole_field
PRJEB55414	SAMEA112322501	host		human	whole_field
PRJEB55414	SAMEA112322505	host		human	whole_field
PRJEB55414	SAMEA112322507	host		human	whole_field
PRJEB55414	SAMEA112322508	host		human	whole_field
PRJEB55414	SAMEA112322509	host		human	whole_field
PRJEB55414	SAMEA112322514	host		human	whole_field
PRJEB55414	SAMEA112322516	host		human	whole_field
PRJEB55414	SAMEA112322520	host		human	whole_field
PRJEB55414	SAMEA112322521	host		human	whole_field
PRJEB55414	SAMEA112322523	host		human	whole_field
PRJEB55414	SAMEA112322525	host		human	whole_field
PRJEB55414	SAMEA112322526	host		human	whole_field
PRJEB55414	SAMEA112322534	host		human	whole_field
PRJEB55414	SAMEA112322536	host		human	whole_field
PRJEB55414	SAMEA112322541	host		human	whole_field
PRJEB55414	SAMEA112322542	host		human	whole_field
PRJEB55414	SAMEA112322543	host		human	whole_field
PRJEB55414	SAMEA112322547	host		human	whole_field
PRJEB55414	SAMEA112322558	host		human	whole_field
PRJEB55414	SAMEA112322559	host		human	whole_field
PRJEB55414	SAMEA112322560	host		human	whole_field
PRJEB55414	SAMEA112322561	host		human	whole_field
PRJEB55414	SAMEA112322562	host		human	whole_field
PRJEB55414	SAMEA112322563	host		human	whole_field
PRJEB55414	SAMEA112322567	host		human	whole_field
PRJEB55414	SAMEA112322570	host		human	whole_field
PRJEB55414	SAMEA112322572	host		human	whole_field
PRJEB55414	SAMEA112322574	host		human	whole_field
PRJEB55414	SAMEA112322576	host		human	whole_field
PRJEB55414	SAMEA112322472	host		human	whole_field
PRJEB55414	SAMEA112322483	host		human	whole_field
PRJEB55414	SAMEA112322486	host		human	whole_field
PRJEB55414	SAMEA112322487	host		human	whole_field
PRJEB55414	SAMEA112322495	host		human	whole_field
PRJEB55414	SAMEA112322497	host		human	whole_field
PRJEB55414	SAMEA112322499	host		human	whole_field
PRJEB55414	SAMEA112322502	host		human	whole_field
PRJEB55414	SAMEA112322503	host		human	whole_field
PRJEB55414	SAMEA112322504	host		human	whole_field
PRJEB55414	SAMEA112322510	host		human	whole_field
PRJEB55414	SAMEA112322511	host		human	whole_field
PRJEB55414	SAMEA112322512	host		human	whole_field
PRJEB55414	SAMEA112322517	host		human	whole_field
PRJEB55414	SAMEA112322518	host		human	whole_field
PRJEB55414	SAMEA112322519	host		human	whole_field
PRJEB55414	SAMEA112322524	host		human	whole_field
PRJEB55414	SAMEA112322527	host		human	whole_field
PRJEB55414	SAMEA112322528	host		human	whole_field
PRJEB55414	SAMEA112322531	host		human	whole_field
PRJEB55414	SAMEA112322533	host		human	whole_field
PRJEB55414	SAMEA112322535	host		human	whole_field
PRJEB55414	SAMEA112322539	host		human	whole_field
PRJEB55414	SAMEA112322540	host		human	whole_field
PRJEB55414	SAMEA112322544	host		human	whole_field
PRJEB55414	SAMEA112322545	host		human	whole_field
PRJEB55414	SAMEA112322552	host		human	whole_field
PRJEB55414	SAMEA112322553	host		human	whole_field
PRJEB55414	SAMEA112322555	host		human	whole_field
PRJEB55414	SAMEA112322557	host		human	whole_field
PRJEB55414	SAMEA112322564	host		human	whole_field
PRJEB55414	SAMEA112322565	host		human	whole_field
PRJEB55414	SAMEA112322571	host		human	whole_field
PRJEB55414	SAMEA112322573	host		human	whole_field
PRJEB55414	SAMEA112322577	host		human	whole_field
PRJEB55414	SAMEA112322579	host		human	whole_field
PRJEB55414	SAMEA112322580	host		human	whole_field
PRJEB55414	SAMEA112322471	host		human	whole_field
PRJEB55414	SAMEA112322473	host		human	whole_field
PRJEB55414	SAMEA112322474	host		human	whole_field
PRJEB55414	SAMEA112322476	host		human	whole_field
PRJEB55414	SAMEA112322477	host		human	whole_field
PRJEB55414	SAMEA112322478	host		human	whole_field
PRJEB55414	SAMEA112322488	host		human	whole_field
PRJEB55414	SAMEA112322489	host		human	whole_field
PRJEB55414	SAMEA112322490	host		human	whole_field
PRJEB55414	SAMEA112322491	host		human	whole_field
PRJEB55414	SAMEA112322492	host		human	whole_field
PRJEB55414	SAMEA112322493	host		human	whole_field
PRJEB55414	SAMEA112322496	host		human	whole_field
PRJEB55414	SAMEA112322506	host		human	whole_field
PRJEB55414	SAMEA112322513	host		human	whole_field
PRJEB55414	SAMEA112322515	host		human	whole_field
PRJEB12888	SAMEA3918601	host		human	whole_field
PRJEB12888	SAMEA3918391	host		human	whole_field
PRJEB12888	SAMEA3918646	host		human	whole_field
PRJEB12888	SAMEA3918427	host		human	whole_field
PRJEB8666	SAMEA4547758	host		human	whole_field
PRJEB30913	SAMEA5232459	host		human	whole_field
PRJEB30913	SAMEA5232462	host		human	whole_field
PRJEB30913	SAMEA5232463	host		human	whole_field
PRJEB30913	SAMEA5232466	host		human	whole_field
PRJEB30913	SAMEA5232495	host		human	whole_field
PRJEB30913	SAMEA5232497	host		human	whole_field
PRJEB30913	SAMEA5232499	host		human	whole_field
PRJEB30913	SAMEA5232501	host		human	whole_field
PRJEB30913	SAMEA5232530	host		human	whole_field
PRJEB30913	SAMEA5232539	host		human	whole_field
PRJEB30913	SAMEA5232541	host		human	whole_field
PRJEB30913	SAMEA5232544	host		human	whole_field
PRJEB30913	SAMEA5232545	host		human	whole_field
PRJEB30913	SAMEA5232548	host		human	whole_field
PRJEB30913	SAMEA5232549	host		human	whole_field
PRJEB30913	SAMEA5232552	host		human	whole_field
PRJEB30913	SAMEA5232557	host		human	whole_field
PRJEB30913	SAMEA5232514	host		human	whole_field
PRJEB30913	SAMEA5232559	host		human	whole_field
PRJEB30913	SAMEA5232519	host		human	whole_field
PRJEB30913	SAMEA5232520	host		human	whole_field
PRJEB30913	SAMEA5232562	host		human	whole_field
PRJEB30913	SAMEA5232565	host		human	whole_field
PRJEB30913	SAMEA5232569	host		human	whole_field
PRJEB30913	SAMEA5232574	host		human	whole_field
PRJEB30913	SAMEA5232575	host		human	whole_field
PRJEB30913	SAMEA5232584	host		human	whole_field
PRJEB30913	SAMEA5232585	host		human	whole_field
PRJEB30913	SAMEA5232523	host		human	whole_field
PRJEB30913	SAMEA5232588	host		human	whole_field
PRJEB30913	SAMEA5232493	host		human	whole_field
PRJEB30913	SAMEA5232453	host		human	whole_field
PRJEB30913	SAMEA5232454	host		human	whole_field
PRJEB30913	SAMEA5232457	host		human	whole_field
PRJEB30913	SAMEA5232460	host		human	whole_field
PRJEB30913	SAMEA5232461	host		human	whole_field
PRJEB30913	SAMEA5232465	host		human	whole_field
PRJEB30913	SAMEA5232597	host		human	whole_field
PRJEB30913	SAMEA5232496	host		human	whole_field
PRJEB30913	SAMEA5232498	host		human	whole_field
PRJEB30913	SAMEA5232500	host		human	whole_field
PRJEB30913	SAMEA5232502	host		human	whole_field
PRJEB30913	SAMEA5232610	host		human	whole_field
PRJEB30913	SAMEA5232504	host		human	whole_field
PRJEB30913	SAMEA5232507	host		human	whole_field
PRJEB30913	SAMEA5232508	host		human	whole_field
PRJEB30913	SAMEA5232509	host		human	whole_field
PRJEB30913	SAMEA5232527	host		human	whole_field
PRJEB30913	SAMEA5232528	host		human	whole_field
PRJEB30913	SAMEA5232529	host		human	whole_field
PRJEB30913	SAMEA5232533	host		human	whole_field
PRJEB30913	SAMEA5232534	host		human	whole_field
PRJEB30913	SAMEA5232536	host		human	whole_field
PRJEB30913	SAMEA5232537	host		human	whole_field
PRJEB30913	SAMEA5232538	host		human	whole_field
PRJEB30913	SAMEA5232543	host		human	whole_field
PRJEB30913	SAMEA5232547	host		human	whole_field
PRJEB30913	SAMEA5232510	host		human	whole_field
PRJEB30913	SAMEA5232511	host		human	whole_field
PRJEB30913	SAMEA5232553	host		human	whole_field
PRJEB30913	SAMEA5232599	host		human	whole_field
PRJEB30913	SAMEA5232554	host		human	whole_field
PRJEB30913	SAMEA5232556	host		human	whole_field
PRJEB30913	SAMEA5232517	host		human	whole_field
PRJEB30913	SAMEA5232518	host		human	whole_field
PRJEB30913	SAMEA5232563	host		human	whole_field
PRJEB30913	SAMEA5232521	host		human	whole_field
PRJEB30913	SAMEA5232564	host		human	whole_field
PRJEB30913	SAMEA5232566	host		human	whole_field
PRJEB30913	SAMEA5232567	host		human	whole_field
PRJEB30913	SAMEA5232570	host		human	whole_field
PRJEB30913	SAMEA5232572	host		human	whole_field
PRJEB30913	SAMEA5232573	host		human	whole_field
PRJEB30913	SAMEA5232577	host		human	whole_field
PRJEB30913	SAMEA5232522	host		human	whole_field
PRJEB30913	SAMEA5232579	host		human	whole_field
PRJEB30913	SAMEA5232581	host		human	whole_field
PRJEB30913	SAMEA5232582	host		human	whole_field
PRJEB30913	SAMEA5232524	host		human	whole_field
PRJEB30913	SAMEA5232586	host		human	whole_field
PRJEB30913	SAMEA5232590	host		human	whole_field
