study_accession	sample_accession	field	ena_value	filled_value	source
PRJNA675776	SAMN16721968	collection_date	2017	2017-09-05 00:00:00	per_sample
PRJNA675776	SAMN16721967	collection_date	2017	2017-10-09 00:00:00	per_sample
PRJNA675776	SAMN16721961	collection_date	2016	2016-10-24 00:00:00	per_sample
PRJNA675776	SAMN16721959	collection_date	2016	2016-09-16 00:00:00	per_sample
PRJNA675776	SAMN16721954	collection_date	2016	2016-10-25 00:00:00	per_sample
PRJNA675776	SAMN16721946	collection_date	2016	2016-10-14 00:00:00	per_sample
PRJNA675776	SAMN16721945	collection_date	2016	2016-06-23 00:00:00	per_sample
PRJNA675776	SAMN16721943	collection_date	2016	2016-05-26 00:00:00	per_sample
PRJNA675776	SAMN16721938	collection_date	2016	2016-01-28 00:00:00	per_sample
PRJNA675776	SAMN16721934	collection_date	2016	2016-01-08 00:00:00	per_sample
PRJNA675776	SAMN16721928	collection_date	2015	2015-10-26 00:00:00	per_sample
PRJNA675776	SAMN16721925	collection_date	2014	2014-01-30 00:00:00	per_sample
PRJNA675776	SAMN16721923	collection_date	2015	2015-01-15 00:00:00	per_sample
PRJNA675776	SAMN16721999	collection_date	2018	2018-08-23 00:00:00	per_sample
PRJNA675776	SAMN16721997	collection_date	2018	2018-11-14 00:00:00	per_sample
PRJNA675776	SAMN16721995	collection_date	2018	2018-04-09 00:00:00	per_sample
PRJNA675776	SAMN16721896	collection_date	2011	27/01/2011	per_sample
PRJNA675776	SAMN16721992	collection_date	2018	2018-02-22 00:00:00	per_sample
PRJNA675776	SAMN16721990	collection_date	2018	2018-10-05 00:00:00	per_sample
PRJNA675776	SAMN16721985	collection_date	2018	2018-09-01 00:00:00	per_sample
PRJNA675776	SAMN16721904	collection_date	2012	2012-01-27 00:00:00	per_sample
PRJNA675776	SAMN16721978	collection_date	2018	2018-05-15 00:00:00	per_sample
PRJNA675776	SAMN16721958	collection_date	2017	2017-01-17 00:00:00	per_sample
PRJNA675776	SAMN16721901	collection_date	2012	2012-02-16 00:00:00	per_sample
PRJNA675776	SAMN16721953	collection_date	2016	2016-09-20 00:00:00	per_sample
PRJNA675776	SAMN16721952	collection_date	2016	2016-10-04 00:00:00	per_sample
PRJNA675776	SAMN16721947	collection_date	2016	2016-04-12 00:00:00	per_sample
PRJNA675776	SAMN16721944	collection_date	2016	2016-05-31 00:00:00	per_sample
PRJNA675776	SAMN16721941	collection_date	2016	2016-04-11 00:00:00	per_sample
PRJNA675776	SAMN16721937	collection_date	2015	2015-05-12 00:00:00	per_sample
PRJNA675776	SAMN16721919	collection_date	2014	2014-11-13 00:00:00	per_sample
PRJNA675776	SAMN16721897	collection_date	2011	21/05/2011	per_sample
PRJNA675776	SAMN16721913	collection_date	2014	2014-02-14 00:00:00	per_sample
PRJNA675776	SAMN16721911	collection_date	2013	2013-11-15 00:00:00	per_sample
PRJNA675776	SAMN16721909	collection_date	2013	2013-10-22 00:00:00	per_sample
PRJNA675776	SAMN16721998	collection_date	2018	2018-11-28 00:00:00	per_sample
PRJNA675776	SAMN16721996	collection_date	2018	2018-04-19 00:00:00	per_sample
PRJNA675776	SAMN16721895	collection_date	2010	10/08/2010	per_sample
PRJNA267549	SAMN03196972	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03196974	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03196981	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03196983	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197000	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197002	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197007	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197013	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197017	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197044	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197045	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197047	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197048	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197060	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197067	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197074	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197104	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197110	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197126	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197141	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197201	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197204	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197205	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197206	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197209	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197212	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197231	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197247	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197248	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197252	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197253	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197266	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197312	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197316	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197341	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197361	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197372	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197378	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197385	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197386	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197389	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197414	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197417	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197437	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197485	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197492	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197527	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197536	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197537	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197549	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197562	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197566	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197574	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197576	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197587	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197599	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197629	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197634	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197644	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197693	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197694	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197716	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197719	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197772	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197783	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197789	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197825	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197828	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197833	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197836	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197849	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197850	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197855	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197861	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197874	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197885	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197936	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197938	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197947	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197949	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197962	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197963	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197968	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197991	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198000	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198005	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198027	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198040	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198041	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198042	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198043	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198044	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198053	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198068	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198071	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198073	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198093	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198105	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198121	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198122	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198149	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198185	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198196	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198197	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198200	collection_date		2012-12-31	whole_field
PRJEB39567	SAMEA7320138	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7320148	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7455125	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7455133	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7455166	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7529988	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530062	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530162	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530190	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530222	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530236	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530258	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530275	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530301	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530318	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530334	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530341	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530345	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530347	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530373	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530384	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530407	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530426	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530458	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530460	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530462	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530488	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530493	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530507	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530511	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530547	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530567	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530572	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530664	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530667	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530669	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530671	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530673	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530677	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530683	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530689	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530691	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530695	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530702	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530707	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530717	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530719	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530721	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530723	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530744	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530761	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530765	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530767	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530769	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530774	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530778	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530783	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530784	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530788	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530790	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530794	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530797	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530801	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530802	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530805	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530815	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530817	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530823	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530824	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530830	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530841	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530864	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530884	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530894	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530898	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530902	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530903	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530905	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530909	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530921	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530922	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530933	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530950	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530952	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530956	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530963	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530970	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530988	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530990	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7530997	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537352	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537361	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537362	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537365	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537369	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537379	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537385	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537391	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537392	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537399	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537408	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537410	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537412	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537423	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537432	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537435	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537496	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537497	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537507	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537509	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537510	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537515	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537519	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537525	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537529	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537531	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537535	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537537	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537554	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537561	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537562	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537565	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537566	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537592	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537597	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537599	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537602	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537606	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537608	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537626	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537631	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537639	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537646	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537647	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537654	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537657	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537676	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537740	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537752	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537753	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537762	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537766	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537768	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537770	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537771	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537775	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537777	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537778	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537795	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537798	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537806	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537810	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537813	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537848	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537854	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537857	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537859	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537861	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537865	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537866	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537879	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537883	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537885	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537886	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537895	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537897	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537901	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537910	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537914	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537938	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7537946	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7588241	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7588260	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589047	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589067	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589095	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589101	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589113	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589114	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589124	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589141	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589143	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589183	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589192	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589221	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589227	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589229	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589230	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589233	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589241	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589242	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589244	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589245	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589248	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589264	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589269	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589270	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589277	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589279	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589285	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589287	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589304	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589308	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589314	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589341	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589343	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589344	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589346	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589351	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589352	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589353	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589354	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589355	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589356	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7589363	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590042	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590044	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590059	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590069	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590070	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590075	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590077	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590079	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590084	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590088	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590090	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590099	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590108	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590109	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590112	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590114	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590116	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590117	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590126	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590127	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590130	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590134	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590136	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590138	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590140	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590141	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590144	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590148	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590152	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590154	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590155	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590161	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590162	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7590172	collection_date		2020-05-01	whole_field
PRJEB39567	SAMEA7616045	collection_date		2020-05-01	whole_field
PRJNA267549	SAMN03196960	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197035	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03197826	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198006	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198025	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198063	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198120	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198131	collection_date		2012-12-31	whole_field
PRJNA267549	SAMN03198148	collection_date		2012-12-31	whole_field
PRJNA646855	SAMN15566987	collection_date		2018-02-09	whole_field
PRJNA646855	SAMN15566988	collection_date		2018-02-09	whole_field
PRJNA646855	SAMN15566989	collection_date		2018-02-09	whole_field
PRJNA646855	SAMN15566990	collection_date		2018-02-09	whole_field
