sample_accession	run_accession	submission_accession	assembly_software	library_selection	serotype	environment_feature	last_updated	submitted_galaxy	germline	culture_collection	submission_tool	sra_bytes	collected_by	submitted_ftp	isolate	fastq_bytes	instrument_platform	variety	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	tissue_lib	environmental_sample	sex	submitted_md5	checklist	fastq_galaxy	specimen_voucher	submitted_bytes	taxonomic_identity_marker	country	sample_description	experiment_title	sra_galaxy	fastq_md5	secondary_study_accession	read_count	study_title	bio_material	host_body_site	assembly_quality	sample_capture_status	sample_title	host_genotype	host_phenotype	cultivar	instrument_model	target_gene	nominal_sdev	environment_material	host_tax_id	sample_material	sra_md5	cell_type	fastq_ftp	broker_name	sub_strain	base_count	library_strategy	serovar	investigation_type	location	library_source	sra_ftp	library_layout	experimental_factor	environment_biome	dev_stage	binning_software	sample_collection	nominal_length	completeness_score	lon	fastq_aspera	host_sex	sample_alias	mating_type	sub_species	contamination_score	run_alias	depth	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	altitude	accession	secondary_sample_accession	sampling_platform	taxonomic_classification	protocol_label	elevation	salinity	sequencing_method	first_public	study_alias	ph	tissue_type	isolation_source	metadata_reviewed	study_setting	amr_study
SAMD00256237	DRR254073	DRA011040		size fractionation			2021-03-29					528513672.0			M16	281853477;354073230	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254073									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254073/DRR254073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254073/DRR254073_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256237;Illumina MiSeq paired end sequencing of SAMD00256237	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254073	601056697a11946f873af37d106a1c15;b0fb87cddf032b2bc16600707fde9171	DRP007093	1701044.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M16				Illumina MiSeq						1317896ab88c5aa6ae0273e3ce67b902		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254073/DRR254073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254073/DRR254073_2.fastq.gz			818005721.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254073	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254073/DRR254073_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254073/DRR254073_2.fastq.gz		SAMD00256237				DRR254073			2019	DRX243811		TOHOKU				Homo sapiens		2021-03-29			DRX243811	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254073	DRS176973							2021-03-29	DRP007093				False	hospital	amr
SAMD00256233	DRR254069	DRA011040		size fractionation			2021-03-29					541297390.0			M2	309698956;349747264	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254069									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254069/DRR254069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254069/DRR254069_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256233;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256233	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254069	4d7bd041eb16d22b3cde87393865eb9e;a4c16da515dc46a8caf07f17e9383cea	DRP007093	1937686.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M2				Illumina MiSeq						a327a42169484830399f111b6e7fd3f8		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254069/DRR254069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254069/DRR254069_2.fastq.gz			891352422.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254069	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254069/DRR254069_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254069/DRR254069_2.fastq.gz		SAMD00256233				DRR254069			2016	DRX243807		TOHOKU				Homo sapiens		2021-03-29			DRX243807	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254069	DRS176969							2021-03-29	DRP007093				False	hospital	amr
SAMD00256238	DRR254074	DRA011040		size fractionation			2021-03-29					485018304.0			M17	268362839;319549774	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254074									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254074/DRR254074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254074/DRR254074_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256238;Illumina MiSeq paired end sequencing of SAMD00256238	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254074	48196999bd858b3655a6826fb8a18517;12996efd56e19b195a1d10621a6b450b	DRP007093	1645030.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M17				Illumina MiSeq						83fff7eb3baadff83c5eaa461c847ed4		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254074/DRR254074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254074/DRR254074_2.fastq.gz			787240415.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254074	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254074/DRR254074_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254074/DRR254074_2.fastq.gz		SAMD00256238				DRR254074			2019	DRX243812		TOHOKU				Homo sapiens		2021-03-29			DRX243812	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254074	DRS176974							2021-03-29	DRP007093				False	hospital	amr
SAMD00256239	DRR254075	DRA011040		size fractionation			2021-03-29					465731511.0			M18	257710993;306690909	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254075									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254075/DRR254075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254075/DRR254075_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256239;Illumina MiSeq paired end sequencing of SAMD00256239	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254075	f6c23a6402ac65e13533bedc8899bcda;3d820f02ea073590a3579305efbcabe7	DRP007093	1586542.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M18				Illumina MiSeq						2c8ac48034200fdbd90d66569be800d2		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254075/DRR254075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254075/DRR254075_2.fastq.gz			750161202.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254075	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254075/DRR254075_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254075/DRR254075_2.fastq.gz		SAMD00256239				DRR254075			2019	DRX243813		TOHOKU				Homo sapiens		2021-03-29			DRX243813	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254075	DRS176975							2021-03-29	DRP007093				False	hospital	amr
SAMD00256241	DRR254077	DRA011040		size fractionation			2021-03-29					494514875.0			M20	275758335;325808921	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254077									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254077/DRR254077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254077/DRR254077_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256241;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256241	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254077	5062c2db4e616a419bd578aa3cd63986;2a072571feaee73c95e723a14b87be10	DRP007093	1774065.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M20				Illumina MiSeq						b46baf7aa3c65600de14e9b45e263012		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254077/DRR254077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254077/DRR254077_2.fastq.gz			810855150.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254077	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254077/DRR254077_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254077/DRR254077_2.fastq.gz		SAMD00256241				DRR254077			2019	DRX243815		TOHOKU				Homo sapiens		2021-03-29			DRX243815	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254077	DRS176977							2021-03-29	DRP007093				False	hospital	amr
SAMD00256245	DRR254081	DRA011040		size fractionation			2021-03-29					501924801.0			M27	276229710;330355565	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254081									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254081/DRR254081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254081/DRR254081_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256245;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256245	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254081	949053d348dd19a056039d028a393b0f;da7de351b532f088beb976de2dcabaa2	DRP007093	1654759.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M27				Illumina MiSeq						9a443e2c1021f87a7adc7b7990361712		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254081/DRR254081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254081/DRR254081_2.fastq.gz			811949299.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254081	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254081/DRR254081_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254081/DRR254081_2.fastq.gz		SAMD00256245				DRR254081			2019	DRX243819		TOHOKU				Homo sapiens		2021-03-29			DRX243819	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254081	DRS176981							2021-03-29	DRP007093				False	hospital	amr
SAMD00256236	DRR254072	DRA011040		size fractionation			2021-03-29					436824607.0			M15	244598844;284471490	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254072									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254072/DRR254072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254072/DRR254072_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256236;Illumina MiSeq paired end sequencing of SAMD00256236	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254072	46c42afab04641e92b7ebaab2f31e74e;ee5b2656d49d1f1f3b7efd85d0a548a4	DRP007093	1482117.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M15				Illumina MiSeq						6f75bb223e968b1334babc8db8a719a5		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254072/DRR254072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254072/DRR254072_2.fastq.gz			707172361.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254072	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254072/DRR254072_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254072/DRR254072_2.fastq.gz		SAMD00256236				DRR254072			2019	DRX243810		TOHOKU				Homo sapiens		2021-03-29			DRX243810	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254072	DRS176972							2021-03-29	DRP007093				False	hospital	amr
SAMD00256240	DRR254076	DRA011040		size fractionation			2021-03-29					519728053.0			M19	288611492;343927113	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254076									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254076/DRR254076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254076/DRR254076_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256240;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256240	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254076	a7208373952c2890a8a66f891792ab9e;54c7256c6de11f780bcb7bfc62dd73d2	DRP007093	1850936.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M19				Illumina MiSeq						5051e58229e2cd134fb16dcc427b1055		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254076/DRR254076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254076/DRR254076_2.fastq.gz			861388788.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254076	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254076/DRR254076_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254076/DRR254076_2.fastq.gz		SAMD00256240				DRR254076			2019	DRX243814		TOHOKU				Homo sapiens		2021-03-29			DRX243814	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254076	DRS176976							2021-03-29	DRP007093				False	hospital	amr
SAMD00256244	DRR254080	DRA011040		size fractionation			2021-03-29					251622211.0			M26	156889289;145443326	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254080									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254080/DRR254080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254080/DRR254080_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256244;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256244	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254080	43325d29cf92a18bc3991c7425a11bcc;baabf75f7d97ae40c08a1443543b5272	DRP007093	777338.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M26				Illumina MiSeq						dd96d34e55115f335529619a99f7167d		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254080/DRR254080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254080/DRR254080_2.fastq.gz			380163693.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254080	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254080/DRR254080_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254080/DRR254080_2.fastq.gz		SAMD00256244				DRR254080			2019	DRX243818		TOHOKU				Homo sapiens		2021-03-29			DRX243818	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254080	DRS176980							2021-03-29	DRP007093				False	hospital	amr
SAMD00256246	DRR254082	DRA011040		size fractionation			2021-03-29					459818885.0			M32	256367608;296074644	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/drr/DRR254/DRR254082									ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254082/DRR254082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254082/DRR254082_2.fastq.gz				Japan	Keywords: GSC:MIxS;MIGS:6.0	Illumina MiSeq paired end sequencing of SAMD00256246;Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00256246	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254082	2696b269da53fc0fe2462253dee5b8a1;3a0e9ca6c20a3d716104737c5905f392	DRP007093	1414727.0	XDR-PA from XDR-PA meningitis patient and environment					MDR_KP_from_XDR_PA_meningitis_patient_and_environment_M32				Illumina MiSeq						f3bce9df7536fb2abbe7d689fca3e094		ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254082/DRR254082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR254/DRR254082/DRR254082_2.fastq.gz			713572816.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/drr/DRR254/DRR254082	PAIRED						800.0			fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254082/DRR254082_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/DRR254/DRR254082/DRR254082_2.fastq.gz		SAMD00256246				DRR254082			2019	DRX243820		TOHOKU				Homo sapiens		2021-03-29			DRX243820	Klebsiella pneumoniae		573.0	PRJDB10735				DRR254082	DRS176982							2021-03-29	DRP007093				False	hospital	amr
