id,day,month,year,type,species,ST,latitude,longitude
SRR5877519,21,10,2013,carriage,Klebsiella pneumoniae,ST502-1LV,13.358427,103.856237
SRR5877520,12,9,2013,carriage,Klebsiella pneumoniae,ST36,13.358427,103.856237
SRR5877521,21,10,2013,carriage,Klebsiella pneumoniae,ST409,13.358427,103.856237
SRR5877522,14,10,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1504,13.358427,103.856237
SRR5877523,14,10,2013,carriage,Klebsiella pneumoniae,ST252,13.358427,103.856237
SRR5877524,14,9,2013,carriage,Klebsiella pneumoniae,ST15,13.358427,103.856237
SRR5877525,17,10,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1834-2LV,13.358427,103.856237
SRR5877526,16,10,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST334,13.358427,103.856237
SRR5877527,21,10,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST477,13.358427,103.856237
SRR5877528,24,10,2013,carriage,Klebsiella pneumoniae,ST29,13.358427,103.856237
SRR5877529,30,9,2013,carriage,Klebsiella pneumoniae,ST2353,13.358427,103.856237
SRR5877530,16,9,2013,carriage,Klebsiella pneumoniae,ST22,13.358427,103.856237
SRR5877531,24,9,2013,carriage,Klebsiella pneumoniae,ST76,13.358427,103.856237
SRR5877532,17,9,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1191,13.358427,103.856237
SRR5877533,25,9,2013,carriage,Klebsiella quasipneumoniae subsp. similipneumoniae,ST414,13.358427,103.856237
SRR5878374,7,10,2013,environmental,Klebsiella pneumoniae,ST20,13.358427,103.856237
SRR5878375,14,10,2013,environmental,Klebsiella pneumoniae,ST309,13.358427,103.856237
SRR5878376,23,9,2013,environmental,Klebsiella pneumoniae,ST22,13.358427,103.856237
SRR5878377,21,10,2013,environmental,Klebsiella pneumoniae,ST20,13.358427,103.856237
SRR5878378,14,10,2013,environmental,Klebsiella pneumoniae,ST883-1LV,13.358427,103.856237
SRR5878379,14,10,2013,environmental,Klebsiella pneumoniae,ST101,13.358427,103.856237
