study_accession	field	n_records	structured_nonnull_frac	verdict
PRJNA566387	isolation_source	1	1.0	answered_by_data
PRJNA566387	host	1	1.0	answered_by_data
PRJNA566387	cf_status	1	0.0	needs_paper
PRJNA566387	smoking_status	1	0.0	needs_paper
PRJNA566387	ast	1	0.0	needs_paper
PRJNA65137	country	2	0.0	needs_paper
PRJNA65137	collection_date	2	0.0	needs_paper
PRJNA65137	isolation_source	2	0.0	needs_paper
PRJNA65137	host	2	0.0	needs_paper
PRJNA65137	cf_status	2	0.0	needs_paper
PRJNA65137	smoking_status	2	0.0	needs_paper
PRJNA65137	ast	2	0.0	needs_paper
PRJNA65139	country	2	0.0	needs_paper
PRJNA65139	collection_date	2	0.0	needs_paper
PRJNA65139	isolation_source	2	0.0	needs_paper
PRJNA65139	host	2	0.0	needs_paper
PRJNA65139	cf_status	2	0.0	needs_paper
PRJNA65139	smoking_status	2	0.0	needs_paper
PRJNA65139	ast	2	0.0	needs_paper
PRJNA65143	country	3	0.0	needs_paper
PRJNA65143	collection_date	3	0.0	needs_paper
PRJNA65143	isolation_source	3	0.0	needs_paper
PRJNA65143	host	3	0.0	needs_paper
PRJNA65143	cf_status	3	0.0	needs_paper
PRJNA65143	smoking_status	3	0.0	needs_paper
PRJNA65143	ast	3	0.0	needs_paper
PRJNA65145	country	2	0.0	needs_paper
PRJNA65145	collection_date	2	0.0	needs_paper
PRJNA65145	isolation_source	2	0.0	needs_paper
PRJNA65145	host	2	0.0	needs_paper
PRJNA65145	cf_status	2	0.0	needs_paper
PRJNA65145	smoking_status	2	0.0	needs_paper
PRJNA65145	ast	2	0.0	needs_paper
PRJNA65147	country	2	0.0	needs_paper
PRJNA65147	collection_date	2	0.0	needs_paper
PRJNA65147	isolation_source	2	0.0	needs_paper
PRJNA65147	host	2	0.0	needs_paper
PRJNA65147	cf_status	2	0.0	needs_paper
PRJNA65147	smoking_status	2	0.0	needs_paper
PRJNA65147	ast	2	0.0	needs_paper
PRJNA65149	country	2	0.0	needs_paper
PRJNA65149	collection_date	2	0.0	needs_paper
PRJNA65149	isolation_source	2	0.0	needs_paper
PRJNA65149	host	2	0.0	needs_paper
PRJNA65149	cf_status	2	0.0	needs_paper
PRJNA65149	smoking_status	2	0.0	needs_paper
PRJNA65149	ast	2	0.0	needs_paper
PRJNA65151	country	3	0.0	needs_paper
PRJNA65151	collection_date	3	0.0	needs_paper
PRJNA65151	isolation_source	3	0.0	needs_paper
PRJNA65151	host	3	0.0	needs_paper
PRJNA65151	cf_status	3	0.0	needs_paper
PRJNA65151	smoking_status	3	0.0	needs_paper
PRJNA65151	ast	3	0.0	needs_paper
PRJNA65153	country	2	0.0	needs_paper
PRJNA65153	collection_date	2	0.0	needs_paper
PRJNA65153	isolation_source	2	0.0	needs_paper
PRJNA65153	host	2	0.0	needs_paper
PRJNA65153	cf_status	2	0.0	needs_paper
PRJNA65153	smoking_status	2	0.0	needs_paper
PRJNA65153	ast	2	0.0	needs_paper
PRJNA65155	country	3	0.0	needs_paper
PRJNA65155	collection_date	3	0.0	needs_paper
PRJNA65155	isolation_source	3	0.0	needs_paper
PRJNA65155	host	3	0.0	needs_paper
PRJNA65155	cf_status	3	0.0	needs_paper
PRJNA65155	smoking_status	3	0.0	needs_paper
PRJNA65155	ast	3	0.0	needs_paper
PRJNA65157	country	2	0.0	needs_paper
PRJNA65157	collection_date	2	0.0	needs_paper
PRJNA65157	isolation_source	2	0.0	needs_paper
PRJNA65157	host	2	0.0	needs_paper
PRJNA65157	cf_status	2	0.0	needs_paper
PRJNA65157	smoking_status	2	0.0	needs_paper
PRJNA65157	ast	2	0.0	needs_paper
PRJNA65159	country	3	0.0	needs_paper
PRJNA65159	collection_date	3	0.0	needs_paper
PRJNA65159	isolation_source	3	0.0	needs_paper
PRJNA65159	host	3	0.0	needs_paper
PRJNA65159	cf_status	3	0.0	needs_paper
PRJNA65159	smoking_status	3	0.0	needs_paper
PRJNA65159	ast	3	0.0	needs_paper
PRJNA65161	country	2	0.0	needs_paper
PRJNA65161	collection_date	2	0.0	needs_paper
PRJNA65161	isolation_source	2	0.0	needs_paper
PRJNA65161	host	2	0.0	needs_paper
PRJNA65161	cf_status	2	0.0	needs_paper
PRJNA65161	smoking_status	2	0.0	needs_paper
PRJNA65161	ast	2	0.0	needs_paper
PRJNA65163	country	2	0.0	needs_paper
PRJNA65163	collection_date	2	0.0	needs_paper
PRJNA65163	isolation_source	2	0.0	needs_paper
PRJNA65163	host	2	0.0	needs_paper
PRJNA65163	cf_status	2	0.0	needs_paper
PRJNA65163	smoking_status	2	0.0	needs_paper
PRJNA65163	ast	2	0.0	needs_paper
PRJNA65165	country	2	0.0	needs_paper
PRJNA65165	collection_date	2	0.0	needs_paper
PRJNA65165	isolation_source	2	0.0	needs_paper
PRJNA65165	host	2	0.0	needs_paper
PRJNA65165	cf_status	2	0.0	needs_paper
PRJNA65165	smoking_status	2	0.0	needs_paper
PRJNA65165	ast	2	0.0	needs_paper
PRJNA65167	country	2	0.0	needs_paper
PRJNA65167	collection_date	2	0.0	needs_paper
PRJNA65167	isolation_source	2	0.0	needs_paper
PRJNA65167	host	2	0.0	needs_paper
PRJNA65167	cf_status	2	0.0	needs_paper
PRJNA65167	smoking_status	2	0.0	needs_paper
PRJNA65167	ast	2	0.0	needs_paper
PRJNA65169	country	2	0.0	needs_paper
PRJNA65169	collection_date	2	0.0	needs_paper
PRJNA65169	isolation_source	2	0.0	needs_paper
PRJNA65169	host	2	0.0	needs_paper
PRJNA65169	cf_status	2	0.0	needs_paper
PRJNA65169	smoking_status	2	0.0	needs_paper
PRJNA65169	ast	2	0.0	needs_paper
PRJNA65171	country	2	0.0	needs_paper
PRJNA65171	collection_date	2	0.0	needs_paper
PRJNA65171	isolation_source	2	0.0	needs_paper
PRJNA65171	host	2	0.0	needs_paper
PRJNA65171	cf_status	2	0.0	needs_paper
PRJNA65171	smoking_status	2	0.0	needs_paper
PRJNA65171	ast	2	0.0	needs_paper
PRJNA65187	country	2	0.0	needs_paper
PRJNA65187	collection_date	2	0.0	needs_paper
PRJNA65187	isolation_source	2	0.0	needs_paper
PRJNA65187	host	2	0.0	needs_paper
PRJNA65187	cf_status	2	0.0	needs_paper
PRJNA65187	smoking_status	2	0.0	needs_paper
PRJNA65187	ast	2	0.0	needs_paper
PRJNA65191	country	2	0.0	needs_paper
PRJNA65191	collection_date	2	0.0	needs_paper
PRJNA65191	isolation_source	2	0.0	needs_paper
PRJNA65191	host	2	0.0	needs_paper
PRJNA65191	cf_status	2	0.0	needs_paper
PRJNA65191	smoking_status	2	0.0	needs_paper
PRJNA65191	ast	2	0.0	needs_paper
PRJNA65193	country	2	0.0	needs_paper
PRJNA65193	collection_date	2	0.0	needs_paper
PRJNA65193	isolation_source	2	0.0	needs_paper
PRJNA65193	host	2	0.0	needs_paper
PRJNA65193	cf_status	2	0.0	needs_paper
PRJNA65193	smoking_status	2	0.0	needs_paper
PRJNA65193	ast	2	0.0	needs_paper
PRJNA65195	country	2	0.0	needs_paper
PRJNA65195	collection_date	2	0.0	needs_paper
PRJNA65195	isolation_source	2	0.0	needs_paper
PRJNA65195	host	2	0.0	needs_paper
PRJNA65195	cf_status	2	0.0	needs_paper
PRJNA65195	smoking_status	2	0.0	needs_paper
PRJNA65195	ast	2	0.0	needs_paper
PRJNA65197	country	2	0.0	needs_paper
PRJNA65197	collection_date	2	0.0	needs_paper
PRJNA65197	isolation_source	2	0.0	needs_paper
PRJNA65197	host	2	0.0	needs_paper
PRJNA65197	cf_status	2	0.0	needs_paper
PRJNA65197	smoking_status	2	0.0	needs_paper
PRJNA65197	ast	2	0.0	needs_paper
PRJNA65199	country	2	0.0	needs_paper
PRJNA65199	collection_date	2	0.0	needs_paper
PRJNA65199	isolation_source	2	0.0	needs_paper
PRJNA65199	host	2	0.0	needs_paper
PRJNA65199	cf_status	2	0.0	needs_paper
PRJNA65199	smoking_status	2	0.0	needs_paper
PRJNA65199	ast	2	0.0	needs_paper
PRJNA65203	country	2	0.0	needs_paper
PRJNA65203	collection_date	2	0.0	needs_paper
PRJNA65203	isolation_source	2	0.0	needs_paper
PRJNA65203	host	2	0.0	needs_paper
PRJNA65203	cf_status	2	0.0	needs_paper
PRJNA65203	smoking_status	2	0.0	needs_paper
PRJNA65203	ast	2	0.0	needs_paper
PRJNA65205	country	3	0.0	needs_paper
PRJNA65205	collection_date	3	0.0	needs_paper
PRJNA65205	isolation_source	3	0.0	needs_paper
PRJNA65205	host	3	0.0	needs_paper
PRJNA65205	cf_status	3	0.0	needs_paper
PRJNA65205	smoking_status	3	0.0	needs_paper
PRJNA65205	ast	3	0.0	needs_paper
PRJNA65207	country	2	0.0	needs_paper
PRJNA65207	collection_date	2	0.0	needs_paper
PRJNA65207	isolation_source	2	0.0	needs_paper
PRJNA65207	host	2	0.0	needs_paper
PRJNA65207	cf_status	2	0.0	needs_paper
PRJNA65207	smoking_status	2	0.0	needs_paper
PRJNA65207	ast	2	0.0	needs_paper
PRJNA65209	country	2	0.0	needs_paper
PRJNA65209	collection_date	2	0.0	needs_paper
PRJNA65209	isolation_source	2	0.0	needs_paper
PRJNA65209	host	2	0.0	needs_paper
PRJNA65209	cf_status	2	0.0	needs_paper
PRJNA65209	smoking_status	2	0.0	needs_paper
PRJNA65209	ast	2	0.0	needs_paper
PRJNA65211	country	3	0.0	needs_paper
PRJNA65211	collection_date	3	0.0	needs_paper
PRJNA65211	isolation_source	3	0.0	needs_paper
PRJNA65211	host	3	0.0	needs_paper
PRJNA65211	cf_status	3	0.0	needs_paper
PRJNA65211	smoking_status	3	0.0	needs_paper
PRJNA65211	ast	3	0.0	needs_paper
PRJNA65213	country	2	0.0	needs_paper
PRJNA65213	collection_date	2	0.0	needs_paper
PRJNA65213	isolation_source	2	0.0	needs_paper
PRJNA65213	host	2	0.0	needs_paper
PRJNA65213	cf_status	2	0.0	needs_paper
PRJNA65213	smoking_status	2	0.0	needs_paper
PRJNA65213	ast	2	0.0	needs_paper
PRJNA65215	country	2	0.0	needs_paper
PRJNA65215	collection_date	2	0.0	needs_paper
PRJNA65215	isolation_source	2	0.0	needs_paper
PRJNA65215	host	2	0.0	needs_paper
PRJNA65215	cf_status	2	0.0	needs_paper
PRJNA65215	smoking_status	2	0.0	needs_paper
PRJNA65215	ast	2	0.0	needs_paper
PRJNA656566	country	11	1.0	answered_by_data
PRJNA656566	collection_date	11	1.0	answered_by_data
PRJNA656566	isolation_source	11	1.0	answered_by_data
PRJNA656566	host	11	0.818	answered_by_data
PRJNA656566	cf_status	11	0.0	needs_paper
PRJNA656566	smoking_status	11	0.0	needs_paper
PRJNA656566	ast	11	0.0	needs_paper
PRJNA672126	country	4	1.0	answered_by_data
PRJNA672126	collection_date	4	1.0	answered_by_data
PRJNA672126	isolation_source	4	1.0	answered_by_data
PRJNA672126	host	4	1.0	answered_by_data
PRJNA672126	cf_status	4	0.0	needs_paper
PRJNA672126	smoking_status	4	0.0	needs_paper
PRJNA672126	ast	4	0.0	needs_paper
PRJNA691364	country	34	1.0	answered_by_data
PRJNA691364	collection_date	34	1.0	answered_by_data
PRJNA691364	isolation_source	34	1.0	answered_by_data
PRJNA691364	host	34	1.0	answered_by_data
PRJNA691364	cf_status	34	0.0	needs_paper
PRJNA691364	smoking_status	34	0.0	needs_paper
PRJNA691364	ast	34	0.0	needs_paper
PRJNA698640	country	11	1.0	answered_by_data
PRJNA698640	collection_date	11	1.0	answered_by_data
PRJNA698640	isolation_source	11	0.0	needs_paper
PRJNA698640	host	11	1.0	answered_by_data
PRJNA698640	cf_status	11	0.0	needs_paper
PRJNA698640	smoking_status	11	0.0	needs_paper
PRJNA698640	ast	11	0.0	needs_paper
PRJNA698643	country	5	1.0	answered_by_data
PRJNA698643	collection_date	5	0.0	needs_paper
PRJNA698643	isolation_source	5	0.0	needs_paper
PRJNA698643	host	5	1.0	answered_by_data
PRJNA698643	cf_status	5	0.0	needs_paper
PRJNA698643	smoking_status	5	0.0	needs_paper
PRJNA698643	ast	5	0.0	needs_paper
PRJNA716753	country	2	1.0	answered_by_data
PRJNA716753	collection_date	2	1.0	answered_by_data
PRJNA716753	isolation_source	2	1.0	answered_by_data
PRJNA716753	host	2	1.0	answered_by_data
PRJNA716753	cf_status	2	0.0	needs_paper
PRJNA716753	smoking_status	2	0.0	needs_paper
PRJNA716753	ast	2	0.0	needs_paper
PRJNA718117	country	44	1.0	answered_by_data
PRJNA718117	collection_date	44	1.0	answered_by_data
PRJNA718117	isolation_source	44	0.864	answered_by_data
PRJNA718117	host	44	0.25	partial
PRJNA718117	cf_status	44	0.0	needs_paper
PRJNA718117	smoking_status	44	0.0	needs_paper
PRJNA718117	ast	44	0.0	needs_paper
PRJNA734660	country	203	1.0	answered_by_data
PRJNA734660	collection_date	203	1.0	answered_by_data
PRJNA734660	isolation_source	203	1.0	answered_by_data
PRJNA734660	host	203	1.0	answered_by_data
PRJNA734660	cf_status	203	0.0	needs_paper
PRJNA734660	smoking_status	203	0.0	needs_paper
PRJNA734660	ast	203	0.0	needs_paper
PRJNA734909	country	19	1.0	answered_by_data
PRJNA734909	collection_date	19	1.0	answered_by_data
PRJNA734909	isolation_source	19	1.0	answered_by_data
PRJNA734909	host	19	0.789	partial
PRJNA734909	cf_status	19	0.0	needs_paper
PRJNA734909	smoking_status	19	0.0	needs_paper
PRJNA734909	ast	19	0.0	needs_paper
PRJNA734948	country	15	1.0	answered_by_data
PRJNA734948	collection_date	15	0.0	needs_paper
PRJNA734948	isolation_source	15	0.0	needs_paper
PRJNA734948	host	15	1.0	answered_by_data
PRJNA734948	cf_status	15	0.0	needs_paper
PRJNA734948	smoking_status	15	0.0	needs_paper
PRJNA734948	ast	15	0.0	needs_paper
PRJNA756101	country	2	1.0	answered_by_data
PRJNA756101	collection_date	2	1.0	answered_by_data
PRJNA756101	isolation_source	2	1.0	answered_by_data
PRJNA756101	host	2	0.0	needs_paper
PRJNA756101	cf_status	2	0.0	needs_paper
PRJNA756101	smoking_status	2	0.0	needs_paper
PRJNA756101	ast	2	0.0	needs_paper
PRJNA778024	country	175	1.0	answered_by_data
PRJNA778024	collection_date	175	1.0	answered_by_data
PRJNA778024	isolation_source	175	1.0	answered_by_data
PRJNA778024	host	175	1.0	answered_by_data
PRJNA778024	cf_status	175	0.0	needs_paper
PRJNA778024	smoking_status	175	0.0	needs_paper
PRJNA778024	ast	175	0.0	needs_paper
PRJNA823663	country	6	1.0	answered_by_data
PRJNA823663	collection_date	6	1.0	answered_by_data
PRJNA823663	isolation_source	6	0.0	needs_paper
PRJNA823663	host	6	0.167	partial
PRJNA823663	cf_status	6	0.0	needs_paper
PRJNA823663	smoking_status	6	0.0	needs_paper
PRJNA823663	ast	6	0.0	needs_paper
PRJNA832057	country	41	1.0	answered_by_data
PRJNA832057	collection_date	41	1.0	answered_by_data
PRJNA832057	isolation_source	41	1.0	answered_by_data
PRJNA832057	host	41	1.0	answered_by_data
PRJNA832057	cf_status	41	0.0	needs_paper
PRJNA832057	smoking_status	41	0.0	needs_paper
PRJNA832057	ast	41	0.0	needs_paper
PRJNA840944	country	24	1.0	answered_by_data
PRJNA840944	collection_date	24	1.0	answered_by_data
PRJNA840944	isolation_source	24	0.0	needs_paper
PRJNA840944	host	24	1.0	answered_by_data
PRJNA840944	cf_status	24	0.0	needs_paper
PRJNA840944	smoking_status	24	0.0	needs_paper
PRJNA840944	ast	24	0.0	needs_paper
PRJNA857686	country	1	1.0	answered_by_data
PRJNA857686	collection_date	1	1.0	answered_by_data
PRJNA857686	isolation_source	1	1.0	answered_by_data
PRJNA857686	host	1	1.0	answered_by_data
PRJNA857686	cf_status	1	0.0	needs_paper
PRJNA857686	smoking_status	1	0.0	needs_paper
PRJNA857686	ast	1	0.0	needs_paper
PRJNA865308	country	1	0.0	needs_paper
PRJNA865308	collection_date	1	0.0	needs_paper
PRJNA865308	isolation_source	1	0.0	needs_paper
PRJNA865308	host	1	1.0	answered_by_data
PRJNA865308	cf_status	1	0.0	needs_paper
PRJNA865308	smoking_status	1	0.0	needs_paper
PRJNA865308	ast	1	0.0	needs_paper
PRJNA867543	country	6	1.0	answered_by_data
PRJNA867543	collection_date	6	1.0	answered_by_data
PRJNA867543	isolation_source	6	0.0	needs_paper
PRJNA867543	host	6	1.0	answered_by_data
PRJNA867543	cf_status	6	0.0	needs_paper
PRJNA867543	smoking_status	6	0.0	needs_paper
PRJNA867543	ast	6	0.0	needs_paper
PRJNA882917	country	175	1.0	answered_by_data
PRJNA882917	collection_date	175	1.0	answered_by_data
PRJNA882917	isolation_source	175	1.0	answered_by_data
PRJNA882917	host	175	1.0	answered_by_data
PRJNA882917	cf_status	175	0.0	needs_paper
PRJNA882917	smoking_status	175	0.0	needs_paper
PRJNA882917	ast	175	0.0	needs_paper
PRJNA941035	country	64	1.0	answered_by_data
PRJNA941035	collection_date	64	1.0	answered_by_data
PRJNA941035	isolation_source	64	1.0	answered_by_data
PRJNA941035	host	64	1.0	answered_by_data
PRJNA941035	cf_status	64	0.0	needs_paper
PRJNA941035	smoking_status	64	0.0	needs_paper
PRJNA941035	ast	64	0.0	needs_paper
PRJNA989271	country	153	1.0	answered_by_data
PRJNA989271	collection_date	153	1.0	answered_by_data
PRJNA989271	isolation_source	153	1.0	answered_by_data
PRJNA989271	host	153	1.0	answered_by_data
PRJNA989271	cf_status	153	0.0	needs_paper
PRJNA989271	smoking_status	153	0.0	needs_paper
PRJNA989271	ast	153	0.0	needs_paper
PRJNA996741	country	6	1.0	answered_by_data
PRJNA996741	collection_date	6	1.0	answered_by_data
PRJNA996741	isolation_source	6	1.0	answered_by_data
PRJNA996741	host	6	1.0	answered_by_data
PRJNA996741	cf_status	6	0.0	needs_paper
PRJNA996741	smoking_status	6	0.0	needs_paper
PRJNA996741	ast	6	0.0	needs_paper
