study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB17615	SAMEA4532099	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532100	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532101	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532102	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532103	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532104	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532105	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532106	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532107	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532108	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532109	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532110	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532111	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532112	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532113	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532114	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532115	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532116	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532117	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532118	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532119	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532120	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532121	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532122	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532123	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532124	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532125	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532126	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532127	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532128	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532129	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532130	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532131	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532132	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532133	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532134	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532135	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532136	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532137	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532138	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532139	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532140	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532141	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532142	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532143	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532144	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532145	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532146	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532147	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532148	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532149	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532150	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532151	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532152	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532153	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532154	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532155	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532156	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532157	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532158	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532159	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532160	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532161	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532162	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532163	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532164	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532165	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532166	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532167	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532168	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532169	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532170	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532171	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532172	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532173	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532174	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532175	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532176	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532177	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532178	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532179	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532180	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532181	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532182	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532183	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532184	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532185	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532186	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532187	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532188	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532189	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532190	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532191	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532192	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532193	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532194	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532195	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532196	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532197	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532198	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532199	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532200	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532201	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532202	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532203	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532204	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532205	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532206	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532207	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532208	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532209	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532210	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532211	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532212	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532213	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532214	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532215	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532216	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532217	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532218	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532219	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532220	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532221	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532222	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532223	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532224	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532225	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532226	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532227	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532228	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532229	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532230	isolation_source		blood	curator_escalation
PRJEB17615	SAMEA4532231	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA62640418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69628918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69629668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69630418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69631168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69631918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69633418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69634168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69634918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69635668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69636418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69637168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69637918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69638668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69639418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69640918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69641668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69642418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69643168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69643918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69646168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69646918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69647668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69649168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69649918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69650668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69651418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69652168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69652918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69653668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69654418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69655168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69655918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69656668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69658168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69661918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69662668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69664168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69664918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69665668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69666418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69669418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69670168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69670918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69672418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69673168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69674668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69675418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69676918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69677668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69678418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69679168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69679918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69681418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69682168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69684418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69685168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69686668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69688918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69689668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69690418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69691168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69691918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69692668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69693418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69694168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69694918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69695668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69696418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69697168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69697918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69698668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69758668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69759418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69760168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69760918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69761668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69762418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69763168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69763918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69764668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69765418	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69766168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69766918	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69767668	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA69769168	isolation_source		blood	curator_escalation
PRJEB19322	SAMEA80260918	isolation_source		blood	curator_escalation
PRJNA271899	SAMN03280171	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280172	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280173	isolation_source		IR drain drainage	per_sample
PRJNA271899	SAMN03280174	isolation_source		IR drain drainage	per_sample
PRJNA271899	SAMN03280222	isolation_source		Tissue - Wound biopsy	per_sample
PRJNA271899	SAMN03280223	isolation_source		Bile fluid	per_sample
PRJNA271899	SAMN03280381	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280382	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280383	isolation_source		Blood	per_sample
PRJNA271899	SAMN03280384	isolation_source		Bile fluid	per_sample
PRJNA271899	SAMN03280385	isolation_source		Wound - bone	per_sample
PRJNA271899	SAMN03280386	isolation_source		Tissue - Wound biopsy	per_sample
PRJNA271899	SAMN03280387	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280388	isolation_source		Bile fluid	per_sample
PRJNA271899	SAMN03280389	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280390	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280391	isolation_source		Fluid perihepatic	per_sample
PRJNA271899	SAMN03280393	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280394	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280395	isolation_source		Blood	per_sample
PRJNA271899	SAMN03280396	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280397	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280398	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280399	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280400	isolation_source		Bile fluid	per_sample
PRJNA271899	SAMN03280401	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280402	isolation_source		Bile fluid	per_sample
PRJNA271899	SAMN03280404	isolation_source		Blood	per_sample
PRJNA271899	SAMN03280405	isolation_source		Blood	per_sample
PRJNA271899	SAMN03280406	isolation_source		Fluid perihepatic	per_sample
PRJNA271899	SAMN03280407	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280408	isolation_source		Tissue - Wound biopsy	per_sample
PRJNA271899	SAMN03280409	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280410	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280411	isolation_source		Tissue - Wound biopsy - kidney stone	per_sample
PRJNA271899	SAMN03280412	isolation_source		Blood culture	per_sample
PRJNA271899	SAMN03280413	isolation_source		Vitreous fluid, eye	per_sample
PRJNA271899	SAMN03280414	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280415	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280416	isolation_source		Abscess	per_sample
PRJNA271899	SAMN03280417	isolation_source		Blood culture	per_sample
PRJNA271899	SAMN03280418	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280419	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280420	isolation_source		Abdomen/surgical	per_sample
PRJNA271899	SAMN03280421	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280422	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280423	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280424	isolation_source		Blood	per_sample
PRJNA271899	SAMN03280425	isolation_source		Abdominal aspirate	per_sample
PRJNA271899	SAMN03280426	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280427	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280428	isolation_source		Sputum	per_sample
PRJNA271899	SAMN03280429	isolation_source		Urine	per_sample
PRJNA271899	SAMN03280430	isolation_source		Wound	per_sample
PRJNA271899	SAMN03280431	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521849	isolation_source		Endotracheal	per_sample
PRJNA271899	SAMN04521850	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521855	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521856	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521857	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521858	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521859	isolation_source		Wound	per_sample
PRJNA271899	SAMN04521860	isolation_source		Blood	per_sample
PRJNA271899	SAMN04521861	isolation_source		Wound	per_sample
PRJNA271899	SAMN04521862	isolation_source		Blood	per_sample
PRJNA271899	SAMN04521863	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521864	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521865	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521866	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521867	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521868	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521869	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521870	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521884	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521885	isolation_source		Abdominal fluid	per_sample
PRJNA271899	SAMN04521889	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521896	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521897	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521898	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521902	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521904	isolation_source		Bile	per_sample
PRJNA271899	SAMN04521905	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521906	isolation_source		Blood	per_sample
PRJNA271899	SAMN04521907	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521910	isolation_source		Blood	per_sample
PRJNA271899	SAMN04521911	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521914	isolation_source		Bile	per_sample
PRJNA271899	SAMN04521915	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521916	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521917	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521920	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521921	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521923	isolation_source		Wound	per_sample
PRJNA271899	SAMN04521924	isolation_source		Abdominal fluid	per_sample
PRJNA271899	SAMN04521925	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521930	isolation_source		Sputum	per_sample
PRJNA271899	SAMN04521934	isolation_source		Urine	per_sample
PRJNA271899	SAMN04521935	isolation_source		Bile	per_sample
PRJNA341927	SAMN05730638	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05730639	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05730640	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751230	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751231	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751232	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751233	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751234	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751235	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751236	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751237	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751238	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751239	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751240	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751241	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751242	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751243	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751244	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751245	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751246	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751247	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751248	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751249	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751250	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751251	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751252	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751253	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751254	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751255	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751256	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751257	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751258	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751259	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751260	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751261	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751262	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751263	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751264	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751265	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751266	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751267	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751269	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751270	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751272	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751273	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751274	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751275	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751276	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751277	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751278	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751279	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751280	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751281	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751282	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751283	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751284	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751285	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751286	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751287	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751288	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751289	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751290	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751291	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751292	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751293	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751294	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751295	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751296	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751297	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751298	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751299	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751300	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751301	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751302	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751303	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751304	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751305	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751306	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751307	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751308	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751309	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751310	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751311	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751312	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751313	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751314	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751315	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751316	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751317	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751318	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751319	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751320	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751321	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751322	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751323	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751324	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751325	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751326	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751327	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751328	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751329	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751331	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751332	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751333	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751334	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751335	isolation_source		rectal swab	whole_field
PRJNA341927	SAMN05751336	isolation_source		rectal swab	whole_field
