study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB29740	SAMEA6507309	collection_date		2017-10-02 00:00:00	per_sample
PRJEB29740	SAMEA6507618	collection_date		2017-03-03 00:00:00	per_sample
PRJEB29740	SAMEA6507304	collection_date		2017-05-01 00:00:00	per_sample
PRJEB29740	SAMEA6507313	collection_date		2017-08-03 00:00:00	per_sample
PRJEB29740	SAMEA6507633	collection_date		2017-04-15 00:00:00	per_sample
PRJEB29740	SAMEA6507311	collection_date		2017-09-22 00:00:00	per_sample
PRJEB29740	SAMEA6507312	collection_date		2017-11-10 00:00:00	per_sample
PRJEB29740	SAMEA6507314	collection_date		2017-09-29 00:00:00	per_sample
PRJEB29740	SAMEA6507329	collection_date		2017-01-10 00:00:00	per_sample
PRJEB29740	SAMEA6507419	collection_date		2017-03-15 00:00:00	per_sample
PRJEB29740	SAMEA6507242	collection_date		2014-01-15 00:00:00	per_sample
PRJEB29740	SAMEA6507247	collection_date		2016-03-05 00:00:00	per_sample
PRJEB29740	SAMEA6507255	collection_date		2014-11-04 00:00:00	per_sample
PRJEB29740	SAMEA6507260	collection_date		2014-05-29 00:00:00	per_sample
PRJEB29740	SAMEA6507284	collection_date		2017-08-10 00:00:00	per_sample
PRJEB29740	SAMEA6507285	collection_date		2017-08-23 00:00:00	per_sample
PRJEB29740	SAMEA6507264	collection_date		2017-11-01 00:00:00	per_sample
PRJEB29740	SAMEA6507265	collection_date		2016-02-22 00:00:00	per_sample
PRJEB29740	SAMEA6507282	collection_date		2017-10-17 00:00:00	per_sample
PRJEB29740	SAMEA6507281	collection_date		2014-02-04 00:00:00	per_sample
PRJEB29740	SAMEA6507291	collection_date		2017-10-17 00:00:00	per_sample
PRJEB29740	SAMEA6507297	collection_date		2014-04-01 00:00:00	per_sample
PRJEB29740	SAMEA6507301	collection_date		2017-09-14 00:00:00	per_sample
PRJEB29740	SAMEA6507318	collection_date		2017-10-11 00:00:00	per_sample
PRJEB29740	SAMEA6507321	collection_date		2017-11-24 00:00:00	per_sample
PRJEB29740	SAMEA6507322	collection_date		2017-02-08 00:00:00	per_sample
PRJEB29740	SAMEA6507323	collection_date		2017-02-09 00:00:00	per_sample
PRJEB29740	SAMEA6507325	collection_date		2017-10-03 00:00:00	per_sample
PRJEB29740	SAMEA6507330	collection_date		2017-08-01 00:00:00	per_sample
PRJEB29740	SAMEA6507593	collection_date		2017-03-30 00:00:00	per_sample
PRJEB29740	SAMEA6507592	collection_date		2017-03-23 00:00:00	per_sample
PRJEB29740	SAMEA6507595	collection_date		2017-01-10 00:00:00	per_sample
PRJEB29740	SAMEA6507598	collection_date		2017-09-16 00:00:00	per_sample
PRJEB29740	SAMEA6507384	collection_date		2017-06-16 00:00:00	per_sample
PRJEB29740	SAMEA6507601	collection_date		2017-04-09 00:00:00	per_sample
PRJEB29740	SAMEA6507603	collection_date		2017-11-10 00:00:00	per_sample
PRJEB29740	SAMEA6507602	collection_date		2017-08-04 00:00:00	per_sample
PRJEB29740	SAMEA6507605	collection_date		2017-05-24 00:00:00	per_sample
PRJEB29740	SAMEA6507610	collection_date		2017-03-19 00:00:00	per_sample
PRJEB29740	SAMEA6507616	collection_date		2017-03-19 00:00:00	per_sample
PRJEB29740	SAMEA6507622	collection_date		2017-01-08 00:00:00	per_sample
PRJEB29740	SAMEA6507627	collection_date		2017-09-10 00:00:00	per_sample
PRJEB29740	SAMEA6507628	collection_date		2017-10-01 00:00:00	per_sample
PRJEB29740	SAMEA6627162	collection_date		2018-07-09 00:00:00	per_sample
PRJEB29740	SAMEA6627192	collection_date		2018-07-26 00:00:00	per_sample
PRJEB29740	SAMEA6627198	collection_date		2018-07-15 00:00:00	per_sample
PRJEB29740	SAMEA6627199	collection_date		2018-07-16 00:00:00	per_sample
PRJEB29740	SAMEA6627201	collection_date		2018-09-13 00:00:00	per_sample
PRJEB29740	SAMEA6627206	collection_date		2018-01-10 00:00:00	per_sample
PRJEB29740	SAMEA6627212	collection_date		2018-05-08 00:00:00	per_sample
PRJEB29740	SAMEA6627214	collection_date		2018-09-26 00:00:00	per_sample
PRJEB29740	SAMEA6627215	collection_date		2018-07-09 00:00:00	per_sample
PRJEB29740	SAMEA6627176	collection_date		2018-10-10 00:00:00	per_sample
PRJEB29740	SAMEA6627178	collection_date		2018-08-20 00:00:00	per_sample
PRJEB29740	SAMEA6626877	collection_date		2018-03-05 00:00:00	per_sample
PRJEB29740	SAMEA6627221	collection_date		2018-03-16 00:00:00	per_sample
PRJEB29740	SAMEA6627222	collection_date		2018-12-17 00:00:00	per_sample
PRJEB29740	SAMEA6626881	collection_date		2018-03-24 00:00:00	per_sample
PRJEB29740	SAMEA6626882	collection_date		2018-03-04 00:00:00	per_sample
PRJEB29740	SAMEA6626883	collection_date		2018-04-18 00:00:00	per_sample
PRJEB29740	SAMEA6626884	collection_date		2018-03-22 00:00:00	per_sample
PRJEB29740	SAMEA6626894	collection_date		2018-05-07 00:00:00	per_sample
PRJEB29740	SAMEA6626903	collection_date		2018-12-23 00:00:00	per_sample
PRJEB29740	SAMEA6626911	collection_date		2018-01-23 00:00:00	per_sample
PRJEB29740	SAMEA6626917	collection_date		2018-05-12 00:00:00	per_sample
PRJEB29740	SAMEA6626924	collection_date		2018-10-03 00:00:00	per_sample
PRJEB29740	SAMEA6626926	collection_date		2018-10-04 00:00:00	per_sample
PRJEB29740	SAMEA6626929	collection_date		2018-10-11 00:00:00	per_sample
PRJEB29740	SAMEA6626930	collection_date		2018-10-03 00:00:00	per_sample
PRJEB29740	SAMEA6626968	collection_date		2018-03-11 00:00:00	per_sample
PRJEB29740	SAMEA6626969	collection_date		2018-03-19 00:00:00	per_sample
PRJEB29740	SAMEA6626865	collection_date		2018-01-08 00:00:00	per_sample
PRJEB29740	SAMEA6626869	collection_date		2018-11-15 00:00:00	per_sample
PRJEB29740	SAMEA6626874	collection_date		2018-11-05 00:00:00	per_sample
PRJEB29740	SAMEA6626885	collection_date		2018-04-23 00:00:00	per_sample
PRJEB29740	SAMEA6626886	collection_date		2018-04-25 00:00:00	per_sample
PRJEB29740	SAMEA6626893	collection_date		2018-05-01 00:00:00	per_sample
PRJEB29740	SAMEA6626899	collection_date		2018-05-21 00:00:00	per_sample
PRJEB29740	SAMEA6626901	collection_date		2018-05-21 00:00:00	per_sample
PRJEB29740	SAMEA6626912	collection_date		2018-03-21 00:00:00	per_sample
PRJEB29740	SAMEA6626915	collection_date		2018-05-05 00:00:00	per_sample
PRJEB29740	SAMEA6626919	collection_date		2018-04-19 00:00:00	per_sample
PRJEB29740	SAMEA6626920	collection_date		2018-07-03 00:00:00	per_sample
PRJEB29740	SAMEA6626928	collection_date		2018-10-07 00:00:00	per_sample
PRJEB29740	SAMEA6626935	collection_date		2018-08-04 00:00:00	per_sample
PRJEB29740	SAMEA6626937	collection_date		2018-08-20 00:00:00	per_sample
PRJEB29740	SAMEA6626939	collection_date		2018-08-23 00:00:00	per_sample
PRJEB29740	SAMEA6626959	collection_date		2018-09-16 00:00:00	per_sample
PRJEB29740	SAMEA6627200	collection_date		2018-07-30 00:00:00	per_sample
PRJEB29740	SAMEA6626960	collection_date		2018-10-02 00:00:00	per_sample
PRJEB29740	SAMEA6627207	collection_date		2018-09-25 00:00:00	per_sample
PRJEB29740	SAMEA6627209	collection_date		2018-08-30 00:00:00	per_sample
PRJEB29740	SAMEA6626967	collection_date		2018-02-15 00:00:00	per_sample
PRJEB29740	SAMEA6627210	collection_date		2018-06-09 00:00:00	per_sample
PRJEB29740	SAMEA6627179	collection_date		2018-10-05 00:00:00	per_sample
PRJEB29740	SAMEA6492934	collection_date		2016-11-16 00:00:00	per_sample
PRJEB29740	SAMEA6492943	collection_date		2016-12-04 00:00:00	per_sample
PRJEB29740	SAMEA6492933	collection_date		2016-10-16 00:00:00	per_sample
PRJEB29740	SAMEA6492953	collection_date		2015-03-09 00:00:00	per_sample
PRJEB29740	SAMEA6492955	collection_date		2014-06-11 00:00:00	per_sample
PRJEB29740	SAMEA6492937	collection_date		2016-11-17 00:00:00	per_sample
PRJEB29740	SAMEA6492961	collection_date		2014-05-09 00:00:00	per_sample
PRJEB29740	SAMEA6492944	collection_date		2016-12-21 00:00:00	per_sample
PRJEB29740	SAMEA6492949	collection_date		2015-06-21 00:00:00	per_sample
PRJEB29740	SAMEA6492962	collection_date		2017-06-10 00:00:00	per_sample
PRJEB29740	SAMEA6492954	collection_date		2014-05-02 00:00:00	per_sample
PRJEB29740	SAMEA6492967	collection_date		2015-05-01 00:00:00	per_sample
PRJEB29740	SAMEA6492980	collection_date		2016-02-07 00:00:00	per_sample
PRJEB29740	SAMEA6492982	collection_date		2014-06-07 00:00:00	per_sample
PRJEB29740	SAMEA6492981	collection_date		2014-06-05 00:00:00	per_sample
PRJEB29740	SAMEA6492988	collection_date		2014-05-08 00:00:00	per_sample
PRJEB29740	SAMEA6492992	collection_date		2016-05-02 00:00:00	per_sample
PRJEB29740	SAMEA6492995	collection_date		2016-06-05 00:00:00	per_sample
PRJEB29740	SAMEA6492996	collection_date		2016-05-24 00:00:00	per_sample
PRJEB29740	SAMEA6492998	collection_date		2019-06-25 00:00:00	per_sample
PRJEB29740	SAMEA6493001	collection_date		2015-03-22 00:00:00	per_sample
PRJEB29740	SAMEA6493003	collection_date		2016-12-22 00:00:00	per_sample
PRJEB29740	SAMEA6493012	collection_date		2016-07-29 00:00:00	per_sample
PRJEB29740	SAMEA6493021	collection_date		2016-05-18 00:00:00	per_sample
PRJEB29740	SAMEA6493022	collection_date		2016-04-04 00:00:00	per_sample
PRJEB29740	SAMEA6493019	collection_date		2016-02-11 00:00:00	per_sample
PRJEB29740	SAMEA6493026	collection_date		2016-02-08 00:00:00	per_sample
PRJEB29740	SAMEA6493023	collection_date		2016-09-24 00:00:00	per_sample
PRJEB29740	SAMEA6493025	collection_date		2016-11-18 00:00:00	per_sample
PRJEB29740	SAMEA6493033	collection_date		2016-07-13 00:00:00	per_sample
PRJEB29740	SAMEA6493027	collection_date		2016-11-27 00:00:00	per_sample
PRJEB29740	SAMEA6493048	collection_date		2017-08-07 00:00:00	per_sample
PRJEB29740	SAMEA6493036	collection_date		2016-01-29 00:00:00	per_sample
PRJEB29740	SAMEA6493051	collection_date		2017-03-09 00:00:00	per_sample
PRJEB29740	SAMEA6493041	collection_date		2014-06-26 00:00:00	per_sample
PRJEB29740	SAMEA6493054	collection_date		2018-03-16 00:00:00	per_sample
PRJEB29740	SAMEA6493058	collection_date		2016-04-12 00:00:00	per_sample
PRJEB29740	SAMEA6493070	collection_date		2018-10-11 00:00:00	per_sample
PRJEB29740	SAMEA6493057	collection_date		2018-06-23 00:00:00	per_sample
PRJEB29740	SAMEA6493072	collection_date		2018-12-03 00:00:00	per_sample
PRJEB29740	SAMEA6493064	collection_date		2017-12-02 00:00:00	per_sample
PRJEB29740	SAMEA6493077	collection_date		2018-11-27 00:00:00	per_sample
PRJEB29740	SAMEA6493094	collection_date		2017-11-25 00:00:00	per_sample
PRJEB29740	SAMEA6493081	collection_date		2018-10-23 00:00:00	per_sample
PRJEB29740	SAMEA6493082	collection_date		2018-08-11 00:00:00	per_sample
PRJEB29740	SAMEA6493084	collection_date		2018-01-06 00:00:00	per_sample
PRJEB29740	SAMEA6493087	collection_date		2017-02-28 00:00:00	per_sample
PRJEB29740	SAMEA6493100	collection_date		2017-12-07 00:00:00	per_sample
PRJEB29740	SAMEA6493105	collection_date		2017-12-11 00:00:00	per_sample
PRJEB29740	SAMEA6493104	collection_date		2017-11-21 00:00:00	per_sample
PRJEB29740	SAMEA6507296	collection_date		2017-09-23 00:00:00	per_sample
PRJEB29740	SAMEA6507298	collection_date		2017-07-10 00:00:00	per_sample
PRJEB29740	SAMEA6507608	collection_date		2017-09-25 00:00:00	per_sample
PRJEB29740	SAMEA6507614	collection_date		2017-03-28 00:00:00	per_sample
PRJEB29740	SAMEA6507617	collection_date		2017-08-13 00:00:00	per_sample
PRJEB29740	SAMEA6507310	collection_date		2017-12-27 00:00:00	per_sample
PRJEB29740	SAMEA6507623	collection_date		2017-09-18 00:00:00	per_sample
PRJEB29740	SAMEA6507630	collection_date		2017-04-24 00:00:00	per_sample
PRJEB29740	SAMEA6507636	collection_date		2017-09-26 00:00:00	per_sample
PRJEB29742	SAMEA5855719	collection_date		2017	per_sample
PRJEB29742	SAMEA5855730	collection_date		2013	per_sample
PRJEB29740	SAMEA6507324	collection_date		2017-05-09 00:00:00	per_sample
PRJEB29742	SAMEA5855740	collection_date		2013	per_sample
PRJEB29742	SAMEA5855763	collection_date		2013	per_sample
PRJEB29742	SAMEA5855777	collection_date		2014	per_sample
PRJEB29742	SAMEA5855681	collection_date		2016	per_sample
PRJEB29742	SAMEA5855687	collection_date		2017	per_sample
PRJEB29742	SAMEA5855690	collection_date		2017	per_sample
PRJEB29742	SAMEA5855711	collection_date		2017	per_sample
PRJEB29742	SAMEA5855714	collection_date		2017	per_sample
PRJEB29742	SAMEA5855716	collection_date		2017	per_sample
PRJEB29742	SAMEA5855720	collection_date		2017	per_sample
PRJEB29742	SAMEA5855722	collection_date		2017	per_sample
PRJEB29742	SAMEA5855727	collection_date		2017	per_sample
PRJEB29742	SAMEA5855729	collection_date		2013	per_sample
PRJEB29742	SAMEA5855746	collection_date		2013	per_sample
PRJEB29742	SAMEA5855755	collection_date		2013	per_sample
PRJEB29742	SAMEA5855756	collection_date		2013	per_sample
PRJEB29742	SAMEA5855758	collection_date		2013	per_sample
PRJEB29742	SAMEA5855760	collection_date		2013	per_sample
PRJEB29742	SAMEA5855764	collection_date		2013	per_sample
PRJEB29742	SAMEA5855767	collection_date		2013	per_sample
PRJEB29742	SAMEA5855769	collection_date		2013	per_sample
PRJEB29742	SAMEA5855770	collection_date		2014	per_sample
PRJEB29742	SAMEA5855776	collection_date		2014	per_sample
PRJEB29742	SAMEA5855779	collection_date		2014	per_sample
PRJEB29742	SAMEA5855653	collection_date		2014	per_sample
PRJEB29742	SAMEA5855657	collection_date		2015	per_sample
PRJEB29742	SAMEA5855664	collection_date		2015	per_sample
PRJEB29742	SAMEA5855670	collection_date		2015	per_sample
PRJEB29742	SAMEA5855695	collection_date		2017	per_sample
PRJEB29742	SAMEA5855705	collection_date		2017	per_sample
PRJEB29742	SAMEA5855708	collection_date		2017	per_sample
PRJEB29742	SAMEA5855677	collection_date		2015	per_sample
PRJEB29742	SAMEA5976640	collection_date		2014	per_sample
PRJEB29742	SAMEA5976645	collection_date		2014	per_sample
PRJEB29742	SAMEA5976579	collection_date		2015	per_sample
PRJEB29742	SAMEA5976588	collection_date		2015	per_sample
PRJEB29742	SAMEA5976604	collection_date		2016	per_sample
PRJEB29742	SAMEA5976609	collection_date		2016	per_sample
PRJEB29742	SAMEA5976610	collection_date		2016	per_sample
PRJEB29742	SAMEA5976612	collection_date		2016	per_sample
PRJEB29742	SAMEA5976616	collection_date		2016	per_sample
PRJEB29742	SAMEA5976622	collection_date		2016	per_sample
PRJEB29742	SAMEA5976587	collection_date		2015	per_sample
PRJEB29742	SAMEA6375622	collection_date		2017	per_sample
PRJEB29742	SAMEA6375623	collection_date		2017	per_sample
PRJEB29742	SAMEA6375630	collection_date		2017	per_sample
PRJEB29742	SAMEA6375634	collection_date		2017	per_sample
PRJEB29742	SAMEA6375400	collection_date		2014	per_sample
PRJEB29742	SAMEA6375408	collection_date		2014	per_sample
PRJEB29742	SAMEA6375409	collection_date		2014	per_sample
PRJEB29742	SAMEA6375448	collection_date		2014	per_sample
PRJEB29742	SAMEA6375483	collection_date		2014	per_sample
PRJEB29742	SAMEA6375510	collection_date		2015	per_sample
PRJEB29742	SAMEA6375516	collection_date		2015	per_sample
PRJEB29742	SAMEA6375550	collection_date		2016	per_sample
PRJEB29742	SAMEA6375572	collection_date		2016	per_sample
PRJEB29742	SAMEA6375596	collection_date		2017	per_sample
PRJEB29742	SAMEA6375487	collection_date		2014	per_sample
PRJEB29742	SAMEA6375489	collection_date		2014	per_sample
PRJEB29742	SAMEA6375501	collection_date		2014	per_sample
PRJEB29742	SAMEA6375383	collection_date		2013	per_sample
PRJEB29742	SAMEA6375499	collection_date		2015	per_sample
PRJEB29742	SAMEA6375386	collection_date		2013	per_sample
PRJEB29742	SAMEA6375387	collection_date		2013	per_sample
PRJEB29742	SAMEA6375505	collection_date		2015	per_sample
PRJEB29742	SAMEA6375506	collection_date		2015	per_sample
PRJEB29742	SAMEA6375394	collection_date		2014	per_sample
PRJEB29742	SAMEA6375399	collection_date		2014	per_sample
PRJEB29742	SAMEA6375402	collection_date		2014	per_sample
PRJEB29740	SAMEA6507239	collection_date		2016-04-19 00:00:00	per_sample
PRJEB29742	SAMEA6375403	collection_date		2014	per_sample
PRJEB29742	SAMEA6375519	collection_date		2015	per_sample
PRJEB29742	SAMEA6375406	collection_date		2014	per_sample
PRJEB29742	SAMEA6375521	collection_date		2015	per_sample
PRJEB29740	SAMEA6507237	collection_date		2014-06-06 00:00:00	per_sample
PRJEB29742	SAMEA6375413	collection_date		2014	per_sample
PRJEB29742	SAMEA6375415	collection_date		2014	per_sample
PRJEB29742	SAMEA6375530	collection_date		2015	per_sample
PRJEB29742	SAMEA6375533	collection_date		2015	per_sample
PRJEB29742	SAMEA6375420	collection_date		2014	per_sample
PRJEB29740	SAMEA6507254	collection_date		2014-04-28 00:00:00	per_sample
PRJEB29742	SAMEA6375535	collection_date		2015	per_sample
PRJEB29740	SAMEA6507249	collection_date		2017-06-04 00:00:00	per_sample
PRJEB29742	SAMEA6375534	collection_date		2015	per_sample
PRJEB29742	SAMEA6375424	collection_date		2014	per_sample
PRJEB29740	SAMEA6507271	collection_date		2017-03-14 00:00:00	per_sample
PRJEB29740	SAMEA6507251	collection_date		2017-03-23 00:00:00	per_sample
PRJEB29742	SAMEA6375538	collection_date		2015	per_sample
PRJEB29742	SAMEA6375543	collection_date		2016	per_sample
PRJEB29742	SAMEA6375548	collection_date		2016	per_sample
PRJEB29740	SAMEA6507279	collection_date		2016-12-27 00:00:00	per_sample
PRJEB29740	SAMEA6507252	collection_date		2015-09-23 00:00:00	per_sample
PRJEB29742	SAMEA6375435	collection_date		2014	per_sample
PRJEB29740	SAMEA6507275	collection_date		2016-11-10 00:00:00	per_sample
PRJEB29742	SAMEA6375555	collection_date		2016	per_sample
PRJEB29742	SAMEA6375440	collection_date		2014	per_sample
PRJEB29742	SAMEA6375444	collection_date		2014	per_sample
PRJEB29740	SAMEA6507277	collection_date		2016-02-21 00:00:00	per_sample
PRJEB29742	SAMEA6375560	collection_date		2016	per_sample
PRJEB29742	SAMEA6375563	collection_date		2016	per_sample
PRJEB29742	SAMEA6375445	collection_date		2014	per_sample
PRJEB29740	SAMEA6507283	collection_date		2014-03-27 00:00:00	per_sample
PRJEB29742	SAMEA6375567	collection_date		2016	per_sample
PRJEB29742	SAMEA6375449	collection_date		2014	per_sample
PRJEB29740	SAMEA6507258	collection_date		2014-04-01 00:00:00	per_sample
PRJEB29742	SAMEA6375452	collection_date		2014	per_sample
PRJEB29742	SAMEA6375453	collection_date		2014	per_sample
PRJEB29742	SAMEA6375456	collection_date		2014	per_sample
PRJEB29742	SAMEA6375455	collection_date		2014	per_sample
PRJEB29742	SAMEA6375459	collection_date		2014	per_sample
PRJEB29742	SAMEA6375464	collection_date		2014	per_sample
PRJEB29742	SAMEA6375583	collection_date		2016	per_sample
PRJEB29742	SAMEA6375461	collection_date		2014	per_sample
PRJEB29740	SAMEA6507266	collection_date		2016-02-12 00:00:00	per_sample
PRJEB29742	SAMEA6375582	collection_date		2016	per_sample
PRJEB29742	SAMEA6375462	collection_date		2014	per_sample
PRJEB29742	SAMEA6375575	collection_date		2016	per_sample
PRJEB29740	SAMEA6507270	collection_date		2017-03-08 00:00:00	per_sample
PRJEB29742	SAMEA6375465	collection_date		2014	per_sample
PRJEB29742	SAMEA6375578	collection_date		2016	per_sample
PRJEB29740	SAMEA6507273	collection_date		2016-06-26 00:00:00	per_sample
PRJEB29742	SAMEA6375469	collection_date		2014	per_sample
PRJEB29740	SAMEA6507274	collection_date		2016-10-11 00:00:00	per_sample
PRJEB29742	SAMEA6375590	collection_date		2016	per_sample
PRJEB29740	SAMEA6507430	collection_date		2017-11-16 00:00:00	per_sample
PRJEB29742	SAMEA6375470	collection_date		2014	per_sample
PRJEB29740	SAMEA6507278	collection_date		2016-11-27 00:00:00	per_sample
PRJEB29742	SAMEA6375593	collection_date		2017	per_sample
PRJEB29740	SAMEA6507280	collection_date		2016-12-04 00:00:00	per_sample
PRJEB29742	SAMEA6375478	collection_date		2014	per_sample
PRJEB29742	SAMEA6375598	collection_date		2017	per_sample
PRJEB29742	SAMEA6375475	collection_date		2014	per_sample
PRJEB29742	SAMEA6375599	collection_date		2017	per_sample
PRJEB29740	SAMEA6507287	collection_date		2017-05-23 00:00:00	per_sample
PRJEB29742	SAMEA6375481	collection_date		2014	per_sample
PRJEB29740	SAMEA6507289	collection_date		2017-12-15 00:00:00	per_sample
PRJEB29742	SAMEA6375366	collection_date		2013	per_sample
PRJEB29742	SAMEA6375364	collection_date		2013	per_sample
PRJEB29742	SAMEA6375605	collection_date		2017	per_sample
PRJEB29742	SAMEA6375488	collection_date		2014	per_sample
PRJEB29742	SAMEA6375482	collection_date		2014	per_sample
PRJEB29742	SAMEA6375371	collection_date		2013	per_sample
PRJEB29742	SAMEA6375612	collection_date		2017	per_sample
PRJEB29742	SAMEA6375372	collection_date		2013	per_sample
PRJEB29742	SAMEA6375614	collection_date		2017	per_sample
PRJEB29742	SAMEA6375616	collection_date		2017	per_sample
PRJEB29742	SAMEA6375491	collection_date		2014	per_sample
PRJEB29742	SAMEA6375374	collection_date		2013	per_sample
PRJEB29742	SAMEA6425118	collection_date		2013	per_sample
PRJEB29742	SAMEA6425122	collection_date		2013	per_sample
PRJEB29742	SAMEA6425131	collection_date		2014	per_sample
PRJEB29742	SAMEA6425139	collection_date		2016	per_sample
PRJEB29742	SAMEA6425178	collection_date		2017	per_sample
PRJEB29742	SAMEA6425179	collection_date		2017	per_sample
PRJEB29742	SAMEA6425186	collection_date		2017	per_sample
PRJEB29742	SAMEA6425508	collection_date		2013	per_sample
PRJEB29742	SAMEA6425513	collection_date		2014	per_sample
PRJEB29742	SAMEA6425514	collection_date		2015	per_sample
PRJEB29740	SAMEA6507590	collection_date		2017-07-09 00:00:00	per_sample
PRJEB29740	SAMEA6507597	collection_date		2017-09-20 00:00:00	per_sample
PRJEB29740	SAMEA6507599	collection_date		2017-04-16 00:00:00	per_sample
PRJEB29740	SAMEA6507607	collection_date		2017-08-23 00:00:00	per_sample
PRJEB29740	SAMEA6507611	collection_date		2017-01-11 00:00:00	per_sample
PRJEB29740	SAMEA6507629	collection_date		2017-06-16 00:00:00	per_sample
PRJEB29740	SAMEA6507635	collection_date		2017-07-19 00:00:00	per_sample
PRJEB29740	SAMEA6627204	collection_date		2018-08-30 00:00:00	per_sample
PRJEB29740	SAMEA6627213	collection_date		2018-12-10 00:00:00	per_sample
PRJEB29740	SAMEA6626871	collection_date		2018-11-22 00:00:00	per_sample
PRJEB29740	SAMEA6627217	collection_date		2018-12-07 00:00:00	per_sample
PRJEB29740	SAMEA6627218	collection_date		2018-02-12 00:00:00	per_sample
PRJEB29740	SAMEA6626873	collection_date		2018-10-16 00:00:00	per_sample
PRJEB29740	SAMEA6626875	collection_date		2018-03-21 00:00:00	per_sample
PRJEB29740	SAMEA6626905	collection_date		2018-12-17 00:00:00	per_sample
PRJEB29740	SAMEA6626906	collection_date		2018-09-12 00:00:00	per_sample
PRJEB29740	SAMEA6626916	collection_date		2018-05-15 00:00:00	per_sample
PRJEB29740	SAMEA6626958	collection_date		2018-09-18 00:00:00	per_sample
PRJEB29740	SAMEA6626972	collection_date		2018-03-15 00:00:00	per_sample
PRJEB29740	SAMEA6627182	collection_date		2018-03-08 00:00:00	per_sample
PRJEB29740	SAMEA6627220	collection_date		2018-04-09 00:00:00	per_sample
PRJEB29740	SAMEA6627254	collection_date		2018-04-23 00:00:00	per_sample
PRJEB29740	SAMEA6626862	collection_date		2018-01-18 00:00:00	per_sample
PRJEB29740	SAMEA6626863	collection_date		2018-01-06 00:00:00	per_sample
PRJEB29740	SAMEA6626864	collection_date		2018-01-16 00:00:00	per_sample
PRJEB29740	SAMEA6626866	collection_date		2018-09-11 00:00:00	per_sample
PRJEB29740	SAMEA6626868	collection_date		2018-11-06 00:00:00	per_sample
PRJEB29740	SAMEA6626887	collection_date		2018-04-25 00:00:00	per_sample
PRJEB29740	SAMEA6626888	collection_date		2018-04-19 00:00:00	per_sample
PRJEB29740	SAMEA6626892	collection_date		2018-05-01 00:00:00	per_sample
PRJEB29740	SAMEA6626895	collection_date		2018-04-01 00:00:00	per_sample
PRJEB29740	SAMEA6626897	collection_date		2018-05-07 00:00:00	per_sample
PRJEB29740	SAMEA6626898	collection_date		2018-05-14 00:00:00	per_sample
PRJEB29740	SAMEA6626902	collection_date		2018-05-21 00:00:00	per_sample
PRJEB29740	SAMEA6626907	collection_date		2018-01-10 00:00:00	per_sample
PRJEB29740	SAMEA6626909	collection_date		2018-01-09 00:00:00	per_sample
PRJEB29740	SAMEA6626910	collection_date		2018-01-18 00:00:00	per_sample
PRJEB29740	SAMEA6626913	collection_date		2018-03-21 00:00:00	per_sample
PRJEB29740	SAMEA6626914	collection_date		2018-05-22 00:00:00	per_sample
PRJEB29740	SAMEA6626918	collection_date		2018-06-20 00:00:00	per_sample
PRJEB29740	SAMEA6626921	collection_date		2018-07-04 00:00:00	per_sample
PRJEB29740	SAMEA6626923	collection_date		2018-05-15 00:00:00	per_sample
PRJEB29740	SAMEA6626936	collection_date		2018-07-23 00:00:00	per_sample
PRJEB29740	SAMEA6627193	collection_date		2018-07-09 00:00:00	per_sample
PRJEB29740	SAMEA6626940	collection_date		2018-09-04 00:00:00	per_sample
PRJEB29740	SAMEA6626962	collection_date		2018-11-13 00:00:00	per_sample
PRJEB29740	SAMEA6627208	collection_date		2018-01-10 00:00:00	per_sample
PRJEB29740	SAMEA6626966	collection_date		2018-02-15 00:00:00	per_sample
PRJEB29740	SAMEA6627219	collection_date		2018-04-17 00:00:00	per_sample
PRJEB29740	SAMEA6627180	collection_date		2018-03-05 00:00:00	per_sample
PRJEB29740	SAMEA6627181	collection_date		2018-04-22 00:00:00	per_sample
PRJEB29742	SAMEA5855748	collection_date		2013	per_sample
PRJEB29742	SAMEA5855678	collection_date		2015	per_sample
PRJEB29742	SAMEA5855684	collection_date		2017	per_sample
PRJEB29742	SAMEA5855686	collection_date		2017	per_sample
PRJEB29742	SAMEA5855688	collection_date		2017	per_sample
PRJEB29742	SAMEA5855694	collection_date		2017	per_sample
PRJEB29742	SAMEA5855696	collection_date		2017	per_sample
PRJEB29742	SAMEA5855698	collection_date		2017	per_sample
PRJEB29742	SAMEA5855699	collection_date		2017	per_sample
PRJEB29742	SAMEA5855706	collection_date		2017	per_sample
PRJEB29742	SAMEA5855709	collection_date		2017	per_sample
PRJEB29742	SAMEA5855717	collection_date		2017	per_sample
PRJEB29742	SAMEA5855724	collection_date		2017	per_sample
PRJEB29742	SAMEA5855726	collection_date		2017	per_sample
PRJEB29742	SAMEA5855733	collection_date		2013	per_sample
PRJEB29742	SAMEA5855734	collection_date		2013	per_sample
PRJEB29742	SAMEA5855738	collection_date		2013	per_sample
PRJEB29742	SAMEA5855753	collection_date		2013	per_sample
PRJEB29742	SAMEA5855757	collection_date		2013	per_sample
PRJEB29742	SAMEA5855766	collection_date		2013	per_sample
PRJEB29742	SAMEA5855643	collection_date		2014	per_sample
PRJEB29742	SAMEA5855647	collection_date		2014	per_sample
PRJEB29742	SAMEA5855648	collection_date		2014	per_sample
PRJEB29742	SAMEA5855652	collection_date		2014	per_sample
