study_accession	paper_short_title	n_isolates	fold	seed	ena_total_samples	ena_total_runs	ena_taxon_samples	n_child_studies	umbrella_suspected	by_scientific_name	fetch_status
PRJNA735573		1	sub10		1		1				proxy_rowcount
PRJNA870883		1	sub10		1		1				proxy_rowcount
PRJEB15430		1	sub10		1		1				proxy_rowcount
PRJNA974969		1	sub10		1		1				proxy_rowcount
PRJNA183901		1	sub10		1		1				proxy_rowcount
PRJEB2581		1	sub10		1		1				proxy_rowcount
PRJNA187282		1	sub10		1		1				proxy_rowcount
PRJNA187281		1	sub10		1		1				proxy_rowcount
PRJNA187280		1	sub10		1		1				proxy_rowcount
PRJNA187279		1	sub10		1		1				proxy_rowcount
PRJNA989579		1	sub10		1		1				proxy_rowcount
PRJNA183930		1	sub10		1		1				proxy_rowcount
PRJEB28252		1	sub10		1		1				proxy_rowcount
PRJEB2801		1	sub10		1		1				proxy_rowcount
PRJEB28327		1	sub10		1		1				proxy_rowcount
PRJNA655367		1	sub10		1		1				proxy_rowcount
PRJNA655785		1	sub10		1		1				proxy_rowcount
PRJNA181052		1	sub10		1		1				proxy_rowcount
PRJNA986296		1	sub10		1		1				proxy_rowcount
PRJNA181051		1	sub10		1		1				proxy_rowcount
PRJNA181050		1	sub10		1		1				proxy_rowcount
PRJDB5295		1	sub10		1		1				proxy_rowcount
PRJNA187283		1	sub10		1		1				proxy_rowcount
PRJNA660205		1	sub10		1		1				proxy_rowcount
PRJNA994715		1	sub10		1		1				proxy_rowcount
PRJNA187290		1	sub10		1		1				proxy_rowcount
PRJEB27400		1	sub10		1		1				proxy_rowcount
PRJDB10686		1	sub10		1		1				proxy_rowcount
PRJNA637815		1	sub10		1		1				proxy_rowcount
PRJNA638288		1	sub10		1		1				proxy_rowcount
PRJEB2779		1	sub10		1		1				proxy_rowcount
PRJNA187289		1	sub10		1		1				proxy_rowcount
PRJNA187288		1	sub10		1		1				proxy_rowcount
PRJNA187284		1	sub10		1		1				proxy_rowcount
PRJNA641130		1	sub10		1		1				proxy_rowcount
PRJEB2794		1	sub10		1		1				proxy_rowcount
PRJNA187287		1	sub10		1		1				proxy_rowcount
PRJNA641176		1	sub10		1		1				proxy_rowcount
PRJNA187286		1	sub10		1		1				proxy_rowcount
PRJNA187285		1	sub10		1		1				proxy_rowcount
PRJNA642369		1	sub10		1		1				proxy_rowcount
PRJNA176123		1	sub10		1		1				proxy_rowcount
PRJNA660495		1	sub10		1		1				proxy_rowcount
PRJNA699239		1	sub10		1		1				proxy_rowcount
PRJEB24638		1	sub10		1		1				proxy_rowcount
PRJNA681360		1	sub10		1		1				proxy_rowcount
PRJNA685932		1	sub10		1		1				proxy_rowcount
PRJEB29743		1	sub10		1		1				proxy_rowcount
PRJDB2655		1	sub10		1		1				proxy_rowcount
PRJNA981489		1	sub10		1		1				proxy_rowcount
PRJNA687411		1	sub10		1		1				proxy_rowcount
PRJNA688543		1	sub10		1		1				proxy_rowcount
PRJNA689622		1	sub10		1		1				proxy_rowcount
PRJNA678637		1	sub10		1		1				proxy_rowcount
PRJEB30582		1	sub10		1		1				proxy_rowcount
PRJNA690555		1	sub10		1		1				proxy_rowcount
PRJNA690982		1	sub10		1		1				proxy_rowcount
PRJNA1122522		1	sub10		1		1				proxy_rowcount
PRJNA1107790		1	sub10		1		1				proxy_rowcount
PRJNA695302		1	sub10		1		1				proxy_rowcount
PRJNA697840		1	sub10		1		1				proxy_rowcount
PRJEB24735		1	sub10		1		1				proxy_rowcount
PRJNA676183		1	sub10		1		1				proxy_rowcount
PRJNA663005		1	sub10		1		1				proxy_rowcount
PRJNA169453		1	sub10		1		1				proxy_rowcount
PRJNA176122		1	sub10		1		1				proxy_rowcount
PRJNA173233		1	sub10		1		1				proxy_rowcount
PRJNA985548		1	sub10		1		1				proxy_rowcount
PRJNA169456		1	sub10		1		1				proxy_rowcount
PRJNA169455		1	sub10		1		1				proxy_rowcount
PRJNA169454		1	sub10		1		1				proxy_rowcount
PRJNA670665		1	sub10		1		1				proxy_rowcount
PRJNA168337		1	sub10		1		1				proxy_rowcount
PRJNA676113		1	sub10		1		1				proxy_rowcount
PRJNA985218		1	sub10		1		1				proxy_rowcount
PRJNA165913		1	sub10		1		1				proxy_rowcount
PRJNA674482		1	sub10		1		1				proxy_rowcount
PRJNA164933		1	sub10		1		1				proxy_rowcount
PRJNA161277		1	sub10		1		1				proxy_rowcount
PRJNA1138264		1	sub10		1		1				proxy_rowcount
PRJEB2968		1	sub10		1		1				proxy_rowcount
PRJNA1037684		1	sub10		1		1				proxy_rowcount
PRJNA754822		1	sub10		1		1				proxy_rowcount
PRJNA950449		1	sub10		1		1				proxy_rowcount
PRJEB22207		1	sub10		1		1				proxy_rowcount
PRJNA902659		1	sub10		1		1				proxy_rowcount
PRJEB61934		1	sub10		1		1				proxy_rowcount
PRJNA898399		1	sub10		1		1				proxy_rowcount
PRJNA801117		1	sub10		1		1				proxy_rowcount
PRJEB61017		1	sub10		1		1				proxy_rowcount
PRJEB60914		1	sub10		1		1				proxy_rowcount
PRJNA896856		1	sub10		1		1				proxy_rowcount
PRJNA896788		1	sub10		1		1				proxy_rowcount
PRJNA803341		1	sub10		1		1				proxy_rowcount
PRJNA805266		1	sub10		1		1				proxy_rowcount
PRJNA807502		1	sub10		1		1				proxy_rowcount
PRJNA807804		1	sub10		1		1				proxy_rowcount
PRJNA809128		1	sub10		1		1				proxy_rowcount
PRJNA894513		1	sub10		1		1				proxy_rowcount
PRJDB15144		1	sub10		1		1				proxy_rowcount
PRJNA811351		1	sub10		1		1				proxy_rowcount
PRJNA811370		1	sub10		1		1				proxy_rowcount
PRJEB59061		1	sub10		1		1				proxy_rowcount
PRJNA892093		1	sub10		1		1				proxy_rowcount
PRJEB62871		1	sub10		1		1				proxy_rowcount
PRJEB38960		1	sub10		1		1				proxy_rowcount
PRJEB19331		1	sub10		1		1				proxy_rowcount
PRJNA792094		1	sub10		1		1				proxy_rowcount
PRJNA791929		1	sub10		1		1				proxy_rowcount
PRJEB71714		1	sub10		1		1				proxy_rowcount
PRJNA791933		1	sub10		1		1				proxy_rowcount
PRJNA791937		1	sub10		1		1				proxy_rowcount
PRJNA791940		1	sub10		1		1				proxy_rowcount
PRJNA791951		1	sub10		1		1				proxy_rowcount
PRJNA791957		1	sub10		1		1				proxy_rowcount
PRJNA791958		1	sub10		1		1				proxy_rowcount
PRJNA792103		1	sub10		1		1				proxy_rowcount
PRJEB38951		1	sub10		1		1				proxy_rowcount
PRJNA792129		1	sub10		1		1				proxy_rowcount
PRJNA792139		1	sub10		1		1				proxy_rowcount
PRJNA792142		1	sub10		1		1				proxy_rowcount
PRJNA793126		1	sub10		1		1				proxy_rowcount
PRJEB6657		1	sub10		1		1				proxy_rowcount
PRJNA795853		1	sub10		1		1				proxy_rowcount
PRJEB66292		1	sub10		1		1				proxy_rowcount
PRJEB6416		1	sub10		1		1				proxy_rowcount
PRJNA891646		1	sub10		1		1				proxy_rowcount
PRJNA887604		1	sub10		1		1				proxy_rowcount
PRJNA1037605		1	sub10		1		1				proxy_rowcount
PRJEB55904		1	sub10		1		1				proxy_rowcount
PRJNA845367		1	sub10		1		1				proxy_rowcount
PRJDB12737		1	sub10		1		1				proxy_rowcount
PRJNA847041		1	sub10		1		1				proxy_rowcount
PRJEB21131		1	sub10		1		1				proxy_rowcount
PRJNA882783		1	sub10		1		1				proxy_rowcount
PRJEB21201		1	sub10		1		1				proxy_rowcount
PRJEB22119		1	sub10		1		1				proxy_rowcount
PRJNA851948		1	sub10		1		1				proxy_rowcount
PRJEB46496		1	sub10		1		1				proxy_rowcount
PRJEB4649		1	sub10		1		1				proxy_rowcount
PRJNA853708		1	sub10		1		1				proxy_rowcount
PRJNA855340		1	sub10		1		1				proxy_rowcount
PRJNA877288		1	sub10		1		1				proxy_rowcount
PRJEB43975		1	sub10		1		1				proxy_rowcount
PRJEB41234		1	sub10		1		1				proxy_rowcount
PRJNA861987		1	sub10		1		1				proxy_rowcount
PRJNA862318		1	sub10		1		1				proxy_rowcount
PRJEB21566		1	sub10		1		1				proxy_rowcount
PRJNA872534		1	sub10		1		1				proxy_rowcount
PRJEB48936		1	sub10		1		1				proxy_rowcount
PRJNA883008		1	sub10		1		1				proxy_rowcount
PRJNA841267		1	sub10		1		1				proxy_rowcount
PRJNA825651		1	sub10		1		1				proxy_rowcount
PRJEB55873		1	sub10		1		1				proxy_rowcount
PRJNA818256		1	sub10		1		1				proxy_rowcount
PRJNA818522		1	sub10		1		1				proxy_rowcount
PRJNA819549		1	sub10		1		1				proxy_rowcount
PRJNA887375		1	sub10		1		1				proxy_rowcount
PRJEB20135		1	sub10		1		1				proxy_rowcount
PRJEB2215		1	sub10		1		1				proxy_rowcount
PRJEB20557		1	sub10		1		1				proxy_rowcount
PRJNA886974		1	sub10		1		1				proxy_rowcount
PRJDB13052		1	sub10		1		1				proxy_rowcount
PRJNA885384		1	sub10		1		1				proxy_rowcount
PRJEB51164		1	sub10		1		1				proxy_rowcount
PRJEB20782		1	sub10		1		1				proxy_rowcount
PRJDB11476		1	sub10		1		1				proxy_rowcount
PRJEB40149		1	sub10		1		1				proxy_rowcount
PRJEB20897		1	sub10		1		1				proxy_rowcount
PRJEB49509		1	sub10		1		1				proxy_rowcount
PRJNA839526		1	sub10		1		1				proxy_rowcount
PRJNA791700		1	sub10		1		1				proxy_rowcount
PRJEB38863		1	sub10		1		1				proxy_rowcount
PRJEB38602		1	sub10		1		1				proxy_rowcount
PRJEB73590		1	sub10		1		1				proxy_rowcount
PRJNA754802		1	sub10		1		1				proxy_rowcount
PRJNA754804		1	sub10		1		1				proxy_rowcount
PRJNA754806		1	sub10		1		1				proxy_rowcount
PRJNA754809		1	sub10		1		1				proxy_rowcount
PRJNA754810		1	sub10		1		1				proxy_rowcount
PRJNA754811		1	sub10		1		1				proxy_rowcount
PRJNA754812		1	sub10		1		1				proxy_rowcount
PRJNA754813		1	sub10		1		1				proxy_rowcount
PRJNA754819		1	sub10		1		1				proxy_rowcount
PRJNA870312		1	sub10		1		1				proxy_rowcount
PRJNA754824		1	sub10		1		1				proxy_rowcount
PRJNA754827		1	sub10		1		1				proxy_rowcount
PRJNA754831		1	sub10		1		1				proxy_rowcount
PRJEB35084		1	sub10		1		1				proxy_rowcount
PRJNA939005		1	sub10		1		1				proxy_rowcount
PRJNA754832		1	sub10		1		1				proxy_rowcount
PRJNA756309		1	sub10		1		1				proxy_rowcount
PRJNA756469		1	sub10		1		1				proxy_rowcount
PRJNA757181		1	sub10		1		1				proxy_rowcount
PRJNA754801		1	sub10		1		1				proxy_rowcount
PRJNA754800		1	sub10		1		1				proxy_rowcount
PRJNA753708		1	sub10		1		1				proxy_rowcount
PRJNA1023395		1	sub10		1		1				proxy_rowcount
PRJDB10890		1	sub10		1		1				proxy_rowcount
PRJNA739732		1	sub10		1		1				proxy_rowcount
PRJNA740140		1	sub10		1		1				proxy_rowcount
PRJNA1029537		1	sub10		1		1				proxy_rowcount
PRJNA1026593		1	sub10		1		1				proxy_rowcount
PRJNA1023975		1	sub10		1		1				proxy_rowcount
PRJNA948355		1	sub10		1		1				proxy_rowcount
PRJEB34174		1	sub10		1		1				proxy_rowcount
PRJEB34232		1	sub10		1		1				proxy_rowcount
PRJNA939354		1	sub10		1		1				proxy_rowcount
PRJNA947381		1	sub10		1		1				proxy_rowcount
PRJNA946148		1	sub10		1		1				proxy_rowcount
PRJEB34557		1	sub10		1		1				proxy_rowcount
PRJNA746609		1	sub10		1		1				proxy_rowcount
PRJNA1021554		1	sub10		1		1				proxy_rowcount
PRJNA1021015		1	sub10		1		1				proxy_rowcount
PRJNA749581		1	sub10		1		1				proxy_rowcount
PRJNA750627		1	sub10		1		1				proxy_rowcount
PRJNA936823		1	sub10		1		1				proxy_rowcount
PRJNA931810		1	sub10		1		1				proxy_rowcount
PRJDB2159		1	sub10		1		1				proxy_rowcount
PRJNA784589		1	sub10		1		1				proxy_rowcount
PRJEB8575		1	sub10		1		1				proxy_rowcount
PRJEB8559		1	sub10		1		1				proxy_rowcount
PRJEB8303		1	sub10		1		1				proxy_rowcount
PRJNA777034		1	sub10		1		1				proxy_rowcount
PRJNA917297		1	sub10		1		1				proxy_rowcount
PRJEB37610		1	sub10		1		1				proxy_rowcount
PRJNA779558		1	sub10		1		1				proxy_rowcount
PRJEB38601		1	sub10		1		1				proxy_rowcount
PRJNA785542		1	sub10		1		1				proxy_rowcount
PRJEB36913		1	sub10		1		1				proxy_rowcount
PRJNA78565		1	sub10		1		1				proxy_rowcount
PRJNA78567		1	sub10		1		1				proxy_rowcount
PRJNA786472		1	sub10		1		1				proxy_rowcount
PRJDB17100		1	sub10		1		1				proxy_rowcount
PRJNA787392		1	sub10		1		1				proxy_rowcount
PRJNA187291		1	sub10		1		1				proxy_rowcount
PRJNA787923		1	sub10		1		1				proxy_rowcount
PRJEB74142		1	sub10		1		1				proxy_rowcount
PRJNA922098		1	sub10		1		1				proxy_rowcount
PRJNA774259		1	sub10		1		1				proxy_rowcount
PRJNA1004534		1	sub10		1		1				proxy_rowcount
PRJEB9644		1	sub10		1		1				proxy_rowcount
PRJNA758781		1	sub10		1		1				proxy_rowcount
PRJNA759343		1	sub10		1		1				proxy_rowcount
PRJNA930879		1	sub10		1		1				proxy_rowcount
PRJNA760944		1	sub10		1		1				proxy_rowcount
PRJNA761099		1	sub10		1		1				proxy_rowcount
PRJNA762203		1	sub10		1		1				proxy_rowcount
PRJEB9692		1	sub10		1		1				proxy_rowcount
PRJNA929966		1	sub10		1		1				proxy_rowcount
PRJNA763348		1	sub10		1		1				proxy_rowcount
PRJDB11111		1	sub10		1		1				proxy_rowcount
PRJDB2133		1	sub10		1		1				proxy_rowcount
PRJEB36000		1	sub10		1		1				proxy_rowcount
PRJEB9601		1	sub10		1		1				proxy_rowcount
PRJDB1836		1	sub10		1		1				proxy_rowcount
PRJEB9173		1	sub10		1		1				proxy_rowcount
PRJEB8768		1	sub10		1		1				proxy_rowcount
PRJEB18589		1	sub10		1		1				proxy_rowcount
PRJNA773853		1	sub10		1		1				proxy_rowcount
PRJNA234134		1	sub10		1		1				proxy_rowcount
PRJNA604671		1	sub10		1		1				proxy_rowcount
PRJNA187292		1	sub10		1		1				proxy_rowcount
PRJNA234108		1	sub10		1		1				proxy_rowcount
PRJNA279656		1	sub10		1		1				proxy_rowcount
PRJNA279657		1	sub10		1		1				proxy_rowcount
PRJNA279669		1	sub10		1		1				proxy_rowcount
PRJNA279671		1	sub10		1		1				proxy_rowcount
PRJNA279672		1	sub10		1		1				proxy_rowcount
PRJNA284365		1	sub10		1		1				proxy_rowcount
PRJNA234114		1	sub10		1		1				proxy_rowcount
PRJNA234113		1	sub10		1		1				proxy_rowcount
PRJNA234112		1	sub10		1		1				proxy_rowcount
PRJNA234111		1	sub10		1		1				proxy_rowcount
PRJNA292403		1	sub10		1		1				proxy_rowcount
PRJNA234110		1	sub10		1		1				proxy_rowcount
PRJNA234109		1	sub10		1		1				proxy_rowcount
PRJNA234107		1	sub10		1		1				proxy_rowcount
PRJNA279650		1	sub10		1		1				proxy_rowcount
PRJNA293224		1	sub10		1		1				proxy_rowcount
PRJNA233724		1	sub10		1		1				proxy_rowcount
PRJNA296147		1	sub10		1		1				proxy_rowcount
PRJNA233696		1	sub10		1		1				proxy_rowcount
PRJNA223655		1	sub10		1		1				proxy_rowcount
PRJNA219300		1	sub10		1		1				proxy_rowcount
PRJNA219299		1	sub10		1		1				proxy_rowcount
PRJNA303003		1	sub10		1		1				proxy_rowcount
PRJEB14050		1	sub10		1		1				proxy_rowcount
PRJNA219298		1	sub10		1		1				proxy_rowcount
PRJNA219297		1	sub10		1		1				proxy_rowcount
PRJNA310023		1	sub10		1		1				proxy_rowcount
PRJNA312243		1	sub10		1		1				proxy_rowcount
PRJNA279655		1	sub10		1		1				proxy_rowcount
PRJNA279619		1	sub10		1		1				proxy_rowcount
PRJNA265256		1	sub10		1		1				proxy_rowcount
PRJNA265275		1	sub10		1		1				proxy_rowcount
PRJNA265258		1	sub10		1		1				proxy_rowcount
PRJNA265259		1	sub10		1		1				proxy_rowcount
PRJNA265260		1	sub10		1		1				proxy_rowcount
PRJNA265261		1	sub10		1		1				proxy_rowcount
PRJNA265262		1	sub10		1		1				proxy_rowcount
PRJNA265263		1	sub10		1		1				proxy_rowcount
PRJNA265264		1	sub10		1		1				proxy_rowcount
PRJNA265265		1	sub10		1		1				proxy_rowcount
PRJNA265266		1	sub10		1		1				proxy_rowcount
PRJNA265267		1	sub10		1		1				proxy_rowcount
PRJNA234119		1	sub10		1		1				proxy_rowcount
PRJNA265269		1	sub10		1		1				proxy_rowcount
PRJNA265270		1	sub10		1		1				proxy_rowcount
PRJNA265347		1	sub10		1		1				proxy_rowcount
PRJNA279611		1	sub10		1		1				proxy_rowcount
PRJNA234118		1	sub10		1		1				proxy_rowcount
PRJNA269826		1	sub10		1		1				proxy_rowcount
PRJNA269833		1	sub10		1		1				proxy_rowcount
PRJNA269877		1	sub10		1		1				proxy_rowcount
PRJNA269879		1	sub10		1		1				proxy_rowcount
PRJNA269915		1	sub10		1		1				proxy_rowcount
PRJNA234117,PRJNA201967		1	sub10		1		1				proxy_rowcount
PRJEB14232		1	sub10		1		1				proxy_rowcount
PRJNA272089		1	sub10		1		1				proxy_rowcount
PRJNA275974		1	sub10		1		1				proxy_rowcount
PRJNA234116		1	sub10		1		1				proxy_rowcount
PRJEB14213		1	sub10		1		1				proxy_rowcount
PRJNA234115		1	sub10		1		1				proxy_rowcount
PRJNA312296		1	sub10		1		1				proxy_rowcount
PRJNA219296		1	sub10		1		1				proxy_rowcount
PRJNA314324		1	sub10		1		1				proxy_rowcount
PRJNA380388		1	sub10		1		1				proxy_rowcount
PRJNA219268		1	sub10		1		1				proxy_rowcount
PRJNA219267		1	sub10		1		1				proxy_rowcount
PRJNA356818		1	sub10		1		1				proxy_rowcount
PRJNA357339		1	sub10		1		1				proxy_rowcount
PRJNA357350		1	sub10		1		1				proxy_rowcount
PRJNA357543		1	sub10		1		1				proxy_rowcount
PRJNA219266		1	sub10		1		1				proxy_rowcount
PRJNA360179		1	sub10		1		1				proxy_rowcount
PRJNA219265		1	sub10		1		1				proxy_rowcount
PRJNA219262		1	sub10		1		1				proxy_rowcount
PRJNA219261		1	sub10		1		1				proxy_rowcount
PRJNA376447		1	sub10		1		1				proxy_rowcount
PRJNA379388		1	sub10		1		1				proxy_rowcount
PRJNA219260		1	sub10		1		1				proxy_rowcount
PRJNA315166		1	sub10		1		1				proxy_rowcount
PRJNA219259		1	sub10		1		1				proxy_rowcount
PRJNA219255		1	sub10		1		1				proxy_rowcount
PRJNA219254		1	sub10		1		1				proxy_rowcount
PRJNA219253		1	sub10		1		1				proxy_rowcount
PRJNA219252		1	sub10		1		1				proxy_rowcount
PRJNA391323		1	sub10		1		1				proxy_rowcount
PRJNA391510		1	sub10		1		1				proxy_rowcount
PRJNA391952		1	sub10		1		1				proxy_rowcount
PRJNA219248		1	sub10		1		1				proxy_rowcount
PRJNA393050		1	sub10		1		1				proxy_rowcount
PRJNA219247		1	sub10		1		1				proxy_rowcount
PRJNA218110		1	sub10		1		1				proxy_rowcount
PRJNA213341		1	sub10		1		1				proxy_rowcount
PRJNA219269		1	sub10		1		1				proxy_rowcount
PRJNA353361		1	sub10		1		1				proxy_rowcount
PRJNA219270		1	sub10		1		1				proxy_rowcount
PRJNA219271		1	sub10		1		1				proxy_rowcount
PRJNA315168		1	sub10		1		1				proxy_rowcount
PRJNA219295		1	sub10		1		1				proxy_rowcount
PRJNA219294		1	sub10		1		1				proxy_rowcount
PRJNA219293		1	sub10		1		1				proxy_rowcount
PRJNA318591		1	sub10		1		1				proxy_rowcount
PRJNA320950		1	sub10		1		1				proxy_rowcount
PRJNA219292		1	sub10		1		1				proxy_rowcount
PRJNA323833		1	sub10		1		1				proxy_rowcount
PRJNA323981		1	sub10		1		1				proxy_rowcount
PRJEB13482		1	sub10		1		1				proxy_rowcount
PRJNA219289		1	sub10		1		1				proxy_rowcount
PRJNA219287		1	sub10		1		1				proxy_rowcount
PRJNA328507		1	sub10		1		1				proxy_rowcount
PRJNA219284		1	sub10		1		1				proxy_rowcount
PRJNA219283		1	sub10		1		1				proxy_rowcount
PRJNA339560		1	sub10		1		1				proxy_rowcount
PRJNA219278		1	sub10		1		1				proxy_rowcount
PRJEB12887		1	sub10		1		1				proxy_rowcount
PRJNA219277		1	sub10		1		1				proxy_rowcount
PRJEB26512		1	sub10		1		1				proxy_rowcount
PRJNA343442,PRJNA175243		1	sub10		1		1				proxy_rowcount
PRJNA344449		1	sub10		1		1				proxy_rowcount
PRJNA348457		1	sub10		1		1				proxy_rowcount
PRJNA350242		1	sub10		1		1				proxy_rowcount
PRJNA219276		1	sub10		1		1				proxy_rowcount
PRJNA219275		1	sub10		1		1				proxy_rowcount
PRJNA219272		1	sub10		1		1				proxy_rowcount
PRJNA265257		1	sub10		1		1				proxy_rowcount
PRJNA265255		1	sub10		1		1				proxy_rowcount
PRJEB11876		1	sub10		1		1				proxy_rowcount
PRJNA234203		1	sub10		1		1				proxy_rowcount
PRJNA234190		1	sub10		1		1				proxy_rowcount
PRJNA234191		1	sub10		1		1				proxy_rowcount
PRJNA234192		1	sub10		1		1				proxy_rowcount
PRJNA234193		1	sub10		1		1				proxy_rowcount
PRJNA234194		1	sub10		1		1				proxy_rowcount
PRJNA234195		1	sub10		1		1				proxy_rowcount
PRJNA234196		1	sub10		1		1				proxy_rowcount
PRJNA234197		1	sub10		1		1				proxy_rowcount
PRJNA234198		1	sub10		1		1				proxy_rowcount
PRJNA234199		1	sub10		1		1				proxy_rowcount
PRJNA234200		1	sub10		1		1				proxy_rowcount
PRJNA234201		1	sub10		1		1				proxy_rowcount
PRJNA234202		1	sub10		1		1				proxy_rowcount
PRJNA234204		1	sub10		1		1				proxy_rowcount
PRJNA234188		1	sub10		1		1				proxy_rowcount
PRJNA234205		1	sub10		1		1				proxy_rowcount
PRJNA234206		1	sub10		1		1				proxy_rowcount
PRJNA234207		1	sub10		1		1				proxy_rowcount
PRJNA234208		1	sub10		1		1				proxy_rowcount
PRJNA234209		1	sub10		1		1				proxy_rowcount
PRJNA234210		1	sub10		1		1				proxy_rowcount
PRJNA234211		1	sub10		1		1				proxy_rowcount
PRJNA234212		1	sub10		1		1				proxy_rowcount
PRJNA234213		1	sub10		1		1				proxy_rowcount
PRJNA234215		1	sub10		1		1				proxy_rowcount
PRJNA234216		1	sub10		1		1				proxy_rowcount
PRJNA234217		1	sub10		1		1				proxy_rowcount
PRJNA234218		1	sub10		1		1				proxy_rowcount
PRJNA234189		1	sub10		1		1				proxy_rowcount
PRJNA234187		1	sub10		1		1				proxy_rowcount
PRJNA265254		1	sub10		1		1				proxy_rowcount
PRJNA234171		1	sub10		1		1				proxy_rowcount
PRJNA234136		1	sub10		1		1				proxy_rowcount
PRJNA234137		1	sub10		1		1				proxy_rowcount
PRJNA234140		1	sub10		1		1				proxy_rowcount
PRJNA234141		1	sub10		1		1				proxy_rowcount
PRJNA234142		1	sub10		1		1				proxy_rowcount
PRJNA234143		1	sub10		1		1				proxy_rowcount
PRJNA234144		1	sub10		1		1				proxy_rowcount
PRJNA234148		1	sub10		1		1				proxy_rowcount
PRJNA234149		1	sub10		1		1				proxy_rowcount
PRJNA234157		1	sub10		1		1				proxy_rowcount
PRJNA234168		1	sub10		1		1				proxy_rowcount
PRJNA234169		1	sub10		1		1				proxy_rowcount
PRJNA234170		1	sub10		1		1				proxy_rowcount
PRJNA234172		1	sub10		1		1				proxy_rowcount
PRJNA234186		1	sub10		1		1				proxy_rowcount
PRJNA234173		1	sub10		1		1				proxy_rowcount
PRJNA234174		1	sub10		1		1				proxy_rowcount
PRJNA234175		1	sub10		1		1				proxy_rowcount
PRJNA234176		1	sub10		1		1				proxy_rowcount
PRJNA234177		1	sub10		1		1				proxy_rowcount
PRJNA234178		1	sub10		1		1				proxy_rowcount
PRJNA234179		1	sub10		1		1				proxy_rowcount
PRJNA234180		1	sub10		1		1				proxy_rowcount
PRJNA234181		1	sub10		1		1				proxy_rowcount
PRJNA234182		1	sub10		1		1				proxy_rowcount
PRJNA234183		1	sub10		1		1				proxy_rowcount
PRJNA234184		1	sub10		1		1				proxy_rowcount
PRJNA234185		1	sub10		1		1				proxy_rowcount
PRJNA234219		1	sub10		1		1				proxy_rowcount
PRJNA234220		1	sub10		1		1				proxy_rowcount
PRJNA234221		1	sub10		1		1				proxy_rowcount
PRJNA265232		1	sub10		1		1				proxy_rowcount
PRJNA234265		1	sub10		1		1				proxy_rowcount
PRJNA234132		1	sub10		1		1				proxy_rowcount
PRJNA244068		1	sub10		1		1				proxy_rowcount
PRJNA244547		1	sub10		1		1				proxy_rowcount
PRJNA244567		1	sub10		1		1				proxy_rowcount
PRJNA234129		1	sub10		1		1				proxy_rowcount
PRJNA234128		1	sub10		1		1				proxy_rowcount
PRJNA234123		1	sub10		1		1				proxy_rowcount
PRJNA234122		1	sub10		1		1				proxy_rowcount
PRJNA259683		1	sub10		1		1				proxy_rowcount
PRJNA234120		1	sub10		1		1				proxy_rowcount
PRJNA263062		1	sub10		1		1				proxy_rowcount
PRJNA265231		1	sub10		1		1				proxy_rowcount
PRJNA265233		1	sub10		1		1				proxy_rowcount
PRJNA234222		1	sub10		1		1				proxy_rowcount
PRJNA265234		1	sub10		1		1				proxy_rowcount
PRJNA265235		1	sub10		1		1				proxy_rowcount
PRJNA265236		1	sub10		1		1				proxy_rowcount
PRJNA265237		1	sub10		1		1				proxy_rowcount
PRJNA265240		1	sub10		1		1				proxy_rowcount
PRJNA265241		1	sub10		1		1				proxy_rowcount
PRJNA265242		1	sub10		1		1				proxy_rowcount
PRJNA265243		1	sub10		1		1				proxy_rowcount
PRJNA265244		1	sub10		1		1				proxy_rowcount
PRJNA265245		1	sub10		1		1				proxy_rowcount
PRJNA265246		1	sub10		1		1				proxy_rowcount
PRJNA265247		1	sub10		1		1				proxy_rowcount
PRJNA265248		1	sub10		1		1				proxy_rowcount
PRJNA234264		1	sub10		1		1				proxy_rowcount
PRJNA234263		1	sub10		1		1				proxy_rowcount
PRJNA234262		1	sub10		1		1				proxy_rowcount
PRJNA234261		1	sub10		1		1				proxy_rowcount
PRJNA234223		1	sub10		1		1				proxy_rowcount
PRJNA234224		1	sub10		1		1				proxy_rowcount
PRJNA234225		1	sub10		1		1				proxy_rowcount
PRJNA234226		1	sub10		1		1				proxy_rowcount
PRJNA234227		1	sub10		1		1				proxy_rowcount
PRJNA234228		1	sub10		1		1				proxy_rowcount
PRJNA234229		1	sub10		1		1				proxy_rowcount
PRJNA234230		1	sub10		1		1				proxy_rowcount
PRJNA234231		1	sub10		1		1				proxy_rowcount
PRJNA234232		1	sub10		1		1				proxy_rowcount
PRJNA234233		1	sub10		1		1				proxy_rowcount
PRJNA234234		1	sub10		1		1				proxy_rowcount
PRJNA234235		1	sub10		1		1				proxy_rowcount
PRJNA234236		1	sub10		1		1				proxy_rowcount
PRJNA234239		1	sub10		1		1				proxy_rowcount
PRJNA234240		1	sub10		1		1				proxy_rowcount
PRJNA234241		1	sub10		1		1				proxy_rowcount
PRJNA234242		1	sub10		1		1				proxy_rowcount
PRJNA234243		1	sub10		1		1				proxy_rowcount
PRJNA234244		1	sub10		1		1				proxy_rowcount
PRJNA234245		1	sub10		1		1				proxy_rowcount
PRJNA234249		1	sub10		1		1				proxy_rowcount
PRJNA234250		1	sub10		1		1				proxy_rowcount
PRJNA234251		1	sub10		1		1				proxy_rowcount
PRJNA234258		1	sub10		1		1				proxy_rowcount
PRJNA234259		1	sub10		1		1				proxy_rowcount
PRJNA234260		1	sub10		1		1				proxy_rowcount
