sample_accession	run_accession	submission_accession	assembly_software	library_selection	serotype	environment_feature	last_updated	submitted_galaxy	germline	culture_collection	submission_tool	sra_bytes	collected_by	submitted_ftp	isolate	fastq_bytes	instrument_platform	variety	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	tissue_lib	environmental_sample	sex	submitted_md5	checklist	fastq_galaxy	specimen_voucher	submitted_bytes	taxonomic_identity_marker	country	sample_description	experiment_title	sra_galaxy	fastq_md5	secondary_study_accession	read_count	study_title	bio_material	host_body_site	assembly_quality	sample_capture_status	sample_title	host_genotype	host_phenotype	cultivar	instrument_model	target_gene	nominal_sdev	environment_material	host_tax_id	sample_material	sra_md5	cell_type	fastq_ftp	broker_name	sub_strain	base_count	library_strategy	serovar	investigation_type	location	library_source	sra_ftp	library_layout	experimental_factor	environment_biome	dev_stage	binning_software	sample_collection	nominal_length	completeness_score	lon	fastq_aspera	host_sex	sample_alias	mating_type	sub_species	contamination_score	run_alias	depth	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	altitude	accession	secondary_sample_accession	sampling_platform	taxonomic_classification	protocol_label	elevation	salinity	sequencing_method	first_public	study_alias	ph	tissue_type	isolation_source	metadata_reviewed	study_setting	amr_study
SAMN31246646	SRR21866208	SRA1518313		RANDOM			2022-10-19					224101271.0	MDU PHL			149795466;149902783	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR218/008/SRR21866208									ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_2.fastq.gz				Australia: Victoria	Klebsiella aerogenes	WGS of Klebsiella aerogenes;NextSeq 500 sequencing; WGS of Klebsiella aerogenes	ftp.sra.ebi.ac.uk/vol1/srr/SRR218/008/SRR21866208	b933ebaf4529310f955e4be097f847bd;74e1dedf6ef939fc76e2bb702e1ce058	SRP402041	1554314.0	Whole genome sequencing of Enterobacter sp as part of MDU-PHL surveillance activities in Victoria, Australia Raw sequence reads					Klebsiella aerogenes				NextSeq 500						96af654b6b0d2082b511aa87fe816e90		ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_2.fastq.gz			462777904.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR218/008/SRR21866208	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR218/008/SRR21866208/SRR21866208_2.fastq.gz		AUSMDU00007235				AUSMDU00007235_S119_R1_001.fastq.gz			2017	AUSMDU00007235		SUB12143168				Homo sapiens	AUSMDU00007235	2022-10-19		AUSMDU00007235	SRX17853132	Klebsiella aerogenes		548.0	PRJNA857525				SRR21866208	SRS15374527							2022-10-19	PRJNA857525				False		surveillance
SAMN29714554	SRR20742661	SRA1466855		RANDOM PCR			2022-08-24					440349381.0			G8-1	305093442;320161562	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR207/061/SRR20742661									ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_2.fastq.gz				China: Shanghai	Microbe sample from Klebsiella pneumoniae	DNA-Seq of Klebsiella pneumoniae: Microbe;Illumina NovaSeq 6000 sequencing; DNA-Seq of Klebsiella pneumoniae: Microbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/061/SRR20742661	794c0b81d437c1d33bd9ba3f77b52857;1e9465c270b117d3a694ee71bc71a112	SRP389223	4731190.0	Colonizing and infecting carbapenem-resistant Klebsiella pneumoniae isolate pairs					Microbe sample from Klebsiella pneumoniae				Illumina NovaSeq 6000						bf46214e3245fd28e3e2451b8cb39537		ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_2.fastq.gz			1419357000.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/061/SRR20742661	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/061/SRR20742661/SRR20742661_2.fastq.gz		P6-I				P6-I_PE400_R1.fastq			2020-06-23	SHET-P6-I		SUB11794692				Homo sapiens	SHET-P6-I	2022-08-11			SRX16762939	Klebsiella pneumoniae		573.0	PRJNA858403				SRR20742661	SRS14389918							2022-08-11	PRJNA858403			Pus	False	hospital	amr
SAMN29714551	SRR20742664	SRA1466855		RANDOM PCR			2022-08-24					490640462.0			D7-1	333883662;358970486	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR207/064/SRR20742664									ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_2.fastq.gz				China: Shanghai	Microbe sample from Klebsiella pneumoniae	DNA-Seq of Klebsiella pneumoniae: Microbe;Illumina NovaSeq 6000 sequencing; DNA-Seq of Klebsiella pneumoniae: Microbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/064/SRR20742664	81bd3046931f70fed32d40cc9dc098ac;615937f02b67a6f32a2235eb73da6881	SRP389223	5223891.0	Colonizing and infecting carbapenem-resistant Klebsiella pneumoniae isolate pairs					Microbe sample from Klebsiella pneumoniae				Illumina NovaSeq 6000						931c63f60b03b32f1b25394e2f4522cf		ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_2.fastq.gz			1567167300.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/064/SRR20742664	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/064/SRR20742664/SRR20742664_2.fastq.gz		P5-C				P5-C_PE400_R1.fastq			2020-05-21	SHET-P5-C		SUB11794692				Homo sapiens	SHET-P5-C	2022-08-11			SRX16762936	Klebsiella pneumoniae		573.0	PRJNA858403				SRR20742664	SRS14389915							2022-08-11	PRJNA858403			stool	False	hospital	amr
SAMN29714563	SRR20742667	SRA1466855		RANDOM PCR			2022-08-24					419017723.0			D2-1	289722819;305386480	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR207/067/SRR20742667									ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_2.fastq.gz				China: Shanghai	Microbe sample from Klebsiella pneumoniae	DNA-Seq of Klebsiella pneumoniae: Microbe;Illumina NovaSeq 6000 sequencing; DNA-Seq of Klebsiella pneumoniae: Microbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/067/SRR20742667	6141e98a860307174376237d20cb7b71;45f5c20f4ee980016d50ca445bed60cd	SRP389223	4544665.0	Colonizing and infecting carbapenem-resistant Klebsiella pneumoniae isolate pairs					Microbe sample from Klebsiella pneumoniae				Illumina NovaSeq 6000						27da0c1f4d3fc0254882a88dadb87136		ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_2.fastq.gz			1363399500.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/067/SRR20742667	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/067/SRR20742667/SRR20742667_2.fastq.gz		P3-C				P3-C_PE400_R1.fastq			2020-05-04	SHET-P3-C		SUB11794692				Homo sapiens	SHET-P3-C	2022-08-11			SRX16762933	Klebsiella pneumoniae		573.0	PRJNA858403				SRR20742667	SRS14389913							2022-08-11	PRJNA858403			stool	False	hospital	amr
SAMN29714562	SRR20742668	SRA1466855		RANDOM PCR			2022-09-01					508450237.0			G10-2	352426744;369630726	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR207/068/SRR20742668									ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_2.fastq.gz				China: Shanghai	Microbe sample from Klebsiella pneumoniae	DNA-Seq of Klebsiella pneumoniae: Microbe;Illumina NovaSeq 6000 sequencing; DNA-Seq of Klebsiella pneumoniae: Microbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/068/SRR20742668	804af9dca9f2b4a6c45fbab077580438;3b71c1efc416f8dc05fa89cbf08d65e3	SRP389223	5503195.0	Colonizing and infecting carbapenem-resistant Klebsiella pneumoniae isolate pairs					Microbe sample from Klebsiella pneumoniae				Illumina NovaSeq 6000						e51af536b5732768714f942ac8b23c1d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_2.fastq.gz			1650958500.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/068/SRR20742668	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/068/SRR20742668/SRR20742668_2.fastq.gz		P1-I2				P1-I2_PE400_R1.fastq			2020-05-06	SHET-P1-I2		SUB11794692				Homo sapiens	SHET-P1-I2	2022-08-11			SRX16762932	Klebsiella pneumoniae		573.0	PRJNA858403				SRR20742668	SRS14389911							2022-08-11	PRJNA858403			abdominal fluid	False	hospital	amr
SAMN29714559	SRR20742671	SRA1466855		RANDOM PCR			2022-08-24					415002006.0			D4-2	285879372;301237059	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR207/071/SRR20742671									ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_2.fastq.gz				China: Shanghai	Microbe sample from Klebsiella pneumoniae	DNA-Seq of Klebsiella pneumoniae: Microbe;Illumina NovaSeq 6000 sequencing; DNA-Seq of Klebsiella pneumoniae: Microbe	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/071/SRR20742671	08fa0c7ed5d8aba55e64ddb935c2513e;f7abd9a2eaa4ac673c7da4679e12a1c7	SRP389223	4430899.0	Colonizing and infecting carbapenem-resistant Klebsiella pneumoniae isolate pairs					Microbe sample from Klebsiella pneumoniae				Illumina NovaSeq 6000						a10801a3f0fa27501b5cb1b61cafe843		ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_2.fastq.gz			1329269700.0	WGS				GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR207/071/SRR20742671	PAIRED									fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR207/071/SRR20742671/SRR20742671_2.fastq.gz		P2-C				P2-C_PE400_R1.fastq			2020-05-05	SHET-P2-C		SUB11794692				Homo sapiens	SHET-P2-C	2022-08-11			SRX16762929	Klebsiella pneumoniae		573.0	PRJNA858403				SRR20742671	SRS14389908							2022-08-11	PRJNA858403			stool	False	hospital	amr
SAMN16361982	SRR12898937	SRA1147816		RANDOM			2021-02-01					180627839.0	Sidra Medicine		01MB190054542	96598694;121411072	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/037/SRR12898937									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/037/SRR12898937	72b14fe69575e64af8e1dab02ed2701b;8243f59de69e7ad3d321ab518814f5aa	SRP288591	793306.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						47cd692d200a6fa194fdab5f2070c207		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_2.fastq.gz			271949306.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/037/SRR12898937	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/037/SRR12898937/SRR12898937_2.fastq.gz		CP82				CP82_S14_L001_R1_001.fastq.gz			2019-12-08	CP82		SUB8337205				Homo sapiens	CP82	2021-02-01	25.28	CP82	SRX9364020	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898937	SRS7586441							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361978	SRR12898941	SRA1147816		RANDOM			2021-02-01					132700066.0	Sidra Medicine		01MB190053472-1	73130078;88183096	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/041/SRR12898941									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/041/SRR12898941	1eaf394bfb6a90aefb7306ac3e105777;bc5dc50992a9846ea497824a5632ab86	SRP288591	591799.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						2659492cb73e3d4d2888b3407a671a7a		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_2.fastq.gz			206076122.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/041/SRR12898941	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/041/SRR12898941/SRR12898941_2.fastq.gz		CP78				CP78_S10_L001_R1_001.fastq.gz			2019-12-02	CP78		SUB8337205				Homo sapiens	CP78	2021-02-01	25.28	CP78	SRX9364016	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898941	SRS7586437							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361972	SRR12898948	SRA1147816		RANDOM			2021-02-01					179476835.0	Sidra Medicine		01MB190034266-2	96178169;122319212	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/048/SRR12898948									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/048/SRR12898948	eb1834f3f7a4a6c4ce8e50cb2c6cb760;6fb373c878038246ae9ffbc43878ca4f	SRP288591	848378.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						c5ce189938fc8abb919cfe20cd431ea9		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_2.fastq.gz			291055867.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/048/SRR12898948	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/048/SRR12898948/SRR12898948_2.fastq.gz		CP65				CP65-C22_S6_L001_R1_001.fastq.gz			2019-08-15	CP65		SUB8337205				Homo sapiens	CP65	2021-02-01	25.28	CP65 (C22)	SRX9364009	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898948	SRS7586430							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361967	SRR12898953	SRA1147816		RANDOM			2021-02-01					163605515.0	Sidra Medicine		01MB190027454-1	87078483;116047885	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/053/SRR12898953									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/053/SRR12898953	e10d647878a4a07bd70f44017741c404;87b978ac132a491403fc3e66b465d2bc	SRP288591	704361.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						dbb59a27df1d33ce8d60cd927034beec		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_2.fastq.gz			275514446.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/053/SRR12898953	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/053/SRR12898953/SRR12898953_2.fastq.gz		CP60				CP60_S16_L001_R1_001.fastq			2019-06-30	CP60		SUB8337205				Homo sapiens	CP60	2021-02-01	25.28	CP60	SRX9364004	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898953	SRS7586425							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361965	SRR12898956	SRA1147816		RANDOM			2021-02-01					187829290.0	Sidra Medicine		01MB190020754	102530146;133411060	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/056/SRR12898956									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/056/SRR12898956	3211d89654e6fa0541c82d70ba48e22f;5f5f3d1444870ea01d88828dbf9915e3	SRP288591	897429.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						f105a6cae92c142323fca7c830f3b049		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_2.fastq.gz			346808921.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/056/SRR12898956	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/056/SRR12898956/SRR12898956_2.fastq.gz		CP58				CP58_S21_L001_R1_001.fastq.gz			2019-05-19	CP58		SUB8337205				Homo sapiens	CP58	2021-02-01	25.28	CP58	SRX9364001	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898956	SRS7586422							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361963	SRR12898958	SRA1147816		RANDOM			2021-02-01					164594851.0	Sidra Medicine		01MB190019188-2	88293339;118422351	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/058/SRR12898958									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/058/SRR12898958	2c87615f88ef566b6dc0afae59b0c270;914e93c07b10c046b99b572d9df40380	SRP288591	798858.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						0e567349d20c7386bcf5339fd19df659		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_2.fastq.gz			303065512.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/058/SRR12898958	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/058/SRR12898958/SRR12898958_2.fastq.gz		CP56				CP56_S19_L001_R1_001.fastq.gz			2019-05-09	CP56		SUB8337205				Homo sapiens	CP56	2021-02-01	25.28	CP56	SRX9363999	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898958	SRS7586420							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
SAMN16361954	SRR12898966	SRA1147816		RANDOM			2021-02-01					284183430.0	Sidra Medicine		01MB190008360	157482953;189916237	ILLUMINA			fasp.sra.ebi.ac.uk:/vol1/srr/SRR128/066/SRR12898966									ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_2.fastq.gz				Qatar:Doha	Pathogen: clinical or host-associated sample from Klebsiella pneumoniae	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar;Illumina MiSeq sequencing; Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/066/SRR12898966	a9656b7be0622307d5e26e2037b6be62;8c486ddd1d3a3523e6b69930c311b0f5	SRP288591	1218007.0	Molecular Characterization of Carbapenemase-producing Enterobacteriaceaein the Pediatric Population in Qatar Raw sequence reads					Pathogen: clinical or host-associated sample from Klebsiella pneumoniae				Illumina MiSeq						fc0f024cac025653c9214506ca51cc62		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_2.fastq.gz			430847934.0	WGS			25.28 N 51.53 E	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR128/066/SRR12898966	PAIRED								51.53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR128/066/SRR12898966/SRR12898966_2.fastq.gz		CP43				CP43_S19_L001_R1_001.fastq.gz			2019-02-28	CP43		SUB8337205				Homo sapiens	CP43	2021-02-01	25.28	CP43	SRX9363991	Klebsiella pneumoniae		573.0	PRJNA667192				SRR12898966	SRS7586412							2021-02-01	PRJNA667192			Rectal swab	False	hospital	amr
