field	study_accession	n_records	completeness	n_blank	status	n_filled
country	PRJNA891137	8	0.0	8	covered	8
country	PRJNA917297	1	0.0	1	covered	1
country	PRJNA922098	1	0.0	1	covered	1
country	PRJNA949453	6	0.0	6	covered	6
country	PRJNA983061	4	0.0	4	covered	4
country	PRJDB11476	1	0.0	1	residual_per_sample	0
country	PRJDB1836	1	0.0	1	residual_per_sample	0
country	PRJDB2133	1	0.0	1	residual_per_sample	0
country	PRJDB2159	1	0.0	1	residual_per_sample	0
country	PRJDB2238	1	0.0	1	residual_per_sample	0
country	PRJDB2655	1	0.0	1	residual_per_sample	0
country	PRJDB7087	1	0.0	1	residual_per_sample	0
country	PRJEB10263	2	0.0	2	residual_per_sample	0
country	PRJEB11503	1	0.0	1	residual_per_sample	0
country	PRJEB11876	1	0.0	1	residual_per_sample	0
country	PRJEB13482	1	0.0	1	residual_per_sample	0
country	PRJEB14050	1	0.0	1	residual_per_sample	0
country	PRJEB14648	2	0.0	2	residual_per_sample	0
country	PRJEB15430	1	0.0	1	residual_per_sample	0
country	PRJEB17631	2	0.0	2	residual_per_sample	0
country	PRJEB18525	2	0.0	2	residual_per_sample	0
country	PRJEB20135	1	0.0	1	residual_per_sample	0
country	PRJEB20557	1	0.0	1	residual_per_sample	0
country	PRJEB20897	1	0.0	1	residual_per_sample	0
country	PRJEB20997	3	0.0	3	residual_per_sample	0
country	PRJEB21765	2	0.5	1	residual_per_sample	0
country	PRJEB2215	1	0.0	1	residual_per_sample	0
country	PRJEB23294	5	0.0	5	residual_per_sample	0
country	PRJEB23315	6	0.0	6	residual_per_sample	0
country	PRJEB23879	5	0.0	5	residual_per_sample	0
country	PRJEB24638	1	0.0	1	residual_per_sample	0
country	PRJEB25425	2	0.0	2	residual_per_sample	0
country	PRJEB2581	1	0.0	1	residual_per_sample	0
country	PRJEB26081	5	0.0	5	residual_per_sample	0
country	PRJEB27400	1	0.0	1	residual_per_sample	0
country	PRJEB2779	1	0.0	1	residual_per_sample	0
country	PRJEB28327	1	0.0	1	residual_per_sample	0
country	PRJEB2968	1	0.0	1	residual_per_sample	0
country	PRJEB30066	3	0.0	3	residual_per_sample	0
country	PRJEB3184	1	0.0	1	residual_per_sample	0
country	PRJEB31941	3	0.0	3	residual_per_sample	0
country	PRJEB3215	1	0.0	1	residual_per_sample	0
country	PRJEB32402	1	0.0	1	residual_per_sample	0
country	PRJEB33365	2	0.0	2	residual_per_sample	0
country	PRJEB35084	1	0.0	1	residual_per_sample	0
country	PRJEB38960	1	0.0	1	residual_per_sample	0
country	PRJEB39816	7	0.0	7	residual_per_sample	0
country	PRJEB41009	5	0.0	5	residual_per_sample	0
country	PRJEB44490	2	0.0	2	residual_per_sample	0
country	PRJEB4506	2	0.0	2	residual_per_sample	0
country	PRJEB51164	1	0.0	1	residual_per_sample	0
country	PRJEB54871	5	0.0	5	residual_per_sample	0
country	PRJEB59061	1	0.0	1	residual_per_sample	0
country	PRJEB59337	5	0.0	5	residual_per_sample	0
country	PRJEB60446	2	0.0	2	residual_per_sample	0
country	PRJEB6921	3	0.0	3	residual_per_sample	0
country	PRJEB76944	8	0.0	8	residual_per_sample	0
country	PRJEB8104	4	0.0	4	residual_per_sample	0
country	PRJEB8559	1	0.0	1	residual_per_sample	0
country	PRJEB8721	2	0.0	2	residual_per_sample	0
country	PRJEB8768	1	0.0	1	residual_per_sample	0
country	PRJEB9173	1	0.0	1	residual_per_sample	0
country	PRJNA1017663	4	0.0	4	residual_per_sample	0
country	PRJNA1058963	9	0.0	9	residual_per_sample	0
country	PRJNA1067287	4	0.0	4	residual_per_sample	0
country	PRJNA1100205	9	0.0	9	residual_per_sample	0
country	PRJNA1100308	1	0.0	1	residual_per_sample	0
country	PRJNA1101420	6	0.0	6	residual_per_sample	0
country	PRJNA1134078	5	0.0	5	residual_per_sample	0
country	PRJNA161277	1	0.0	1	residual_per_sample	0
country	PRJNA165913	1	0.0	1	residual_per_sample	0
country	PRJNA168337	1	0.0	1	residual_per_sample	0
country	PRJNA169453	1	0.0	1	residual_per_sample	0
country	PRJNA169454	1	0.0	1	residual_per_sample	0
country	PRJNA169455	1	0.0	1	residual_per_sample	0
country	PRJNA169456	1	0.0	1	residual_per_sample	0
country	PRJNA181050	1	0.0	1	residual_per_sample	0
country	PRJNA181051	1	0.0	1	residual_per_sample	0
country	PRJNA181052	1	0.0	1	residual_per_sample	0
country	PRJNA184888	6	0.0	6	residual_per_sample	0
country	PRJNA187279	1	0.0	1	residual_per_sample	0
country	PRJNA187280	1	0.0	1	residual_per_sample	0
country	PRJNA187281	1	0.0	1	residual_per_sample	0
country	PRJNA187283	1	0.0	1	residual_per_sample	0
country	PRJNA187284	1	0.0	1	residual_per_sample	0
country	PRJNA187286	1	0.0	1	residual_per_sample	0
country	PRJNA187288	1	0.0	1	residual_per_sample	0
country	PRJNA187289	1	0.0	1	residual_per_sample	0
country	PRJNA187290	1	0.0	1	residual_per_sample	0
country	PRJNA187291	1	0.0	1	residual_per_sample	0
country	PRJNA187292	1	0.0	1	residual_per_sample	0
country	PRJNA187293	1	0.0	1	residual_per_sample	0
country	PRJNA187294	1	0.0	1	residual_per_sample	0
country	PRJNA187295	1	0.0	1	residual_per_sample	0
country	PRJNA187296	1	0.0	1	residual_per_sample	0
country	PRJNA187297	1	0.0	1	residual_per_sample	0
country	PRJNA187298	1	0.0	1	residual_per_sample	0
country	PRJNA187299	1	0.0	1	residual_per_sample	0
country	PRJNA187300	1	0.0	1	residual_per_sample	0
country	PRJNA187301	1	0.0	1	residual_per_sample	0
country	PRJNA187302	1	0.0	1	residual_per_sample	0
country	PRJNA187303	1	0.0	1	residual_per_sample	0
country	PRJNA187304	1	0.0	1	residual_per_sample	0
country	PRJNA187306	1	0.0	1	residual_per_sample	0
country	PRJNA187307	1	0.0	1	residual_per_sample	0
country	PRJNA187308	1	0.0	1	residual_per_sample	0
country	PRJNA187309	1	0.0	1	residual_per_sample	0
country	PRJNA187310	1	0.0	1	residual_per_sample	0
country	PRJNA187311	1	0.0	1	residual_per_sample	0
country	PRJNA187312	1	0.0	1	residual_per_sample	0
country	PRJNA187313	1	0.0	1	residual_per_sample	0
country	PRJNA187314	1	0.0	1	residual_per_sample	0
country	PRJNA187316	1	0.0	1	residual_per_sample	0
country	PRJNA187317	1	0.0	1	residual_per_sample	0
country	PRJNA187318	1	0.0	1	residual_per_sample	0
country	PRJNA187319	1	0.0	1	residual_per_sample	0
country	PRJNA187320	1	0.0	1	residual_per_sample	0
country	PRJNA187321	1	0.0	1	residual_per_sample	0
country	PRJNA187322	1	0.0	1	residual_per_sample	0
country	PRJNA187323	1	0.0	1	residual_per_sample	0
country	PRJNA187324	1	0.0	1	residual_per_sample	0
country	PRJNA187326	1	0.0	1	residual_per_sample	0
country	PRJNA193160	1	0.0	1	residual_per_sample	0
country	PRJNA193161	1	0.0	1	residual_per_sample	0
country	PRJNA193162	1	0.0	1	residual_per_sample	0
country	PRJNA193163	1	0.0	1	residual_per_sample	0
country	PRJNA193164	1	0.0	1	residual_per_sample	0
country	PRJNA193167	1	0.0	1	residual_per_sample	0
country	PRJNA193168	1	0.0	1	residual_per_sample	0
country	PRJNA193169	1	0.0	1	residual_per_sample	0
country	PRJNA195754	1	0.0	1	residual_per_sample	0
country	PRJNA197002	1	0.0	1	residual_per_sample	0
country	PRJNA201932	1	0.0	1	residual_per_sample	0
country	PRJNA201933	1	0.0	1	residual_per_sample	0
country	PRJNA201934	1	0.0	1	residual_per_sample	0
country	PRJNA201935	1	0.0	1	residual_per_sample	0
country	PRJNA201936	1	0.0	1	residual_per_sample	0
country	PRJNA201942	1	0.0	1	residual_per_sample	0
country	PRJNA201943	1	0.0	1	residual_per_sample	0
country	PRJNA201944	1	0.0	1	residual_per_sample	0
country	PRJNA201945	1	0.0	1	residual_per_sample	0
country	PRJNA201946	1	0.0	1	residual_per_sample	0
country	PRJNA201947	1	0.0	1	residual_per_sample	0
country	PRJNA201950	1	0.0	1	residual_per_sample	0
country	PRJNA201951	1	0.0	1	residual_per_sample	0
country	PRJNA201955	1	0.0	1	residual_per_sample	0
country	PRJNA201956	1	0.0	1	residual_per_sample	0
country	PRJNA201957	1	0.0	1	residual_per_sample	0
country	PRJNA201958,PRJNA201967	1	0.0	1	residual_per_sample	0
country	PRJNA201959	1	0.0	1	residual_per_sample	0
country	PRJNA201960	1	0.0	1	residual_per_sample	0
country	PRJNA201961	1	0.0	1	residual_per_sample	0
country	PRJNA201962	1	0.0	1	residual_per_sample	0
country	PRJNA201963	1	0.0	1	residual_per_sample	0
country	PRJNA201964	1	0.0	1	residual_per_sample	0
country	PRJNA201965	1	0.0	1	residual_per_sample	0
country	PRJNA201966	1	0.0	1	residual_per_sample	0
country	PRJNA201967,PRJNA201954	1	0.0	1	residual_per_sample	0
country	PRJNA201968	1	0.0	1	residual_per_sample	0
country	PRJNA201970	1	0.0	1	residual_per_sample	0
country	PRJNA201974	1	0.0	1	residual_per_sample	0
country	PRJNA201978	1	0.0	1	residual_per_sample	0
country	PRJNA201981	1	0.0	1	residual_per_sample	0
country	PRJNA201984	1	0.0	1	residual_per_sample	0
country	PRJNA201985	1	0.0	1	residual_per_sample	0
country	PRJNA201987	1	0.0	1	residual_per_sample	0
country	PRJNA201989	1	0.0	1	residual_per_sample	0
country	PRJNA201990	1	0.0	1	residual_per_sample	0
country	PRJNA201991	1	0.0	1	residual_per_sample	0
country	PRJNA201994	1	0.0	1	residual_per_sample	0
country	PRJNA201999	1	0.0	1	residual_per_sample	0
country	PRJNA202000	1	0.0	1	residual_per_sample	0
country	PRJNA202001	1	0.0	1	residual_per_sample	0
country	PRJNA202002	1	0.0	1	residual_per_sample	0
country	PRJNA202005	1	0.0	1	residual_per_sample	0
country	PRJNA202006	1	0.0	1	residual_per_sample	0
country	PRJNA202008	1	0.0	1	residual_per_sample	0
country	PRJNA202009	1	0.0	1	residual_per_sample	0
country	PRJNA202012	1	0.0	1	residual_per_sample	0
country	PRJNA202013	1	0.0	1	residual_per_sample	0
country	PRJNA202014	1	0.0	1	residual_per_sample	0
country	PRJNA202015	1	0.0	1	residual_per_sample	0
country	PRJNA202016	1	0.0	1	residual_per_sample	0
country	PRJNA202017	1	0.0	1	residual_per_sample	0
country	PRJNA202018	1	0.0	1	residual_per_sample	0
country	PRJNA202020	1	0.0	1	residual_per_sample	0
country	PRJNA202023	1	0.0	1	residual_per_sample	0
country	PRJNA202024	1	0.0	1	residual_per_sample	0
country	PRJNA202025	1	0.0	1	residual_per_sample	0
country	PRJNA202026	1	0.0	1	residual_per_sample	0
country	PRJNA202032	1	0.0	1	residual_per_sample	0
country	PRJNA202033	1	0.0	1	residual_per_sample	0
country	PRJNA202034	1	0.0	1	residual_per_sample	0
country	PRJNA202035	1	0.0	1	residual_per_sample	0
country	PRJNA202036	1	0.0	1	residual_per_sample	0
country	PRJNA202042	1	0.0	1	residual_per_sample	0
country	PRJNA202043	1	0.0	1	residual_per_sample	0
country	PRJNA202045	1	0.0	1	residual_per_sample	0
country	PRJNA202046	1	0.0	1	residual_per_sample	0
country	PRJNA202047	1	0.0	1	residual_per_sample	0
country	PRJNA202048	1	0.0	1	residual_per_sample	0
country	PRJNA202052	1	0.0	1	residual_per_sample	0
country	PRJNA202053	1	0.0	1	residual_per_sample	0
country	PRJNA203445	1	0.0	1	residual_per_sample	0
country	PRJNA212643	1	0.0	1	residual_per_sample	0
country	PRJNA212649	1	0.0	1	residual_per_sample	0
country	PRJNA213341	1	0.0	1	residual_per_sample	0
country	PRJNA219247	1	0.0	1	residual_per_sample	0
country	PRJNA219248	1	0.0	1	residual_per_sample	0
country	PRJNA219252	1	0.0	1	residual_per_sample	0
country	PRJNA219253	1	0.0	1	residual_per_sample	0
country	PRJNA219254	1	0.0	1	residual_per_sample	0
country	PRJNA219255	1	0.0	1	residual_per_sample	0
country	PRJNA219259	1	0.0	1	residual_per_sample	0
country	PRJNA219260	1	0.0	1	residual_per_sample	0
country	PRJNA219261	1	0.0	1	residual_per_sample	0
country	PRJNA219262	1	0.0	1	residual_per_sample	0
country	PRJNA219265	1	0.0	1	residual_per_sample	0
country	PRJNA219266	1	0.0	1	residual_per_sample	0
country	PRJNA219267	1	0.0	1	residual_per_sample	0
country	PRJNA219268	1	0.0	1	residual_per_sample	0
country	PRJNA219269	1	0.0	1	residual_per_sample	0
country	PRJNA219270	1	0.0	1	residual_per_sample	0
country	PRJNA219271	1	0.0	1	residual_per_sample	0
country	PRJNA219272	1	0.0	1	residual_per_sample	0
country	PRJNA219275	1	0.0	1	residual_per_sample	0
country	PRJNA219276	1	0.0	1	residual_per_sample	0
country	PRJNA219277	1	0.0	1	residual_per_sample	0
country	PRJNA219278	1	0.0	1	residual_per_sample	0
country	PRJNA219283	1	0.0	1	residual_per_sample	0
country	PRJNA219284	1	0.0	1	residual_per_sample	0
country	PRJNA219287	1	0.0	1	residual_per_sample	0
country	PRJNA219289	1	0.0	1	residual_per_sample	0
country	PRJNA219292	1	0.0	1	residual_per_sample	0
country	PRJNA219293	1	0.0	1	residual_per_sample	0
country	PRJNA219294	1	0.0	1	residual_per_sample	0
country	PRJNA219295	1	0.0	1	residual_per_sample	0
country	PRJNA219296	1	0.0	1	residual_per_sample	0
country	PRJNA219297	1	0.0	1	residual_per_sample	0
country	PRJNA219298	1	0.0	1	residual_per_sample	0
country	PRJNA219299	1	0.0	1	residual_per_sample	0
country	PRJNA219300	1	0.0	1	residual_per_sample	0
country	PRJNA223655	1	0.0	1	residual_per_sample	0
country	PRJNA234107	1	0.0	1	residual_per_sample	0
country	PRJNA234108	1	0.0	1	residual_per_sample	0
country	PRJNA234109	1	0.0	1	residual_per_sample	0
country	PRJNA234110	1	0.0	1	residual_per_sample	0
country	PRJNA234111	1	0.0	1	residual_per_sample	0
country	PRJNA234112	1	0.0	1	residual_per_sample	0
country	PRJNA234113	1	0.0	1	residual_per_sample	0
country	PRJNA234114	1	0.0	1	residual_per_sample	0
country	PRJNA234115	1	0.0	1	residual_per_sample	0
country	PRJNA234116	1	0.0	1	residual_per_sample	0
country	PRJNA234117,PRJNA201967	1	0.0	1	residual_per_sample	0
country	PRJNA234118	1	0.0	1	residual_per_sample	0
country	PRJNA234119	1	0.0	1	residual_per_sample	0
country	PRJNA234120	1	0.0	1	residual_per_sample	0
country	PRJNA234122	1	0.0	1	residual_per_sample	0
country	PRJNA234123	1	0.0	1	residual_per_sample	0
country	PRJNA234128	1	0.0	1	residual_per_sample	0
country	PRJNA234129	1	0.0	1	residual_per_sample	0
country	PRJNA234132	1	0.0	1	residual_per_sample	0
country	PRJNA234134	1	0.0	1	residual_per_sample	0
country	PRJNA234135	1	0.0	1	residual_per_sample	0
country	PRJNA234136	1	0.0	1	residual_per_sample	0
country	PRJNA234137	1	0.0	1	residual_per_sample	0
country	PRJNA234140	1	0.0	1	residual_per_sample	0
country	PRJNA234141	1	0.0	1	residual_per_sample	0
country	PRJNA234142	1	0.0	1	residual_per_sample	0
country	PRJNA234143	1	0.0	1	residual_per_sample	0
country	PRJNA234144	1	0.0	1	residual_per_sample	0
country	PRJNA234148	1	0.0	1	residual_per_sample	0
country	PRJNA234149	1	0.0	1	residual_per_sample	0
country	PRJNA234157	1	0.0	1	residual_per_sample	0
country	PRJNA234168	1	0.0	1	residual_per_sample	0
country	PRJNA234169	1	0.0	1	residual_per_sample	0
country	PRJNA234170	1	0.0	1	residual_per_sample	0
country	PRJNA234171	1	0.0	1	residual_per_sample	0
country	PRJNA234172	1	0.0	1	residual_per_sample	0
country	PRJNA234173	1	0.0	1	residual_per_sample	0
country	PRJNA234174	1	0.0	1	residual_per_sample	0
country	PRJNA234175	1	0.0	1	residual_per_sample	0
country	PRJNA234176	1	0.0	1	residual_per_sample	0
country	PRJNA234177	1	0.0	1	residual_per_sample	0
country	PRJNA234178	1	0.0	1	residual_per_sample	0
country	PRJNA234179	1	0.0	1	residual_per_sample	0
country	PRJNA234180	1	0.0	1	residual_per_sample	0
country	PRJNA234181	1	0.0	1	residual_per_sample	0
country	PRJNA234182	1	0.0	1	residual_per_sample	0
country	PRJNA234183	1	0.0	1	residual_per_sample	0
country	PRJNA234184	1	0.0	1	residual_per_sample	0
country	PRJNA234185	1	0.0	1	residual_per_sample	0
country	PRJNA234186	1	0.0	1	residual_per_sample	0
country	PRJNA234187	1	0.0	1	residual_per_sample	0
country	PRJNA234188	1	0.0	1	residual_per_sample	0
country	PRJNA234189	1	0.0	1	residual_per_sample	0
country	PRJNA234190	1	0.0	1	residual_per_sample	0
country	PRJNA234191	1	0.0	1	residual_per_sample	0
country	PRJNA234192	1	0.0	1	residual_per_sample	0
country	PRJNA234193	1	0.0	1	residual_per_sample	0
country	PRJNA234194	1	0.0	1	residual_per_sample	0
country	PRJNA234195	1	0.0	1	residual_per_sample	0
country	PRJNA234196	1	0.0	1	residual_per_sample	0
country	PRJNA234197	1	0.0	1	residual_per_sample	0
country	PRJNA234198	1	0.0	1	residual_per_sample	0
country	PRJNA234199	1	0.0	1	residual_per_sample	0
country	PRJNA234200	1	0.0	1	residual_per_sample	0
country	PRJNA234201	1	0.0	1	residual_per_sample	0
country	PRJNA234202	1	0.0	1	residual_per_sample	0
country	PRJNA234203	1	0.0	1	residual_per_sample	0
country	PRJNA234204	1	0.0	1	residual_per_sample	0
country	PRJNA234205	1	0.0	1	residual_per_sample	0
country	PRJNA234206	1	0.0	1	residual_per_sample	0
country	PRJNA234207	1	0.0	1	residual_per_sample	0
country	PRJNA234208	1	0.0	1	residual_per_sample	0
country	PRJNA234209	1	0.0	1	residual_per_sample	0
country	PRJNA234210	1	0.0	1	residual_per_sample	0
country	PRJNA234211	1	0.0	1	residual_per_sample	0
country	PRJNA234212	1	0.0	1	residual_per_sample	0
country	PRJNA234213	1	0.0	1	residual_per_sample	0
country	PRJNA234215	1	0.0	1	residual_per_sample	0
country	PRJNA234216	1	0.0	1	residual_per_sample	0
country	PRJNA234217	1	0.0	1	residual_per_sample	0
country	PRJNA234218	1	0.0	1	residual_per_sample	0
country	PRJNA234219	1	0.0	1	residual_per_sample	0
country	PRJNA234220	1	0.0	1	residual_per_sample	0
country	PRJNA234221	1	0.0	1	residual_per_sample	0
country	PRJNA234222	1	0.0	1	residual_per_sample	0
country	PRJNA234223	1	0.0	1	residual_per_sample	0
country	PRJNA234224	1	0.0	1	residual_per_sample	0
country	PRJNA234225	1	0.0	1	residual_per_sample	0
country	PRJNA234226	1	0.0	1	residual_per_sample	0
country	PRJNA234227	1	0.0	1	residual_per_sample	0
country	PRJNA234228	1	0.0	1	residual_per_sample	0
country	PRJNA234229	1	0.0	1	residual_per_sample	0
country	PRJNA234230	1	0.0	1	residual_per_sample	0
country	PRJNA234231	1	0.0	1	residual_per_sample	0
country	PRJNA234232	1	0.0	1	residual_per_sample	0
country	PRJNA234233	1	0.0	1	residual_per_sample	0
country	PRJNA234234	1	0.0	1	residual_per_sample	0
country	PRJNA234235	1	0.0	1	residual_per_sample	0
country	PRJNA234236	1	0.0	1	residual_per_sample	0
country	PRJNA234239	1	0.0	1	residual_per_sample	0
country	PRJNA234240	1	0.0	1	residual_per_sample	0
country	PRJNA234241	1	0.0	1	residual_per_sample	0
country	PRJNA234242	1	0.0	1	residual_per_sample	0
country	PRJNA234243	1	0.0	1	residual_per_sample	0
country	PRJNA234244	1	0.0	1	residual_per_sample	0
country	PRJNA234245	1	0.0	1	residual_per_sample	0
country	PRJNA234249	1	0.0	1	residual_per_sample	0
country	PRJNA234250	1	0.0	1	residual_per_sample	0
country	PRJNA234251	1	0.0	1	residual_per_sample	0
country	PRJNA234258	1	0.0	1	residual_per_sample	0
country	PRJNA234259	1	0.0	1	residual_per_sample	0
country	PRJNA234260	1	0.0	1	residual_per_sample	0
country	PRJNA234261	1	0.0	1	residual_per_sample	0
country	PRJNA234262	1	0.0	1	residual_per_sample	0
country	PRJNA234263	1	0.0	1	residual_per_sample	0
country	PRJNA234264	1	0.0	1	residual_per_sample	0
country	PRJNA234265	1	0.0	1	residual_per_sample	0
country	PRJNA244547	1	0.0	1	residual_per_sample	0
country	PRJNA244567	1	0.0	1	residual_per_sample	0
country	PRJNA263062	1	0.0	1	residual_per_sample	0
country	PRJNA265231	1	0.0	1	residual_per_sample	0
country	PRJNA265232	1	0.0	1	residual_per_sample	0
country	PRJNA265233	1	0.0	1	residual_per_sample	0
country	PRJNA265234	1	0.0	1	residual_per_sample	0
country	PRJNA265235	1	0.0	1	residual_per_sample	0
country	PRJNA265236	1	0.0	1	residual_per_sample	0
country	PRJNA265237	1	0.0	1	residual_per_sample	0
country	PRJNA265240	1	0.0	1	residual_per_sample	0
country	PRJNA265241	1	0.0	1	residual_per_sample	0
country	PRJNA265242	1	0.0	1	residual_per_sample	0
country	PRJNA265243	1	0.0	1	residual_per_sample	0
country	PRJNA265244	1	0.0	1	residual_per_sample	0
country	PRJNA265245	1	0.0	1	residual_per_sample	0
country	PRJNA265246	1	0.0	1	residual_per_sample	0
country	PRJNA265247	1	0.0	1	residual_per_sample	0
country	PRJNA265248	1	0.0	1	residual_per_sample	0
country	PRJNA265254	1	0.0	1	residual_per_sample	0
country	PRJNA265255	1	0.0	1	residual_per_sample	0
country	PRJNA265256	1	0.0	1	residual_per_sample	0
country	PRJNA265257	1	0.0	1	residual_per_sample	0
country	PRJNA265258	1	0.0	1	residual_per_sample	0
country	PRJNA265259	1	0.0	1	residual_per_sample	0
country	PRJNA265260	1	0.0	1	residual_per_sample	0
country	PRJNA265261	1	0.0	1	residual_per_sample	0
country	PRJNA265262	1	0.0	1	residual_per_sample	0
country	PRJNA265263	1	0.0	1	residual_per_sample	0
country	PRJNA265264	1	0.0	1	residual_per_sample	0
country	PRJNA265265	1	0.0	1	residual_per_sample	0
country	PRJNA265266	1	0.0	1	residual_per_sample	0
country	PRJNA265267	1	0.0	1	residual_per_sample	0
country	PRJNA265268	1	0.0	1	residual_per_sample	0
country	PRJNA265269	1	0.0	1	residual_per_sample	0
country	PRJNA265270	1	0.0	1	residual_per_sample	0
country	PRJNA265275	1	0.0	1	residual_per_sample	0
country	PRJNA265347	1	0.0	1	residual_per_sample	0
country	PRJNA269826	1	0.0	1	residual_per_sample	0
country	PRJNA269833	1	0.0	1	residual_per_sample	0
country	PRJNA269877	1	0.0	1	residual_per_sample	0
country	PRJNA269879	1	0.0	1	residual_per_sample	0
country	PRJNA269915	1	0.0	1	residual_per_sample	0
country	PRJNA272089	1	0.0	1	residual_per_sample	0
country	PRJNA279657	1	0.0	1	residual_per_sample	0
country	PRJNA296147	1	0.0	1	residual_per_sample	0
country	PRJNA316321	9	0.0	9	residual_per_sample	0
country	PRJNA353361	1	0.0	1	residual_per_sample	0
country	PRJNA354234	3	0.667	1	residual_per_sample	0
country	PRJNA391510	1	0.0	1	residual_per_sample	0
country	PRJNA40025	1	0.0	1	residual_per_sample	0
country	PRJNA40049	1	0.0	1	residual_per_sample	0
country	PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	1	0.0	1	residual_per_sample	0
country	PRJNA499494	1	0.0	1	residual_per_sample	0
country	PRJNA500331	1	0.0	1	residual_per_sample	0
country	PRJNA501401	1	0.0	1	residual_per_sample	0
country	PRJNA501405	1	0.0	1	residual_per_sample	0
country	PRJNA501406	1	0.0	1	residual_per_sample	0
country	PRJNA501409	1	0.0	1	residual_per_sample	0
country	PRJNA501412	1	0.0	1	residual_per_sample	0
country	PRJNA52135	1	0.0	1	residual_per_sample	0
country	PRJNA52137	1	0.0	1	residual_per_sample	0
country	PRJNA52139	1	0.0	1	residual_per_sample	0
country	PRJNA52141	1	0.0	1	residual_per_sample	0
country	PRJNA52143	1	0.0	1	residual_per_sample	0
country	PRJNA52145	1	0.0	1	residual_per_sample	0
country	PRJNA52149	1	0.0	1	residual_per_sample	0
country	PRJNA52151	1	0.0	1	residual_per_sample	0
country	PRJNA52153	1	0.0	1	residual_per_sample	0
country	PRJNA523425	2	0.0	2	residual_per_sample	0
country	PRJNA523427	5	0.0	5	residual_per_sample	0
country	PRJNA523730	7	0.0	7	residual_per_sample	0
country	PRJNA523732	8	0.0	8	residual_per_sample	0
country	PRJNA543187	1	0.0	1	residual_per_sample	0
country	PRJNA547184	1	0.0	1	residual_per_sample	0
country	PRJNA552311	1	0.0	1	residual_per_sample	0
country	PRJNA555823	8	0.0	8	residual_per_sample	0
country	PRJNA593956	2	0.0	2	residual_per_sample	0
country	PRJNA613320	1	0.0	1	residual_per_sample	0
country	PRJNA628576	5	0.0	5	residual_per_sample	0
country	PRJNA631981	3	0.0	3	residual_per_sample	0
country	PRJNA687411	1	0.0	1	residual_per_sample	0
country	PRJNA687988	4	0.0	4	residual_per_sample	0
country	PRJNA695302	1	0.0	1	residual_per_sample	0
country	PRJNA707347	8	0.5	4	residual_per_sample	0
country	PRJNA749600	2	0.0	2	residual_per_sample	0
country	PRJNA78565	1	0.0	1	residual_per_sample	0
country	PRJNA78567	1	0.0	1	residual_per_sample	0
country	PRJNA803341	1	0.0	1	residual_per_sample	0
country	PRJNA942340	7	0.0	7	residual_per_sample	0
country	PRJNA947381	1	0.0	1	residual_per_sample	0
country	PRJNA980722	4	0.0	4	residual_per_sample	0
country	PRJNA981489	1	0.0	1	residual_per_sample	0
country	PRJNA985548	1	0.0	1	residual_per_sample	0
country	PRJNA985853	6	0.0	6	residual_per_sample	0
country	PRJNA986296	1	0.0	1	residual_per_sample	0
host	PRJDB10450	9	0.0	9	covered	9
host	PRJDB10686	1	0.0	1	covered	1
host	PRJDB10890	1	0.0	1	covered	1
host	PRJDB12737	1	0.0	1	covered	1
host	PRJDB14713	2	0.0	2	covered	2
host	PRJDB15848	4	0.0	4	covered	4
host	PRJDB15972	2	0.0	2	covered	2
host	PRJDB5295	1	0.0	1	covered	1
host	PRJDB6797	1	0.0	1	covered	1
host	PRJDB8047	1	0.0	1	covered	1
host	PRJDB9227	1	0.0	1	covered	1
host	PRJDB9461	6	0.167	5	covered	5
host	PRJDB9509	7	0.0	7	covered	7
host	PRJEB12361	3	0.0	3	covered	3
host	PRJEB12513	3	0.0	3	covered	3
host	PRJEB15430	1	0.0	1	covered	1
host	PRJEB18589	1	0.0	1	covered	1
host	PRJEB19657	5	0.0	5	covered	5
host	PRJEB19677	8	0.0	8	covered	8
host	PRJEB21566	1	0.0	1	covered	1
host	PRJEB22119	1	0.0	1	covered	1
host	PRJEB22207	1	0.0	1	covered	1
host	PRJEB24576	2	0.0	2	covered	2
host	PRJEB2581	1	0.0	1	covered	1
host	PRJEB25904	7	0.0	7	covered	7
host	PRJEB26512	1	0.0	1	covered	1
host	PRJEB26677	6	0.0	6	covered	6
host	PRJEB27805	3	0.0	3	covered	3
host	PRJEB2801	1	0.0	1	covered	1
host	PRJEB28252	1	0.0	1	covered	1
host	PRJEB28522	5	0.0	5	covered	5
host	PRJEB29745	6	0.0	6	covered	6
host	PRJEB29928	5	0.0	5	covered	5
host	PRJEB30582	1	0.0	1	covered	1
host	PRJEB30599	1	0.0	1	covered	1
host	PRJEB32059	2	0.0	2	covered	2
host	PRJEB32700	4	0.0	4	covered	4
host	PRJEB33296	1	0.0	1	covered	1
host	PRJEB3353	2	0.5	1	covered	1
host	PRJEB33694	2	0.0	2	covered	2
host	PRJEB34028	4	0.0	4	covered	4
host	PRJEB34232	1	0.0	1	covered	1
host	PRJEB34513	5	0.0	5	covered	5
host	PRJEB34557	1	0.0	1	covered	1
host	PRJEB34702	4	0.0	4	covered	4
host	PRJEB34867	2	0.0	2	covered	2
host	PRJEB34874	6	0.0	6	covered	6
host	PRJEB35623	2	0.0	2	covered	2
