study_accession	has_paper	date_gap	source_gap	gap_samples	ena_taxon_samples	fulltext_status	best_url	doi	pmid	pmcid	paper_link	title	save_as
PRJNA411885	False	0	0	0	2	none							PRJNA411885.pdf
PRJEB8721	False	0	0	0	2	none							PRJEB8721.pdf
PRJNA689691	False	0	0	0	2	none							PRJNA689691.pdf
PRJEB10263	False	0	0	0	2	none							PRJEB10263.pdf
PRJNA1101017	False	0	0	0	2	none							PRJNA1101017.pdf
PRJNA770882	False	0	0	0	2	none							PRJNA770882.pdf
PRJNA234232	False	0	0	0	1	none							PRJNA234232.pdf
PRJNA234233	False	0	0	0	1	none							PRJNA234233.pdf
PRJNA234231	False	0	0	0	1	none							PRJNA234231.pdf
PRJNA234242	False	0	0	0	1	none							PRJNA234242.pdf
PRJNA234234	False	0	0	0	1	none							PRJNA234234.pdf
PRJNA234235	False	0	0	0	1	none							PRJNA234235.pdf
PRJNA234236	False	0	0	0	1	none							PRJNA234236.pdf
PRJNA234239	False	0	0	0	1	none							PRJNA234239.pdf
PRJNA234240	False	0	0	0	1	none							PRJNA234240.pdf
PRJNA234241	False	0	0	0	1	none							PRJNA234241.pdf
PRJNA234250	False	0	0	0	1	none							PRJNA234250.pdf
PRJNA234243	False	0	0	0	1	none							PRJNA234243.pdf
PRJNA234244	False	0	0	0	1	none							PRJNA234244.pdf
PRJNA234245	False	0	0	0	1	none							PRJNA234245.pdf
PRJNA234249	False	0	0	0	1	none							PRJNA234249.pdf
PRJNA234251	False	0	0	0	1	none							PRJNA234251.pdf
PRJNA234258	False	0	0	0	1	none							PRJNA234258.pdf
PRJNA234259	False	0	0	0	1	none							PRJNA234259.pdf
PRJNA234260	False	0	0	0	1	none							PRJNA234260.pdf
PRJNA234229	False	0	0	0	1	none							PRJNA234229.pdf
PRJNA212643	False	0	0	0	1	none							PRJNA212643.pdf
PRJNA212649	False	0	0	0	1	none							PRJNA212649.pdf
PRJNA234230	False	0	0	0	1	none							PRJNA234230.pdf
PRJNA265245	False	0	0	0	1	none							PRJNA265245.pdf
PRJNA234228	False	0	0	0	1	none							PRJNA234228.pdf
PRJNA265244	False	0	0	0	1	none							PRJNA265244.pdf
PRJNA234222	False	0	0	0	1	none							PRJNA234222.pdf
PRJNA564369	False	0	0	0	1	none							PRJNA564369.pdf
PRJNA265234	False	0	0	0	1	none							PRJNA265234.pdf
PRJNA265235	False	0	0	0	1	none							PRJNA265235.pdf
PRJNA265236	False	0	0	0	1	none							PRJNA265236.pdf
PRJNA265237	False	0	0	0	1	none							PRJNA265237.pdf
PRJNA265240	False	0	0	0	1	none							PRJNA265240.pdf
PRJNA265241	False	0	0	0	1	none							PRJNA265241.pdf
PRJNA265242	False	0	0	0	1	none							PRJNA265242.pdf
PRJNA265243	False	0	0	0	1	none							PRJNA265243.pdf
PRJNA265246	False	0	0	0	1	none							PRJNA265246.pdf
PRJNA234227	False	0	0	0	1	none							PRJNA234227.pdf
PRJNA265247	False	0	0	0	1	none							PRJNA265247.pdf
PRJNA265248	False	0	0	0	1	none							PRJNA265248.pdf
PRJNA234264	False	0	0	0	1	none							PRJNA234264.pdf
PRJNA234263	False	0	0	0	1	none							PRJNA234263.pdf
PRJNA234262	False	0	0	0	1	none							PRJNA234262.pdf
PRJNA234261	False	0	0	0	1	none							PRJNA234261.pdf
PRJNA234223	False	0	0	0	1	none							PRJNA234223.pdf
PRJNA234224	False	0	0	0	1	none							PRJNA234224.pdf
PRJNA234225	False	0	0	0	1	none							PRJNA234225.pdf
PRJNA234226	False	0	0	0	1	none							PRJNA234226.pdf
PRJNA634081	False	0	0	0	1	none							PRJNA634081.pdf
PRJNA201951	False	0	0	0	1	none							PRJNA201951.pdf
PRJNA555206	False	0	0	0	1	none							PRJNA555206.pdf
PRJNA587430	False	0	0	0	1	none							PRJNA587430.pdf
PRJNA587434	False	0	0	0	1	none							PRJNA587434.pdf
PRJNA553808	False	0	0	0	1	none							PRJNA553808.pdf
PRJNA265231	False	0	0	0	1	none							PRJNA265231.pdf
PRJNA545744	False	0	0	0	1	none							PRJNA545744.pdf
PRJNA201950	False	0	0	0	1	none							PRJNA201950.pdf
PRJNA531554	False	0	0	0	1	none							PRJNA531554.pdf
PRJNA531724	False	0	0	0	1	none							PRJNA531724.pdf
PRJNA201947	False	0	0	0	1	none							PRJNA201947.pdf
PRJNA201946	False	0	0	0	1	none							PRJNA201946.pdf
PRJNA201945	False	0	0	0	1	none							PRJNA201945.pdf
PRJNA534097	False	0	0	0	1	none							PRJNA534097.pdf
PRJNA201944	False	0	0	0	1	none							PRJNA201944.pdf
PRJNA543187	False	0	0	0	1	none							PRJNA543187.pdf
PRJNA544642	False	0	0	0	1	none							PRJNA544642.pdf
PRJNA545001	False	0	0	0	1	none							PRJNA545001.pdf
PRJNA545745	False	0	0	0	1	none							PRJNA545745.pdf
PRJNA552487	False	0	0	0	1	none							PRJNA552487.pdf
PRJNA545764	False	0	0	0	1	none							PRJNA545764.pdf
PRJNA587433	False	0	0	0	1	none							PRJNA587433.pdf
PRJNA587429	False	0	0	0	1	none							PRJNA587429.pdf
PRJNA587424	False	0	0	0	1	none							PRJNA587424.pdf
PRJNA197002	False	0	0	0	1	none							PRJNA197002.pdf
PRJNA195754	False	0	0	0	1	none							PRJNA195754.pdf
PRJNA557206	False	0	0	0	1	none							PRJNA557206.pdf
PRJNA193169	False	0	0	0	1	none							PRJNA193169.pdf
PRJNA193168	False	0	0	0	1	none							PRJNA193168.pdf
PRJNA193167	False	0	0	0	1	none							PRJNA193167.pdf
PRJNA193164	False	0	0	0	1	none							PRJNA193164.pdf
PRJNA193163	False	0	0	0	1	none							PRJNA193163.pdf
PRJNA562727	False	0	0	0	1	none							PRJNA562727.pdf
PRJNA193162	False	0	0	0	1	none							PRJNA193162.pdf
PRJNA193161	False	0	0	0	1	none							PRJNA193161.pdf
PRJNA193160	False	0	0	0	1	none							PRJNA193160.pdf
PRJNA187326	False	0	0	0	1	none							PRJNA187326.pdf
PRJNA187325	False	0	0	0	1	none							PRJNA187325.pdf
PRJNA187324	False	0	0	0	1	none							PRJNA187324.pdf
PRJNA265233	False	0	0	0	1	none							PRJNA265233.pdf
PRJNA234172	False	0	0	0	1	none							PRJNA234172.pdf
PRJNA263062	False	0	0	0	1	none							PRJNA263062.pdf
PRJNA234201	False	0	0	0	1	none							PRJNA234201.pdf
PRJNA234191	False	0	0	0	1	none							PRJNA234191.pdf
PRJNA234192	False	0	0	0	1	none							PRJNA234192.pdf
PRJNA234193	False	0	0	0	1	none							PRJNA234193.pdf
PRJNA234194	False	0	0	0	1	none							PRJNA234194.pdf
PRJNA234195	False	0	0	0	1	none							PRJNA234195.pdf
PRJNA234196	False	0	0	0	1	none							PRJNA234196.pdf
PRJNA234197	False	0	0	0	1	none							PRJNA234197.pdf
PRJNA234198	False	0	0	0	1	none							PRJNA234198.pdf
PRJNA234199	False	0	0	0	1	none							PRJNA234199.pdf
PRJNA234200	False	0	0	0	1	none							PRJNA234200.pdf
PRJNA234202	False	0	0	0	1	none							PRJNA234202.pdf
PRJNA234215	False	0	0	0	1	none							PRJNA234215.pdf
PRJNA234204	False	0	0	0	1	none							PRJNA234204.pdf
PRJNA234188	False	0	0	0	1	none							PRJNA234188.pdf
PRJNA234205	False	0	0	0	1	none							PRJNA234205.pdf
PRJNA234206	False	0	0	0	1	none							PRJNA234206.pdf
PRJNA234207	False	0	0	0	1	none							PRJNA234207.pdf
PRJNA234208	False	0	0	0	1	none							PRJNA234208.pdf
PRJNA234209	False	0	0	0	1	none							PRJNA234209.pdf
PRJNA234210	False	0	0	0	1	none							PRJNA234210.pdf
PRJNA234211	False	0	0	0	1	none							PRJNA234211.pdf
PRJNA234212	False	0	0	0	1	none							PRJNA234212.pdf
PRJNA234190	False	0	0	0	1	none							PRJNA234190.pdf
PRJNA234203	False	0	0	0	1	none							PRJNA234203.pdf
PRJNA265255	False	0	0	0	1	none							PRJNA265255.pdf
PRJNA323981	False	0	0	0	1	none							PRJNA323981.pdf
PRJEB13482	False	0	0	0	1	none							PRJEB13482.pdf
PRJNA219289	False	0	0	0	1	none							PRJNA219289.pdf
PRJNA219287	False	0	0	0	1	none							PRJNA219287.pdf
PRJNA328507	False	0	0	0	1	none							PRJNA328507.pdf
PRJNA219284	False	0	0	0	1	none							PRJNA219284.pdf
PRJNA219283	False	0	0	0	1	none							PRJNA219283.pdf
PRJNA339560	False	0	0	0	1	none							PRJNA339560.pdf
PRJNA219278	False	0	0	0	1	none							PRJNA219278.pdf
PRJEB12887	False	0	0	0	1	none							PRJEB12887.pdf
PRJNA219277	False	0	0	0	1	none							PRJNA219277.pdf
PRJNA344449	False	0	0	0	1	none							PRJNA344449.pdf
PRJNA350242	False	0	0	0	1	none							PRJNA350242.pdf
PRJNA219276	False	0	0	0	1	none							PRJNA219276.pdf
PRJNA219275	False	0	0	0	1	none							PRJNA219275.pdf
PRJNA219272	False	0	0	0	1	none							PRJNA219272.pdf
PRJNA265257	False	0	0	0	1	none							PRJNA265257.pdf
PRJNA234213	False	0	0	0	1	none							PRJNA234213.pdf
PRJNA234216	False	0	0	0	1	none							PRJNA234216.pdf
PRJNA234120	False	0	0	0	1	none							PRJNA234120.pdf
PRJNA234221	False	0	0	0	1	none							PRJNA234221.pdf
PRJNA234178	False	0	0	0	1	none							PRJNA234178.pdf
PRJNA234179	False	0	0	0	1	none							PRJNA234179.pdf
PRJNA234180	False	0	0	0	1	none							PRJNA234180.pdf
PRJNA234181	False	0	0	0	1	none							PRJNA234181.pdf
PRJNA234182	False	0	0	0	1	none							PRJNA234182.pdf
PRJNA234183	False	0	0	0	1	none							PRJNA234183.pdf
PRJNA234184	False	0	0	0	1	none							PRJNA234184.pdf
PRJNA234185	False	0	0	0	1	none							PRJNA234185.pdf
PRJNA234219	False	0	0	0	1	none							PRJNA234219.pdf
PRJNA234220	False	0	0	0	1	none							PRJNA234220.pdf
PRJNA265232	False	0	0	0	1	none							PRJNA265232.pdf
PRJNA234217	False	0	0	0	1	none							PRJNA234217.pdf
PRJNA234265	False	0	0	0	1	none							PRJNA234265.pdf
PRJNA234132	False	0	0	0	1	none							PRJNA234132.pdf
PRJNA244068	False	0	0	0	1	none							PRJNA244068.pdf
PRJNA244547	False	0	0	0	1	none							PRJNA244547.pdf
PRJNA244567	False	0	0	0	1	none							PRJNA244567.pdf
PRJNA234129	False	0	0	0	1	none							PRJNA234129.pdf
PRJNA234128	False	0	0	0	1	none							PRJNA234128.pdf
PRJNA234123	False	0	0	0	1	none							PRJNA234123.pdf
PRJNA234122	False	0	0	0	1	none							PRJNA234122.pdf
PRJNA259683	False	0	0	0	1	none							PRJNA259683.pdf
PRJNA234177	False	0	0	0	1	none							PRJNA234177.pdf
PRJNA234176	False	0	0	0	1	none							PRJNA234176.pdf
PRJNA234175	False	0	0	0	1	none							PRJNA234175.pdf
PRJNA234174	False	0	0	0	1	none							PRJNA234174.pdf
PRJNA234218	False	0	0	0	1	none							PRJNA234218.pdf
PRJNA234189	False	0	0	0	1	none							PRJNA234189.pdf
PRJNA234187	False	0	0	0	1	none							PRJNA234187.pdf
PRJNA265254	False	0	0	0	1	none							PRJNA265254.pdf
PRJNA234171	False	0	0	0	1	none							PRJNA234171.pdf
PRJNA234136	False	0	0	0	1	none							PRJNA234136.pdf
PRJNA234137	False	0	0	0	1	none							PRJNA234137.pdf
PRJNA234140	False	0	0	0	1	none							PRJNA234140.pdf
PRJNA234141	False	0	0	0	1	none							PRJNA234141.pdf
PRJNA234142	False	0	0	0	1	none							PRJNA234142.pdf
PRJNA234143	False	0	0	0	1	none							PRJNA234143.pdf
PRJNA234144	False	0	0	0	1	none							PRJNA234144.pdf
PRJNA234148	False	0	0	0	1	none							PRJNA234148.pdf
PRJNA234149	False	0	0	0	1	none							PRJNA234149.pdf
PRJNA234157	False	0	0	0	1	none							PRJNA234157.pdf
PRJNA234168	False	0	0	0	1	none							PRJNA234168.pdf
PRJNA234169	False	0	0	0	1	none							PRJNA234169.pdf
PRJNA234170	False	0	0	0	1	none							PRJNA234170.pdf
PRJNA201943	False	0	0	0	1	none							PRJNA201943.pdf
PRJNA234186	False	0	0	0	1	none							PRJNA234186.pdf
PRJNA234173	False	0	0	0	1	none							PRJNA234173.pdf
PRJNA547184	False	0	0	0	1	none							PRJNA547184.pdf
PRJNA187300	False	0	0	0	1	none							PRJNA187300.pdf
PRJNA201942	False	0	0	0	1	none							PRJNA201942.pdf
PRJNA202005	False	0	0	0	1	none							PRJNA202005.pdf
PRJNA202036	False	0	0	0	1	none							PRJNA202036.pdf
PRJNA202035	False	0	0	0	1	none							PRJNA202035.pdf
PRJNA202034	False	0	0	0	1	none							PRJNA202034.pdf
PRJNA202033	False	0	0	0	1	none							PRJNA202033.pdf
PRJNA202032	False	0	0	0	1	none							PRJNA202032.pdf
PRJNA202026	False	0	0	0	1	none							PRJNA202026.pdf
PRJNA202025	False	0	0	0	1	none							PRJNA202025.pdf
PRJNA202008	False	0	0	0	1	none							PRJNA202008.pdf
PRJNA202006	False	0	0	0	1	none							PRJNA202006.pdf
PRJNA201967,PRJNA201954	False	0	0	0	1	none							PRJNA201967,PRJNA201954.pdf
PRJNA202012	False	0	0	0	1	none							PRJNA202012.pdf
PRJNA52135	False	0	0	0	1	none							PRJNA52135.pdf
PRJNA52137	False	0	0	0	1	none							PRJNA52137.pdf
PRJNA52139	False	0	0	0	1	none							PRJNA52139.pdf
PRJNA52141	False	0	0	0	1	none							PRJNA52141.pdf
PRJNA52143	False	0	0	0	1	none							PRJNA52143.pdf
PRJNA52145	False	0	0	0	1	none							PRJNA52145.pdf
PRJNA52151	False	0	0	0	1	none							PRJNA52151.pdf
PRJNA52153	False	0	0	0	1	none							PRJNA52153.pdf
PRJNA431464	False	0	0	0	1	none							PRJNA431464.pdf
PRJNA202042	False	0	0	0	1	none							PRJNA202042.pdf
PRJNA202043	False	0	0	0	1	none							PRJNA202043.pdf
PRJNA202045	False	0	0	0	1	none							PRJNA202045.pdf
PRJNA202009	False	0	0	0	1	none							PRJNA202009.pdf
PRJNA202020	False	0	0	0	1	none							PRJNA202020.pdf
PRJNA201956	False	0	0	0	1	none							PRJNA201956.pdf
PRJNA428749	False	0	0	0	1	none							PRJNA428749.pdf
PRJNA40025	False	0	0	0	1	none							PRJNA40025.pdf
PRJNA40049	False	0	0	0	1	none							PRJNA40049.pdf
PRJNA407116	False	0	0	0	1	none							PRJNA407116.pdf
PRJEB11503	False	0	0	0	1	none							PRJEB11503.pdf
PRJNA412918	False	0	0	0	1	none							PRJNA412918.pdf
PRJNA202053	False	0	0	0	1	none							PRJNA202053.pdf
PRJNA202052	False	0	0	0	1	none							PRJNA202052.pdf
PRJNA202048	False	0	0	0	1	none							PRJNA202048.pdf
PRJNA420100	False	0	0	0	1	none							PRJNA420100.pdf
PRJNA202046	False	0	0	0	1	none							PRJNA202046.pdf
PRJNA202024	False	0	0	0	1	none							PRJNA202024.pdf
PRJNA429995	False	0	0	0	1	none							PRJNA429995.pdf
PRJNA201968	False	0	0	0	1	none							PRJNA201968.pdf
PRJNA522830	False	0	0	0	1	none							PRJNA522830.pdf
PRJNA500331	False	0	0	0	1	none							PRJNA500331.pdf
PRJNA501405	False	0	0	0	1	none							PRJNA501405.pdf
PRJNA501406	False	0	0	0	1	none							PRJNA501406.pdf
PRJNA501409	False	0	0	0	1	none							PRJNA501409.pdf
PRJNA501412	False	0	0	0	1	none							PRJNA501412.pdf
PRJNA503825	False	0	0	0	1	none							PRJNA503825.pdf
PRJNA201994	False	0	0	0	1	none							PRJNA201994.pdf
PRJNA201991	False	0	0	0	1	none							PRJNA201991.pdf
PRJNA505478	False	0	0	0	1	none							PRJNA505478.pdf
PRJNA201990	False	0	0	0	1	none							PRJNA201990.pdf
PRJNA201989	False	0	0	0	1	none							PRJNA201989.pdf
PRJNA201987	False	0	0	0	1	none							PRJNA201987.pdf
PRJNA201985	False	0	0	0	1	none							PRJNA201985.pdf
PRJNA201984	False	0	0	0	1	none							PRJNA201984.pdf
PRJNA201981	False	0	0	0	1	none							PRJNA201981.pdf
PRJNA501401	False	0	0	0	1	none							PRJNA501401.pdf
PRJNA499494	False	0	0	0	1	none							PRJNA499494.pdf
PRJNA201966	False	0	0	0	1	none							PRJNA201966.pdf
PRJNA201999	False	0	0	0	1	none							PRJNA201999.pdf
PRJNA201965	False	0	0	0	1	none							PRJNA201965.pdf
PRJNA201964	False	0	0	0	1	none							PRJNA201964.pdf
PRJNA201963	False	0	0	0	1	none							PRJNA201963.pdf
PRJNA201962	False	0	0	0	1	none							PRJNA201962.pdf
PRJNA201961	False	0	0	0	1	none							PRJNA201961.pdf
PRJNA201960	False	0	0	0	1	none							PRJNA201960.pdf
PRJNA201959	False	0	0	0	1	none							PRJNA201959.pdf
PRJNA527940	False	0	0	0	1	none							PRJNA527940.pdf
PRJNA201958,PRJNA201967	False	0	0	0	1	none							PRJNA201958,PRJNA201967.pdf
PRJNA528367	False	0	0	0	1	none							PRJNA528367.pdf
PRJNA201957	False	0	0	0	1	none							PRJNA201957.pdf
PRJNA201970	False	0	0	0	1	none							PRJNA201970.pdf
PRJNA513350	False	0	0	0	1	none							PRJNA513350.pdf
PRJNA201974	False	0	0	0	1	none							PRJNA201974.pdf
PRJNA201978	False	0	0	0	1	none							PRJNA201978.pdf
PRJNA202002	False	0	0	0	1	none							PRJNA202002.pdf
PRJNA202001	False	0	0	0	1	none							PRJNA202001.pdf
PRJNA202000	False	0	0	0	1	none							PRJNA202000.pdf
PRJNA485518	False	0	0	0	1	none							PRJNA485518.pdf
PRJNA202013	False	0	0	0	1	none							PRJNA202013.pdf
PRJNA201936	False	0	0	0	1	none							PRJNA201936.pdf
PRJNA628847	False	0	0	0	1	none							PRJNA628847.pdf
PRJNA187301	False	0	0	0	1	none							PRJNA187301.pdf
PRJNA587439	False	0	0	0	1	none							PRJNA587439.pdf
PRJNA613320	False	0	0	0	1	none							PRJNA613320.pdf
PRJNA187299	False	0	0	0	1	none							PRJNA187299.pdf
PRJNA187298	False	0	0	0	1	none							PRJNA187298.pdf
PRJNA614986	False	0	0	0	1	none							PRJNA614986.pdf
PRJNA187297	False	0	0	0	1	none							PRJNA187297.pdf
PRJNA187296	False	0	0	0	1	none							PRJNA187296.pdf
PRJNA187295	False	0	0	0	1	none							PRJNA187295.pdf
PRJNA187294	False	0	0	0	1	none							PRJNA187294.pdf
PRJNA187293	False	0	0	0	1	none							PRJNA187293.pdf
PRJDB5948	False	0	0	0	1	none							PRJDB5948.pdf
PRJNA234135	False	0	0	0	1	none							PRJNA234135.pdf
PRJNA604394	False	0	0	0	1	none							PRJNA604394.pdf
PRJNA187310	False	0	0	0	1	none							PRJNA187310.pdf
PRJNA601835	False	0	0	0	1	none							PRJNA601835.pdf
PRJNA587440	False	0	0	0	1	none							PRJNA587440.pdf
PRJNA588411	False	0	0	0	1	none							PRJNA588411.pdf
PRJNA187323	False	0	0	0	1	none							PRJNA187323.pdf
PRJNA187302	False	0	0	0	1	none							PRJNA187302.pdf
PRJNA611005	False	0	0	0	1	none							PRJNA611005.pdf
PRJNA187303	False	0	0	0	1	none							PRJNA187303.pdf
PRJNA609701	False	0	0	0	1	none							PRJNA609701.pdf
PRJNA549563	False	0	0	0	1	none							PRJNA549563.pdf
PRJNA201935	False	0	0	0	1	none							PRJNA201935.pdf
PRJNA550349	False	0	0	0	1	none							PRJNA550349.pdf
PRJNA201934	False	0	0	0	1	none							PRJNA201934.pdf
PRJNA201933	False	0	0	0	1	none							PRJNA201933.pdf
PRJNA201932	False	0	0	0	1	none							PRJNA201932.pdf
PRJNA552311	False	0	0	0	1	none							PRJNA552311.pdf
PRJNA587435	False	0	0	0	1	none							PRJNA587435.pdf
PRJNA587436	False	0	0	0	1	none							PRJNA587436.pdf
PRJNA587438	False	0	0	0	1	none							PRJNA587438.pdf
PRJNA612869	False	0	0	0	1	none							PRJNA612869.pdf
PRJDB6797	False	0	0	0	1	none							PRJDB6797.pdf
PRJNA187309	False	0	0	0	1	none							PRJNA187309.pdf
PRJNA187308	False	0	0	0	1	none							PRJNA187308.pdf
PRJNA187307	False	0	0	0	1	none							PRJNA187307.pdf
PRJNA187306	False	0	0	0	1	none							PRJNA187306.pdf
PRJNA187304	False	0	0	0	1	none							PRJNA187304.pdf
PRJNA187322	False	0	0	0	1	none							PRJNA187322.pdf
PRJNA456219	False	0	0	0	1	none							PRJNA456219.pdf
PRJNA463112	False	0	0	0	1	none							PRJNA463112.pdf
PRJNA470581	False	0	0	0	1	none							PRJNA470581.pdf
PRJNA471737	False	0	0	0	1	none							PRJNA471737.pdf
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229	False	0	0	0	1	none							PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229.pdf
PRJNA202018	False	0	0	0	1	none							PRJNA202018.pdf
PRJNA202016	False	0	0	0	1	none							PRJNA202016.pdf
PRJNA202023	False	0	0	0	1	none							PRJNA202023.pdf
PRJNA477444	False	0	0	0	1	none							PRJNA477444.pdf
PRJNA478289	False	0	0	0	1	none							PRJNA478289.pdf
PRJNA202015	False	0	0	0	1	none							PRJNA202015.pdf
PRJNA480281	False	0	0	0	1	none							PRJNA480281.pdf
PRJNA481972	False	0	0	0	1	none							PRJNA481972.pdf
PRJNA202014	False	0	0	0	1	none							PRJNA202014.pdf
PRJNA456216	False	0	0	0	1	none							PRJNA456216.pdf
PRJNA202017	False	0	0	0	1	none							PRJNA202017.pdf
PRJNA187321	False	0	0	0	1	none							PRJNA187321.pdf
PRJNA187320	False	0	0	0	1	none							PRJNA187320.pdf
PRJNA187319	False	0	0	0	1	none							PRJNA187319.pdf
PRJNA187318	False	0	0	0	1	none							PRJNA187318.pdf
PRJNA593244	False	0	0	0	1	none							PRJNA593244.pdf
PRJNA187317	False	0	0	0	1	none							PRJNA187317.pdf
PRJNA187316	False	0	0	0	1	none							PRJNA187316.pdf
PRJNA187314	False	0	0	0	1	none							PRJNA187314.pdf
PRJNA187313	False	0	0	0	1	none							PRJNA187313.pdf
PRJNA598939	False	0	0	0	1	none							PRJNA598939.pdf
PRJNA187312	False	0	0	0	1	none							PRJNA187312.pdf
PRJNA187311	False	0	0	0	1	none							PRJNA187311.pdf
PRJNA530250	False	0	0	0	1	none							PRJNA530250.pdf
PRJNA201955	False	0	0	0	1	none							PRJNA201955.pdf
PRJNA219292	False	0	0	0	1	none							PRJNA219292.pdf
PRJEB43975	False	0	0	0	1	none							PRJEB43975.pdf
PRJNA318591	False	0	0	0	1	none							PRJNA318591.pdf
PRJNA809128	False	0	0	0	1	none							PRJNA809128.pdf
PRJEB61017	False	0	0	0	1	none							PRJEB61017.pdf
PRJNA896856	False	0	0	0	1	none							PRJNA896856.pdf
PRJNA896788	False	0	0	0	1	none							PRJNA896788.pdf
PRJNA803341	False	0	0	0	1	none							PRJNA803341.pdf
PRJNA807502	False	0	0	0	1	none							PRJNA807502.pdf
PRJNA894513	False	0	0	0	1	none							PRJNA894513.pdf
PRJNA791933	False	0	0	0	1	none							PRJNA791933.pdf
PRJDB15144	False	0	0	0	1	none							PRJDB15144.pdf
PRJNA811351	False	0	0	0	1	none							PRJNA811351.pdf
PRJNA811370	False	0	0	0	1	none							PRJNA811370.pdf
PRJEB38960	False	0	0	0	1	none							PRJEB38960.pdf
PRJNA792094	False	0	0	0	1	none							PRJNA792094.pdf
PRJNA791929	False	0	0	0	1	none							PRJNA791929.pdf
PRJEB61934	False	0	0	0	1	none							PRJEB61934.pdf
PRJNA676183	False	0	0	0	1	none							PRJNA676183.pdf
PRJNA169453	False	0	0	0	1	none							PRJNA169453.pdf
PRJNA985548	False	0	0	0	1	none							PRJNA985548.pdf
PRJNA169456	False	0	0	0	1	none							PRJNA169456.pdf
PRJNA169455	False	0	0	0	1	none							PRJNA169455.pdf
PRJNA169454	False	0	0	0	1	none							PRJNA169454.pdf
PRJNA670665	False	0	0	0	1	none							PRJNA670665.pdf
PRJNA168337	False	0	0	0	1	none							PRJNA168337.pdf
PRJNA676113	False	0	0	0	1	none							PRJNA676113.pdf
PRJNA985218	False	0	0	0	1	none							PRJNA985218.pdf
PRJNA165913	False	0	0	0	1	none							PRJNA165913.pdf
PRJNA164933	False	0	0	0	1	none							PRJNA164933.pdf
PRJNA161277	False	0	0	0	1	none							PRJNA161277.pdf
PRJNA1138264	False	0	0	0	1	none							PRJNA1138264.pdf
PRJNA754822	False	0	0	0	1	none							PRJNA754822.pdf
PRJNA791937	False	0	0	0	1	none							PRJNA791937.pdf
PRJNA219293	False	0	0	0	1	none							PRJNA219293.pdf
PRJEB4649	False	0	0	0	1	none							PRJEB4649.pdf
PRJNA853708	False	0	0	0	1	none							PRJNA853708.pdf
PRJNA855340	False	0	0	0	1	none							PRJNA855340.pdf
PRJNA861987	False	0	0	0	1	none							PRJNA861987.pdf
PRJEB21566	False	0	0	0	1	none							PRJEB21566.pdf
PRJNA872534	False	0	0	0	1	none							PRJNA872534.pdf
PRJNA883008	False	0	0	0	1	none							PRJNA883008.pdf
PRJNA791940	False	0	0	0	1	none							PRJNA791940.pdf
PRJNA818522	False	0	0	0	1	none							PRJNA818522.pdf
PRJNA819549	False	0	0	0	1	none							PRJNA819549.pdf
PRJNA887375	False	0	0	0	1	none							PRJNA887375.pdf
PRJEB20557	False	0	0	0	1	none							PRJEB20557.pdf
PRJEB21201	False	0	0	0	1	none							PRJEB21201.pdf
PRJNA882783	False	0	0	0	1	none							PRJNA882783.pdf
PRJNA791951	False	0	0	0	1	none							PRJNA791951.pdf
PRJNA791957	False	0	0	0	1	none							PRJNA791957.pdf
PRJNA791958	False	0	0	0	1	none							PRJNA791958.pdf
PRJNA792103	False	0	0	0	1	none							PRJNA792103.pdf
PRJEB38951	False	0	0	0	1	none							PRJEB38951.pdf
PRJNA792129	False	0	0	0	1	none							PRJNA792129.pdf
PRJNA792139	False	0	0	0	1	none							PRJNA792139.pdf
PRJNA792142	False	0	0	0	1	none							PRJNA792142.pdf
PRJNA793126	False	0	0	0	1	none							PRJNA793126.pdf
PRJEB6657	False	0	0	0	1	none							PRJEB6657.pdf
PRJNA795853	False	0	0	0	1	none							PRJNA795853.pdf
PRJEB66292	False	0	0	0	1	none							PRJEB66292.pdf
PRJEB6416	False	0	0	0	1	none							PRJEB6416.pdf
PRJNA891646	False	0	0	0	1	none							PRJNA891646.pdf
PRJNA887604	False	0	0	0	1	none							PRJNA887604.pdf
PRJNA1037605	False	0	0	0	1	none							PRJNA1037605.pdf
PRJDB12737	False	0	0	0	1	none							PRJDB12737.pdf
PRJEB21131	False	0	0	0	1	none							PRJEB21131.pdf
PRJEB24735	False	0	0	0	1	none							PRJEB24735.pdf
PRJNA715323	False	0	0	0	1	none							PRJNA715323.pdf
PRJNA1048475	False	0	0	0	1	none							PRJNA1048475.pdf
PRJEB3184	False	0	0	0	1	none							PRJEB3184.pdf
PRJNA716670	False	0	0	0	1	none							PRJNA716670.pdf
PRJNA1075815	False	0	0	0	1	none							PRJNA1075815.pdf
PRJNA1044623	False	0	0	0	1	none							PRJNA1044623.pdf
PRJNA731002	False	0	0	0	1	none							PRJNA731002.pdf
PRJNA1107790	False	0	0	0	1	none							PRJNA1107790.pdf
PRJNA1041718	False	0	0	0	1	none							PRJNA1041718.pdf
PRJNA870883	False	0	0	0	1	none							PRJNA870883.pdf
PRJEB15430	False	0	0	0	1	none							PRJEB15430.pdf
PRJNA183901	False	0	0	0	1	none							PRJNA183901.pdf
