study_accession	sample_accession	field	ena_value	applied_value	method	evidence
PRJNA267549	SAMN03197013	isolation_source		UCATH	per_sample	pgen.1005413.s012.xlsx:1047_KOXY
PRJNA267549	SAMN03197833	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:633_KOXY
PRJNA267549	SAMN03197141	isolation_source		BAL	per_sample	pgen.1005413.s012.xlsx:1183_KPNE
PRJNA267549	SAMN03197378	isolation_source		UCATH	per_sample	pgen.1005413.s012.xlsx:187_KPNE
PRJNA267549	SAMN03198027	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:813_KPNE
PRJNA267549	SAMN03197885	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:682_EAER
PRJNA267549	SAMN03197849	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:648_KPNE
PRJNA267549	SAMN03198025	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:811_RORN
PRJNA267549	SAMN03197772	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:570_KPNE
PRJNA267549	SAMN03197968	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:76_ECLO
PRJNA267549	SAMN03196972	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1010_KPNE
PRJNA267549	SAMN03196974	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1012_KPNE
PRJNA267549	SAMN03197634	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:442_KOXY
PRJNA267549	SAMN03197201	isolation_source		BLUD	per_sample	pgen.1005413.s012.xlsx:1236_KOXY
PRJNA267549	SAMN03197204	isolation_source		FLUID	per_sample	pgen.1005413.s012.xlsx:1239_KPNE
PRJNA267549	SAMN03197206	isolation_source		FLUID	per_sample	pgen.1005413.s012.xlsx:1240_ECLO
PRJNA267549	SAMN03197414	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:221_KPNE
PRJNA267549	SAMN03197361	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:170_EAER
PRJNA267549	SAMN03197266	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1294_KPNE
PRJNA267549	SAMN03198005	isolation_source		BAL	per_sample	pgen.1005413.s012.xlsx:793_KOXY
PRJNA267549	SAMN03197002	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1037_KOXY
PRJNA267549	SAMN03197110	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1154_KOXY
PRJNA267549	SAMN03197126	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1169_SBOY
PRJNA267549	SAMN03197485	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:291_EBAC
PRJNA267549	SAMN03197247	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1277_EAER
PRJNA267549	SAMN03197248	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1278_EAER
PRJNA267549	SAMN03197252	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1281_EAER
PRJNA267549	SAMN03197253	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1282_EAER
PRJNA267549	SAMN03198068	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:86_EAER
PRJNA267549	SAMN03197312	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:1331_KPNE
PRJNA267549	SAMN03198185	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:965_EAER
PRJNA267549	SAMN03197825	isolation_source		BALB	per_sample	pgen.1005413.s012.xlsx:625_KOXY
PRJNA267549	SAMN03197826	isolation_source		BALB	per_sample	pgen.1005413.s012.xlsx:626_SENT
PRJNA267549	SAMN03197828	isolation_source		BAL	per_sample	pgen.1005413.s012.xlsx:628_KOXY
PRJNA267549	SAMN03197035	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:1072_ECOL
PRJNA267549	SAMN03197693	isolation_source		BAL	per_sample	pgen.1005413.s012.xlsx:500_KPNE
PRJNA267549	SAMN03197694	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:501_KPNE
PRJNA267549	SAMN03198093	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:887_KPNE
PRJNA267549	SAMN03197104	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:1148_KOXY
PRJNA267549	SAMN03197341	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:151_EAER
PRJNA267549	SAMN03196981	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:1019_EAER
PRJNA267549	SAMN03196983	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:1020_EAER
PRJNA267549	SAMN03198200	isolation_source		BLUD	per_sample	pgen.1005413.s012.xlsx:98_KPNE
PRJNA267549	SAMN03197991	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:780_KPNE
PRJNA267549	SAMN03198040	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:833_KPNE
PRJNA267549	SAMN03198041	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:834_KPNE
PRJNA267549	SAMN03198042	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:835_KPNE
PRJNA267549	SAMN03198043	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:836_KPNE
PRJNA267549	SAMN03198044	isolation_source		TASP	per_sample	pgen.1005413.s012.xlsx:837_KPNE
PRJNA267549	SAMN03197576	isolation_source		URN	per_sample	pgen.1005413.s012.xlsx:385_ECLO
PRJNA267549	SAMN03197783	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:582_KOXY
PRJNA267549	SAMN03197789	isolation_source		SPUT	per_sample	pgen.1005413.s012.xlsx:588_KOXY
PRJNA267549	SAMN03197000	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:1035_KPNE
PRJNA267549	SAMN03197017	isolation_source		WUND	per_sample	pgen.1005413.s012.xlsx:1050_SSON
PRJNA267549	SAMN03197067	isolation_source		BAL	per_sample	pgen.1005413.s012.xlsx:1113_KOXY
