tag	study_accession	sample_accession	field	ena_value	applied_value	changed	class	review_flag	evidence	paper
train	PRJEB36683	SAMEA6531465	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891201	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531431	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891167	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531282	isolation_source	Human body sites or biosamples	ABDOMEN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891019	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126237	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752369	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531261	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3890998	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126263	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752341	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531477	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891213	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126172	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752384	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531444	isolation_source	Human body sites or biosamples	WOUND	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891180	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531273	isolation_source	Human body sites or biosamples	LT CHEST DRAIN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891010	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126183	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752400	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126215	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752329	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126225	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752374	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126218	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752371	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126184	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752403	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531393	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891130	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531395	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891132	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531455	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891191	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126232	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752348	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126221	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752358	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126208	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752366	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126190	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752379	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531436	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891172	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126176	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752389	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531278	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891015	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126178	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752334	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126193	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752395	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531434	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891170	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531268	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891005	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126251	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752362	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531262	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3890999	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126212	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752340	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126170	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752392	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126235	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752327	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126226	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752308	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126257	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752356	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126171	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752398	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126248	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752322	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126242	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752361	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531452	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891188	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531329	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891066	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531334	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891071	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531496	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891232	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126179	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752377	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531437	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891173	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531448	isolation_source	Human body sites or biosamples	RT TRUNK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891184	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126254	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752333	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126196	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752404	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531383	isolation_source	Human body sites or biosamples	BAL	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891120	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB48990	SAMEA11350734	collection_date	2019	2019-11-28 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995927	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350784	collection_date	2020	2020-03-12 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995977	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350740	collection_date	2015	2015-12-10 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995934	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351070	collection_date	2017	2017-07-29 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996262	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350921	collection_date	2017	2017-12-01 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996113	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350874	collection_date	2018	2018-08-11 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996067	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350733	collection_date	2018	2018-11-05 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995925	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350947	collection_date	2019	2019-08-31 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996141	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350877	collection_date	2019	2019-09-10 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996070	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350895	collection_date	2019	2019-10-20 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996087	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350892	collection_date	2019	2019-11-12 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996086	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350716	collection_date	2019	2019-12-18 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995908	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351173	collection_date	2020	2020-01-20 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996365	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350965	collection_date	2019	2019-09-07 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996156	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351005	collection_date	2020	2020-03-17 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996197	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351073	collection_date	2017	2017-03-17 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996265	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350968	collection_date	2018	2018-01-06 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996161	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350756	collection_date	2017	2017-04-03 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995949	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351136	collection_date	2019	2019-10-23 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996328	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350906	collection_date	2020	2020-03-16 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996099	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350991	collection_date	2019	2019-09-13 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996184	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350993	collection_date	2015	2015-10-07 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996183	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350864	collection_date	2019	2019-09-23 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996057	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351127	collection_date	2014	2014-02-06 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996320	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351047	collection_date	2018	2018-04-29 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996239	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350711	collection_date	2019	2019-07-09 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995904	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350720	collection_date	2019	2019-09-03 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8995913	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350924	collection_date	2019	2019-11-12 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996116	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350934	collection_date	2019	2019-08-21 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996125	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350891	collection_date	2019	2019-06-23 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996085	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351111	collection_date	2018	2018-04-23 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996304	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351020	collection_date	2013	2013-07-25 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996211	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351091	collection_date	2019	2019-03-24 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996284	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351145	collection_date	2014	2014-02-05 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996337	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350960	collection_date	2020	2020-02-03 00:00:00	True	date_same_year_refinement		mgen-9-1016-s001.xlsx:ERS8996152	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350734	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995927 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350784	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995977 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350740	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995934 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351070	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996262 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350921	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996113 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350874	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996067 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350733	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995925 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350947	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996141 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350877	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996070 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350895	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996087 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350892	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996086 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350716	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995908 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351173	host	environmental	environment_soil	True	categorical_change		mgen-9-1016-s001.xlsx:ERS8996365 (rescued 'Environmental')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350965	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996156 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351005	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996197 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351073	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996265 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350968	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996161 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350756	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995949 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351049	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996241 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350787	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995980 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351136	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996328 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350906	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996099 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350991	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996184 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350870	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996064 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350993	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996183 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350864	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996057 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351127	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996320 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351047	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996239 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350711	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995904 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350720	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8995913 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350924	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996116 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350934	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996125 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11350891	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996085 (rescued 'Screen')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351111	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996304 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351020	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996211 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351091	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996284 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351145	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996337 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB48990	SAMEA11351160	host	human	human	False	no_change	no_change	mgen-9-1016-s001.xlsx:ERS8996352 (rescued 'Clinical')	https://pmc.ncbi.nlm.nih.gov/articles/PMC10272877/
train	PRJEB58216	SAMEA112228837	collection_date	2003	2003-10-23 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:4565	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228838	collection_date	2003	2003-10-24 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:4684	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228839	collection_date	2004	2004-09-07 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:5384	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228840	collection_date	2005	2005-03-07 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:5722	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228841	collection_date	2005	2005-07-07 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:5925	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228842	collection_date	2005	2005-07-20 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:5955	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228843	collection_date	2005	2005-09-22 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:6044	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
train	PRJEB58216	SAMEA112228844	collection_date	2006	2006-05-03 00:00:00	True	date_same_year_refinement		mgen-9-1082-s002.xlsx:6867	https://pmc.ncbi.nlm.nih.gov/articles/PMC10483420/
