tag	study_accession	sample_accession	field	ena_value	applied_value	changed	class	review_flag	evidence	paper
train	PRJEB36683	SAMEA6531361	isolation_source	Human body sites or biosamples	SCALP	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891098	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531354	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891091	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531286	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891023	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531376	isolation_source	Human body sites or biosamples	EAR	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891113	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531312	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891049	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531307	isolation_source	Human body sites or biosamples	ABDOMEN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891044	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531340	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891077	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531323	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891060	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531330	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891067	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531333	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891070	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531364	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891101	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531277	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891014	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531382	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891119	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531318	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891055	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531478	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891214	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531337	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891074	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531310	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891047	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531405	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891142	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531324	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891061	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531331	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891068	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531341	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891078	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531271	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891008	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126188	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752388	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126203	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752349	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531380	isolation_source	Human body sites or biosamples	ABDOMEN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891117	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531316	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891053	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531305	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891042	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531281	isolation_source	Human body sites or biosamples	RT TRUNK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891018	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126261	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752351	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531309	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891046	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531445	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891181	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531321	isolation_source	Human body sites or biosamples	ABDOMEN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891058	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531353	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891090	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531368	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891105	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531471	isolation_source	Human body sites or biosamples	RT TRUNK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891207	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531371	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891108	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531289	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891026	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531320	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891057	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531473	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891209	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531270	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891007	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531346	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891083	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531402	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891139	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531339	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891076	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531298	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891035	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531375	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891112	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126252	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752339	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531314	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891051	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531367	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891104	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126236	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752359	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126195	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752387	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126204	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752326	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126219	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752331	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531475	isolation_source	Human body sites or biosamples	BUTTOCK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891211	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531322	isolation_source	Human body sites or biosamples	ANKLE L	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891059	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531381	isolation_source	Human body sites or biosamples	CATH	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891118	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531326	isolation_source	Human body sites or biosamples	C LINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891063	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531343	isolation_source	Human body sites or biosamples	BACK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891080	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531390	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891127	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531378	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891115	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531379	isolation_source	Human body sites or biosamples	THIGH R	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891116	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531489	isolation_source	Human body sites or biosamples	RT TRUNK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891225	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126194	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752391	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126211	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752311	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126223	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752378	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126246	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752312	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126227	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752397	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531493	isolation_source	Human body sites or biosamples	RT TRUNK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891229	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531306	isolation_source	Human body sites or biosamples	BACK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891043	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531356	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891093	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531304	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891041	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531332	isolation_source	Human body sites or biosamples	BUTTOCK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891069	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531363	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891100	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531342	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891079	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531357	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891094	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126262	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752320	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531317	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891054	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531351	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891088	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531284	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891021	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531315	isolation_source	Human body sites or biosamples	BACK	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891052	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531407	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891144	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531440	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891176	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531464	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891200	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126181	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752383	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531325	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891062	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531311	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891048	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531366	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891103	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531451	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891187	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531349	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891086	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531374	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891111	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531350	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891087	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126249	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752317	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531485	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891221	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531372	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891109	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531482	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891218	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531385	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891122	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126199	isolation_source	Clinical sample	MB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752373	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531453	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891189	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531399	isolation_source	Human body sites or biosamples	FLUID FROM THE DRAIN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891136	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531427	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891163	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531288	isolation_source	Human body sites or biosamples	LT LOWER LIMB	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891025	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531401	isolation_source	Human body sites or biosamples	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891138	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126230	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752343	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126168	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752401	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531344	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891081	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531365	isolation_source	Human body sites or biosamples	THIGH R	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891102	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531308	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891045	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531355	isolation_source	Human body sites or biosamples	C LINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891092	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531488	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891224	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531303	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891040	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531404	isolation_source	Human body sites or biosamples	ABDOMEN	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891141	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531423	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891159	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531392	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891129	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531467	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891203	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531408	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891145	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531410	isolation_source	Human body sites or biosamples	Others	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891147	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126256	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752332	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531266	isolation_source	Human body sites or biosamples	C TIP	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891003	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531347	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891084	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531403	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891140	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531469	isolation_source	Human body sites or biosamples	LUNG	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891205	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531272	isolation_source	Human body sites or biosamples	C TIP	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891009	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531468	isolation_source	Human body sites or biosamples	URINE	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891204	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA6531369	isolation_source	Human body sites or biosamples	RIGHT HIP	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR3891106	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126175	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752375	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
train	PRJEB36683	SAMEA114126206	isolation_source	Clinical sample	BLOOD	True	categorical_change		13073_2024_1332_MOESM1_ESM.xlsx:ERR11752324	https://pmc.ncbi.nlm.nih.gov/articles/PMC11025284/
